proID	geneName	Rep1_t=0	Rep1_t=1	Rep1_t=2	Rep1_t=4	Rep1_t=8	Rep1_t=16	Rep1_t=32	Rep2_t=0	Rep2_t=1	Rep2_t=2	Rep2_t=4	Rep2_t=8	Rep2_t=16	Rep2_t=32	Median_4	Median_8	c1_k10	c2_k10	c2_k20	c2_k12	#dataPts	c1_AICp	c1_RSS	c2_AICp	c2_RSS	AIC.recommendation	c1_aveLife	c1_thalf	c2_aveLife	c2_thalf.pulse.	c2_thalf.ss.	X.deg.fr.comp1.2comp.	X.deg.fr.comp2.2comp.	ss..comp1.2comp.	ss..comp2.2comp.	Median_deltascore	def
Q9Y608-4	LRRFIP2	1	NA	NA	0.689465993	0.565808701	NA	NA	1	0.88387937	0.952207398	0.54675594	0.67375484	0.489547798	0.390934501	0.618110967	0.61978177	0.036901105	0.155246629	0.015524745	0.210904709	10	0.566479078	0.008022567	0.433520922	0.001992238	1	27.0994592	39.0962554	39.83344085	16.2	42.9	0.423995798	0.576004202	0.068563275	0.931436725	0.241893356	UN
P28074	PSMB5	1	0.697008112	0.571272333	0.586091165	0.596123609	0.439913353	0.430457171	1	0.763804067	0.630205971	0.767495217	0.643230831	0.870632151	0.774196881	0.676793191	0.61967722	0.023463679	0.889543381	0.003042715	0.772713229	14	0.264947388	0.020395156	0.735052612	0.006405038	2	42.61906318	61.48631109	153.3789424	81.6	227.1	0.535142033	0.464857967	0.003922258	0.996077742	0.151111257	UN
Q15428	SF3A2	1	0.944589536	0.78322574	0.73059214	0.619963979	0.556325846	0.351317118	1	0.895582912	0.847597965	0.62251678	0.619164766	0.596339102	0.500393295	0.67655446	0.619564373	0.031165276	0.167135594	0.015691394	0.291985977	14	0.11394763	0.005620152	0.88605237	0.001314796	2	32.08699276	46.29174534	42.70771483	21.9	43.1	0.364033416	0.635966584	0.050999506	0.949000494	0.151372996	UN
O75351	VPS4B	1	0.825039775	0.703306673	0.673702428	0.541767048	0.451879316	0.294854449	1	0.890304427	0.881935288	0.711481685	0.696983386	0.54399299	0.445879236	0.692592057	0.619375217	0.036400883	0.191091115	0.021376134	0.332503525	14	0.3116953	0.006685351	0.6883047	0.002240967	2	27.47186123	39.63351796	31.61777106	16.6	31.5	0.364960029	0.635039971	0.060405093	0.939594907	0.127792104	UN
Q5SNT2-2	TMEM201	1	0.855052928	0.809494626	0.698976511	0.560024639	0.547831653	0.339267224	1	0.883362482	0.770529246	0.590759745	0.677600906	NA	NA	0.644868128	0.618812773	0.039126828	0.22974791	0.022796398	0.413550763	12	0.077955558	0.005599515	0.922044442	0.000818072	2	25.55791124	36.8722718	29.75454162	16.5	29.6	0.357140345	0.642859655	0.052243718	0.947756282	0.198733176	UN
Q9UDR5	AASS	1	0.957492703	0.626175568	0.478422194	0.674453228	0.52450825	0.507733702	1	NA	NA	0.713865323	0.563130246	NA	NA	0.596143758	0.618791737	0.031166778	0.325350978	0.005298047	0.348995976	10	0.39133251	0.015753913	0.60866749	0.002945866	2	32.08544736	46.28951579	99.16642493	34.2	129.5	0.482468226	0.517531774	0.014953813	0.985046187	0.277280179	UN
Q9NR30	DDX21	1	0.848345294	0.769532884	0.744282909	0.63079278	0.63813247	0.344455624	1	0.878482026	0.761475993	0.64224518	0.606778188	0.624580601	0.431843015	0.693264044	0.618785484	0.032121608	0.297521734	0.019965386	0.60260341	14	0.093361401	0.005111593	0.906638599	0.001122255	2	31.13169168	44.9135372	34.64230227	21.3	34.2	0.330533744	0.669466256	0.032069365	0.967930635	0.126346027	UN
Q13283	G3BP1	1	0.905788563	0.743750393	0.750387673	0.596563715	0.642609766	0.431251555	1	0.911030826	0.807559354	0.711413815	0.640590951	0.585240098	0.488222413	0.730900744	0.618577333	0.028176763	0.18064427	0.013494569	0.336269932	14	0.007527432	0.004742126	0.992472568	0.00049414	2	35.4902367	51.20158848	50.14160771	26.9	50.4	0.349466641	0.650533359	0.038581871	0.961418129	0.073311079	UN
Q9NZZ3	CHMP5	1	0.731639505	0.737918063	NA	NA	NA	NA	1	0.72022402	0.853499857	0.642854153	0.618455856	0.363115862	0.472791067	0.642854153	0.618455856	0.034566927	0.148034462	4.46E-06	0.100334179	10	0.538363614	0.013190596	0.461636386	0.003129918	1	28.9293871	41.73628331	90648.62801	8.6	2857.8	0.596027186	0.403972814	4.44E-05	0.999955584	0.201572672	UN
Q13425	SNTB2	1	0.984165253	0.630853573	0.781741064	0.596233574	0.544021022	0.369900176	1	0.774111639	0.924667259	0.753331013	0.640650707	NA	NA	0.767536038	0.618442141	0.036366939	0.232075572	0.023410706	0.523777561	12	0.562447864	0.005228996	0.437552136	0.00189254	1	27.49750294	39.67051112	30.92322923	19	29.1	0.307037918	0.692962082	0.042783641	0.957216359	0.024294026	UN
Q01082	SPTBN1	1	0.874070821	0.795300005	0.636944581	0.577226932	0.540179185	0.390232847	1	0.873739426	0.811044174	0.683946352	0.659647211	0.585347432	0.501082163	0.660445466	0.618437071	0.030344763	0.191599376	0.013015734	0.297380399	14	0.009543042	0.006342073	0.990456958	0.00070762	2	32.95461534	47.54346013	48.77044836	23.2	52	0.391834972	0.608165028	0.041932654	0.958067346	0.174560805	UN
Q9H2W6	MRPL46	1	0.831772351	0.816155227	0.745214994	0.618244492	0.623555405	0.56686273	1	0.958359229	0.797856633	NA	NA	NA	NA	0.745214994	0.618244492	0.023233195	0.142272455	0.003625997	0.20919909	10	0.031220819	0.004744018	0.968779181	0.000267912	2	43.04186276	62.09628195	166.9956582	68.6	189.3	0.40479082	0.59520918	0.017037452	0.982962548	0.053646879	UN
Q9UHB6-4	LIMA1	1	0.993627876	0.572750861	0.816492494	0.520773738	0.632163199	0.34104144	1	0.880444828	0.889728606	0.723210922	0.715595616	0.541914742	0.420663475	0.769851708	0.618184677	0.033245205	0.233987035	0.021734086	0.519717012	14	0.667863546	0.006731691	0.332136454	0.003454722	1	30.07952544	43.39558219	33.05346636	20.2	31.4	0.310449487	0.689550513	0.040140441	0.959859559	0.021073352	UN
Q92616	GCN1L1	1	0.917940732	0.789236106	0.720617277	0.570301227	0.507787349	0.40273061	1	0.980420266	0.862760382	0.821808858	0.665777048	0.681952709	0.555851039	0.771213068	0.618039138	0.027685075	0.108982635	0.010479138	0.173036706	14	0.325993341	0.005357387	0.674006659	0.001829929	2	36.12054496	52.11093109	62.09678421	27.6	64.1	0.38643674	0.61356326	0.057102089	0.942897911	0.019188844	UN
Q14157-4	UBAP2L	1	0.847775799	0.754629767	0.665567053	0.598940463	0.537011957	0.349957973	1	0.805554979	0.757976965	0.668137522	0.635997686	0.523385843	0.414940815	0.666852288	0.617469074	0.034620532	0.30466347	0.019792951	0.508432351	14	0.000354558	0.005869891	0.999645442	0.000254966	2	28.88459386	41.67166032	32.82214138	18.5	34.3	0.374695654	0.625304346	0.037470661	0.962529339	0.164123568	UN
P22087	FBL	1	0.852558094	0.695456588	0.639914726	0.500144249	0.406158769	0.367717445	1	1.057314403	0.957573314	0.77152075	0.734398024	0.831136801	0.822951773	0.705717738	0.617271136	0.024680471	0.127510104	0.001312254	0.150218307	14	0.79170739	0.016520091	0.20829261	0.010169673	1	40.51786501	58.45492291	415.7785228	108.8	525.2	0.459117968	0.540882032	0.008659995	0.991340005	0.107316471	UN
P51114	FXR1	1	0.940298168	0.788392594	0.739104392	0.547131986	0.55712734	0.321713215	1	0.911525602	0.842486058	0.732876477	0.687180049	0.546133962	0.405299625	0.735990434	0.617156018	0.034974157	0.139183025	0.022664112	0.296386234	14	0.143018084	0.00351974	0.856981916	0.000887066	2	28.5925405	41.25031638	32.31939997	18.3	29.7	0.319542809	0.680457191	0.071036162	0.928963838	0.065221447	UN
Q9UHL4	DPP7	1	1.001023285	0.872808469	0.606332186	0.616769813	0.504475212	0.544771877	NA	NA	NA	NA	NA	NA	NA	0.606332186	0.616769813	0.026756511	0.130165721	7.25E-06	0.126189235	7	0.873404937	0.009760817	0.126595063	0.001199658	1	37.37408068	53.91940086	67923.60763	4000	2768.8	0.50775582	0.49224418	5.74E-05	0.99994257	0.258697582	UN
P33240-2	CSTF2	1	0.917420825	0.840526684	0.749902299	0.640416526	0.659536572	0.364041703	1	0.869881857	0.802450203	0.626912494	0.592618884	0.564336818	0.42815176	0.688407396	0.616517705	0.031896179	0.187169557	0.018908431	0.384010028	14	0.111696439	0.004613946	0.888303561	0.001072487	2	31.35171785	45.23096787	37.30688535	21.3	35.9	0.327689508	0.672310492	0.046928679	0.953071321	0.131540352	UN
O60716-5	CTNND1	1	0.924719112	0.823380341	0.644514899	0.565313897	0.533186441	0.323999219	1	0.863089141	0.807811786	0.718058061	0.667718952	0.523815341	0.370481865	0.68128648	0.616516424	0.03669005	0.174648316	0.023348564	0.341804897	14	0.016570419	0.004000183	0.983429581	0.000523604	2	27.2553457	39.32115208	30.28197899	16.8	28.8	0.338168708	0.661831292	0.063941786	0.936058214	0.141937228	UN
P30153	PPP2R1A	1	0.915583278	0.760423882	0.759155962	0.591541399	0.504658086	0.336357591	1	0.927277096	0.871084816	0.734247418	0.641479912	0.510697955	0.424622122	0.74670169	0.616510656	0.034815852	0.110491841	0.01807136	0.167888838	14	0.027564938	0.003807411	0.972435062	0.000578226	2	28.72254835	41.43787806	36.96494545	16.8	36.4	0.396909158	0.603090842	0.097178646	0.902821354	0.050249682	UN
Q9Y3E5	PTRH2	1	0.987478194	0.829328207	0.677353527	0.564968049	0.668210519	0.402470504	1	0.91535531	0.798031151	0.765195771	0.668034421	0.596283395	0.467527937	0.721274649	0.616501235	0.029130873	0.150061739	0.015581326	0.30368642	14	0.135958058	0.004386637	0.864041942	0.00108712	2	34.32784195	49.52460734	45.15810883	24.8	43.5	0.330715918	0.669284082	0.048803321	0.951196679	0.08488781	UN
P83876	TXNL4A	1	0.949573288	0.676099681	0.624289661	0.616005757	NA	NA	1	0.835173154	0.78352406	NA	NA	NA	NA	0.624289661	0.616005757	0.08070167	1.319333272	0.048404128	2.131608697	8	0.963998755	0.002791513	0.036001245	0.001400765	1	12.39131728	17.876892	13.05085588	11.1	14.1	0.382311057	0.617688943	0.022203598	0.977796402	0.228891333	UN
Q9UN37	VPS4A	1	NA	NA	0.585978709	0.615999245	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.585978709	0.615999245	0.075174547	2.777372643	1.06E-05	1.064761389	3	1	0.004294855	NA	7.86E-05	1	13.30237489	19.19127029	26127.06694	4000	184.3	0.722872398	0.277127602	9.96E-06	0.999990038	0.292217052	UN
Q9BXS5	AP1M1	1	0.779574454	0.667117816	0.518444405	0.567099255	0.677577045	0.469245856	1	1.008489937	0.783326148	0.784118497	0.664883882	0.588803039	0.442267415	0.651281451	0.615991569	0.028557964	0.287026374	0.011555068	0.431732355	14	0.189853794	0.009541497	0.810146206	0.002649639	2	35.01650179	50.51813348	53.37400462	27.4	59.1	0.399336192	0.600663808	0.026066762	0.973933238	0.186552393	UN
P39880-6	CUX1	1	0.802764226	0.620304794	NA	NA	NA	NA	1	0.960257995	0.835472623	0.632763535	0.615912433	0.441439401	0.200146312	0.632763535	0.615912433	0.052441405	0.332030207	0.041980324	0.733338099	10	0.774886625	0.004593897	0.225113375	0.001680638	1	19.06890189	27.51061019	17.3354269	11.2	16.1	0.311657673	0.688342327	0.054145914	0.945854086	0.215333249	UN
P16435	POR	1	0.91577458	0.826210592	0.793859006	0.630177853	0.733204367	0.536332263	1	0.791278074	0.795064493	0.665039328	0.601388923	0.527059181	0.46234154	0.729449167	0.615783388	0.026122556	0.179573554	0.010074885	0.309315571	14	0.104695039	0.006330456	0.895304961	0.001441278	2	38.28109378	55.22794416	64.84425024	32.9	67.7	0.367309365	0.632690635	0.031544101	0.968455899	0.073035585	UN
Q15717	ELAVL1	1	0.901503517	0.741190654	0.709343735	0.567198773	0.569432999	0.374794605	1	0.885001373	0.82384248	0.674543327	0.663424998	0.554676203	0.434869872	0.691943531	0.615311885	0.032406776	0.193247124	0.017466384	0.344484692	14	0.006345173	0.004980792	0.993654827	0.000494113	2	30.85774391	44.51831412	38.53728642	20.5	38.7	0.35937454	0.64062546	0.048256202	0.951743798	0.125437924	UN
O95163	IKBKAP	1	0.835887402	0.586731888	0.76105484	0.530213616	0.548911677	0.368031136	1	0.831342787	0.675175601	0.863875526	0.70031362	NA	NA	0.812465183	0.615263618	0.0368296	0.700339563	0.022502471	1.051356397	12	0.451337781	0.008210781	0.548662219	0.002560901	2	27.15207322	39.17216138	27.2432091	18.9	30.4	0.399806576	0.600193424	0.020954775	0.979045225	-0.035170011	UN
Q08211	DHX9	1	0.860404475	0.726334461	0.716348909	0.573946942	0.589893981	0.412111579	1	0.946074496	0.788765291	0.736349825	0.656575103	0.611770533	0.487133409	0.726349367	0.615261023	0.029075073	0.199228407	0.014215813	0.361504006	14	0.015081897	0.005250819	0.984918103	0.00066878	2	34.39372233	49.61965265	47.13426646	25.4	47.9	0.355300322	0.644699678	0.037836206	0.962163794	0.076869821	UN
P29353-2	SHC1	1	0.959700243	0.985545225	0.761701417	0.583321098	0.450621414	0.297450357	1	0.881815437	1.035960934	0.656896946	0.646805009	0.472795626	0.400483477	0.709299181	0.615063054	0.037917695	0.073475112	0.005932736	0.042679873	14	0.409836802	0.004433445	0.590163198	0.001679217	2	26.37291123	38.04806825	70.54335084	13.2	103.7	0.632560986	0.367439014	0.122041085	0.877958915	0.100462621	UN
P21399	ACO1	1	0.959230753	0.577700369	0.718200493	0.487508628	0.454713155	0.365060631	1	0.963719397	0.929127559	0.757193582	0.74186644	0.558266026	0.515171848	0.737697037	0.614687534	0.031978842	0.126351179	0.010111608	0.150915479	14	0.54318644	0.009783849	0.45681356	0.004321253	1	31.27067616	45.11404942	57.43558587	18	65.8	0.455702752	0.544297248	0.062794455	0.937205545	0.06090145	UN
Q15404	RSU1	1	0.798557083	0.690792912	0.74291787	0.649554302	0.576793916	0.432748956	1	0.646731773	0.704246407	0.591791067	0.579712872	0.56309225	0.524929453	0.667354469	0.614633587	0.028799491	1.049965699	0.011849823	0.99736273	14	0.004834748	0.011216308	0.995165252	0.001029095	2	34.72283568	50.09446284	41.59903708	27.4	58	0.512846734	0.487153266	0.011741652	0.988258348	0.161069445	UN
P61020	RAB5B	1	0.859719472	0.73304626	0.625451022	0.539911836	0.492970891	0.335673119	1	0.899404492	0.812031698	0.658928346	0.688548111	0.585884694	0.440163757	0.642189684	0.614229973	0.034365843	0.225718048	0.018086355	0.36116288	14	0.060614874	0.006927864	0.939385126	0.001330869	2	29.09866035	41.98049298	35.72923001	18.2	37.4	0.384606208	0.615393792	0.047689893	0.952310107	0.199178625	UN
Q6IAA8	LAMTOR1	1	0.864898805	0.630481717	NA	NA	NA	NA	1	0.729910531	0.77897767	0.558633036	0.61400875	NA	NA	0.558633036	0.61400875	0.090145364	0.344136836	2.39E-05	0.346649557	8	0.804790674	0.005679877	0.195209326	0.001118346	1	11.09319386	16.00409577	20964.43737	4000	1027.5	0.49818126	0.50181874	6.91E-05	0.999930949	0.338389436	UN
P15927	RPA2	1	0.892006167	0.833929778	0.580675642	0.715345692	0.566144691	0.46725206	1	NA	NA	0.675031773	0.512520566	0.527059181	0.707942123	0.627853707	0.613933129	0.024587688	0.183736169	0.000989302	0.204653906	12	0.200022245	0.01319647	0.799977755	0.00276737	2	40.67076244	58.67550728	535.2015777	140.6	698.3	0.473071226	0.526928774	0.004810769	0.995189231	0.221513457	UN
Q9H501	ESF1	1	0.832916006	0.805360146	0.704756628	0.501230085	0.477319412	0.196160557	1	0.736135402	0.834584492	0.75757817	0.726540058	0.428346111	0.368854968	0.731167399	0.613885072	0.044436227	4.821498914	0.035937681	3.057363629	14	0.763559809	0.006849019	0.236440191	0.004024419	1	22.5041607	32.46664104	10.9246781	14.2	19.1	0.611953678	0.388046322	0.011617905	0.988382095	0.069139072	UN
Q9BW19	KIFC1	1	0.721787922	0.524276889	0.571253414	0.320287589	NA	NA	1	0.805698201	0.524064057	1.00949578	0.907407117	0.932577577	0.927605165	0.790374597	0.613847353	0.012920691	1.150055669	1.47E-06	0.993687765	12	0.772476497	0.037332545	0.227523503	0.018677411	1	77.39524079	111.6577301	314928.3448	4000	330.7	0.53647076	0.46352924	1.48E-06	0.999998519	-0.008756224	UN
P18754	RCC1	1	0.872126964	0.745833486	0.710708247	0.627242811	0.679097462	0.494483026	1	0.888732993	0.722137913	0.658753734	0.600195124	0.662317124	0.584422432	0.684730991	0.613718968	0.023755054	0.258389566	0.006368058	0.393471658	14	0.003960859	0.007504683	0.996039141	0.000650265	2	42.09630581	60.73213164	96.32162429	48.1	107.9	0.396387385	0.603612615	0.015926526	0.984073474	0.13462015	UN
P00367	GLUD1	1	0.84767935	0.740045364	0.612406552	0.593878219	0.689729388	0.645492539	1	0.932140888	0.675808284	0.685329078	0.633500192	0.644827686	0.580421326	0.648867815	0.613689205	0.020986875	0.269423712	5.65E-05	0.338705462	14	0.001411871	0.01017407	0.998588129	0.00065605	2	47.64882888	68.74272912	9858.839488	3994.9	1167.2	0.443036978	0.556963022	0.000166793	0.999833207	0.188392928	UN
Q9UN86	G3BP2	1	0.926305567	0.799411235	0.70093649	0.576197915	0.443642383	0.292135976	1	0.836406337	0.801289095	0.712501292	0.651070966	0.445817415	0.363018035	0.706718891	0.613634441	0.040109496	0.122061922	0.022114464	0.166174218	14	0.022284147	0.004424867	0.977715853	0.000631403	2	24.93175155	35.96891432	29.53924272	12.9	29.3	0.423478895	0.576521105	0.11744978	0.88255022	0.10294435	UN
P07900	HSP90AA1	1	0.870019	0.687779809	0.765604064	0.579192224	0.48513723	0.31391618	1	0.904069732	0.865082865	0.727585466	0.648016891	0.602417303	0.508029333	0.746594765	0.613604557	0.032925912	0.168861606	0.018541342	0.313926316	14	0.432344974	0.006346083	0.567655026	0.002467916	2	30.37121657	43.81640353	37.14084963	19.9	36.4	0.349763526	0.650236474	0.05576886	0.94423114	0.048030423	UN
Q96P70	IPO9	1	0.793852131	0.697095836	0.711738848	0.538966518	0.638893895	0.508009645	1	0.880615922	0.827668323	0.88762673	0.687966758	0.503408024	0.468933371	0.799682789	0.613466638	0.027577791	0.161442974	0.010554177	0.261715468	14	0.205349222	0.00693714	0.794650778	0.001980991	2	36.26106245	52.31365498	60.96377557	29	64.3	0.381518972	0.618481028	0.038763692	0.961236308	-0.020774554	UN
Q13217	DNAJC3	1	0.914201528	0.739584829	0.686040294	0.599273608	0.678567848	0.516097035	1	0.432946358	0.449376765	0.603524401	0.627529782	NA	NA	0.644782347	0.613401695	0.028863576	3.852733877	0.003911733	1.268066693	12	0.340364357	0.026655036	0.659635643	0.007116536	2	34.64574196	49.98324011	63.49985402	58.6	138.3	0.752369444	0.247630556	0.003075314	0.996924686	0.194474834	UN
P62191	PSMC1	1	0.797650914	0.695185384	0.727092477	0.626209863	0.588945679	0.420358752	1	0.842470633	0.812968346	0.652243399	0.600360021	0.499117503	0.445770023	0.689667938	0.613284942	0.031328134	0.283602495	0.015147138	0.445428868	14	0.002401424	0.006828533	0.997598576	0.000512625	2	31.92019008	46.05109993	41.70849357	22.1	44.9	0.38901275	0.61098725	0.032887381	0.967112619	0.127082237	UN
Q92990	GLMN	1	1.055833458	0.750517296	0.86678061	0.581118699	0.81841097	0.505400241	1	0.835866371	0.703423736	0.839647717	0.645121163	NA	NA	0.853214164	0.613119931	0.024528021	0.200499999	0.01129778	0.474773923	12	0.762737364	0.00648255	0.237262636	0.003184714	1	40.76969803	58.81824117	63.71288159	38.7	60.8	0.296916544	0.703083456	0.023243032	0.976756968	-0.085852667	UN
Q96ST3	SIN3A	1	1.113787664	0.751484004	0.825493688	0.670660706	0.597489183	0.420453293	1	0.908191699	0.799646495	0.712841811	0.555035838	0.577666402	0.408330809	0.76916775	0.612848272	0.03093096	0.123876733	0.017097503	0.241189182	14	0.287296175	0.004277412	0.712703825	0.001386933	2	32.33006708	46.64242745	41.38072115	22	39.3	0.339327031	0.660672969	0.066195834	0.933804166	0.017627247	UN
F8VV52	CNOT2	1	0.843495411	0.729065662	0.690407509	0.531565201	0.597848405	0.301609383	1	0.752703186	0.862136766	0.659103051	0.693935002	0.488760624	0.408728196	0.67475528	0.612750102	0.036330426	0.357922274	0.023487651	0.653687148	14	0.20401069	0.0065526	0.79598931	0.001866789	2	27.52513818	39.71038035	28.50022795	17.5	29	0.35381469	0.64618531	0.034684769	0.965315231	0.148506157	UN
E5RJM0	CPEB4	1	0.778385433	0.612198168	0.662746298	0.526628465	0.32321457	0.213703188	1	0.781386246	0.976063532	0.598631484	0.698492271	0.369570041	0.209355851	0.630688891	0.612560368	0.053715648	0.437801412	0.041813754	0.784751099	14	0.499324201	0.007456518	0.500675799	0.00313193	2	18.61654924	26.85800327	16.16926419	10.4	16.2	0.358104383	0.641895617	0.050587384	0.949412616	0.215888689	UN
Q9UL15	BAG5	1	0.763103278	0.703977863	0.73461489	0.612503734	0.508640773	0.322341886	1	0.550558806	0.866484788	NA	NA	0.588260413	0.484926836	0.73461489	0.612503734	0.032341666	4.991429523	0.019378832	2.031098545	12	0.47123608	0.010698649	0.52876392	0.00342713	2	30.91986653	44.60793811	15.06724687	20.2	35.4	0.71077388	0.28922612	0.009450888	0.990549112	0.063308756	UN
O75494-5	SRSF10	1	0.835634291	0.891938152	0.683620091	0.59540982	0.542452383	0.416086243	1	0.875427322	0.844056791	0.632227113	0.628645784	0.53100522	0.428454151	0.657923602	0.612027802	0.031938999	0.154069736	0.013808616	0.22787563	14	0.002396187	0.005498847	0.997603813	0.000412546	2	31.30968514	45.17032748	45.82441506	20.1	48.6	0.403381608	0.596618392	0.057134946	0.942865054	0.173177676	UN
Q00341	HDLBP	1	0.870974975	0.802510116	0.645195158	0.554500293	0.46725844	0.309157515	1	0.896380087	0.920550064	0.707298087	0.669103663	0.527625537	0.389262173	0.676246622	0.611801978	0.037393417	0.137590932	0.021732108	0.226185918	14	0.097487557	0.004663263	0.902512443	0.001037904	2	26.7426749	38.58152445	31.35964922	15.4	30.5	0.378228939	0.621771061	0.087658442	0.912341558	0.145524137	UN
P43897	TSFM	1	0.933699667	0.912106621	0.716799448	0.509406179	0.640599023	0.440360119	1	1.048980806	0.820692051	0.773834336	0.714054438	0.684035464	0.447084118	0.745316892	0.611730308	0.027932187	0.115305778	0.01504353	0.246046419	14	0.544714397	0.004483365	0.455285603	0.001983665	1	35.80099205	51.64991369	48.02967976	26.4	45	0.319095272	0.680904728	0.05761819	0.94238181	0.048213909	UN
C9J2P9	CBLL1	1	NA	NA	0.604404816	0.611719567	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.604404816	0.611719567	0.074323688	2.662965025	3.49E-05	1.078546147	3	1	0.003341977	NA	4.66E-06	1	13.45466067	19.41097223	8267.350534	4000	189.3	0.711735153	0.288264847	3.23E-05	0.999967671	0.257770418	UN
P61289	PSME3	1	0.941414926	0.780254756	0.768333459	0.571713488	0.583319281	0.339719333	1	0.926556638	0.846787918	0.666406132	0.651644605	0.578713848	0.478006588	0.717369796	0.611679047	0.031899653	0.147805977	0.017808293	0.282586929	14	0.19046656	0.004728805	0.80953344	0.001314666	2	31.34830361	45.22604215	39.19274069	21	37.9	0.343421034	0.656578966	0.059282876	0.940717124	0.086390033	UN
Q9NQR4	NIT2	1	1.199262307	0.876599609	0.828228795	0.585752484	1.177472931	0.799182991	1	0.986717806	0.722844868	0.748725079	0.636823318	0.824246703	0.800497213	0.788476937	0.611287901	0.009273736	0.138672159	2.29E-05	0.388142886	14	0.781373568	0.009348225	0.218626432	0.005654382	1	107.8314075	155.5678368	32202.5926	4000	1347.3	0.263227409	0.736772591	5.89E-05	0.999941054	-0.008441495	UN
Q96SB3	PPP1R9B	1	0.766896881	0.546045554	0.700192009	0.538786832	0.471021044	0.361484143	1	0.966349899	0.904059195	0.649347064	0.683700904	0.472026454	0.546126579	0.674769536	0.611243868	0.03253804	0.216198408	0.011161184	0.263735891	14	0.302329751	0.012525382	0.697670249	0.0041461	2	30.73325837	44.33871944	51.31898561	18.8	60.5	0.45047501	0.54952499	0.04060132	0.95939868	0.147254439	UN
P29992	GNA11	1	0.857661117	0.759496964	0.707947183	0.594478979	0.538299357	0.417791007	1	NA	NA	0.787114348	0.627898609	0.774088811	0.689271849	0.747530766	0.611188794	0.023768626	0.190694361	0.007353919	0.318872782	12	0.609073626	0.009002703	0.390926374	0.003474086	1	42.07226804	60.69745246	87.05610684	43.5	93.1	0.374228133	0.625771867	0.022542358	0.977457642	0.044805128	UN
Q96BR5	SELRC1	1	0.827054502	0.802128961	0.668810815	0.695489302	0.513973934	0.362699766	1	0.788112962	0.730300738	0.612445678	0.526427685	0.479292217	0.452906781	0.640628247	0.610958493	0.034184028	0.25928631	0.01572825	0.359415536	14	0.018004246	0.008562978	0.981995754	0.001148223	2	29.25342792	42.20377539	38.55102662	17.9	43	0.419081197	0.580918803	0.041925924	0.958074076	0.198942821	UN
P47914	RPL29	1	0.68679295	0.629615755	0.427776827	0.475460754	0.49209961	0.496189195	1	0.916994553	0.770989	0.844238657	0.745756222	0.847895772	0.825852164	0.636007742	0.610608488	0.020809477	0.396611993	1.68E-07	0.437057218	14	0.468629143	0.022828106	0.531370857	0.009257428	2	48.05502766	69.3287501	3113281.57	4000	851.3	0.475742642	0.524257358	3.85E-07	0.999999615	0.205894894	UN
Q15020	SART3	1	0.966622565	1.039551858	0.69647877	0.626149207	0.571021245	0.626471837	1	NA	NA	0.669457004	0.594678803	0.658423029	0.592219633	0.682967887	0.610414005	0.021391668	0.120156762	1.59E-05	0.155637695	12	0.107670712	0.008151534	0.892329288	0.001340827	2	46.74717202	67.44191326	35540.10871	4000	2573.7	0.435675044	0.564324956	0.000102022	0.999897978	0.13449851	UN
I3L430	HMOX2	1	NA	NA	0.400680726	0.631162313	0.67586649	1.264640226	1	1.020676269	0.684565253	0.774131541	0.58947972	0.633884185	0.381590106	0.587406133	0.610321017	0.01842487	0.325909909	6.90E-07	0.393029896	12	0.814910306	0.0307544	0.185089694	0.016778734	1	54.27446652	78.3015037	792002.6124	4000	987.2	0.453320162	0.546679838	1.76E-06	0.999998244	0.285153718	UN
Q92614-3	MYO18A	1	0.93912487	0.706278849	0.823592864	0.562705816	0.678039059	0.38871822	1	0.876104308	0.839919033	0.674970678	0.656925009	0.551417912	0.470793416	0.749281771	0.609815412	0.029902618	0.184740974	0.016412002	0.369486004	14	0.228011192	0.005345072	0.771988808	0.001585751	2	33.44188776	48.24644564	42.42514376	23.8	41.4	0.333330894	0.666669106	0.042529376	0.957470624	0.041340685	UN
Q14997	PSME4	1	0.606908586	0.615427061	0.565250835	0.635068711	0.592152189	0.476542312	1	NA	NA	0.975685675	0.584363654	NA	NA	0.770468255	0.609716183	0.030368792	4.990665572	0.010670979	1.634912807	10	0.589973571	0.015034496	0.410026429	0.003880212	1	32.9285404	47.50584193	23.27512052	29.4	64.5	0.753242251	0.246757749	0.006484616	0.993515384	0.013375974	UN
O15173	PGRMC2	1	0.826531561	0.704921233	0.807355762	0.57333609	0.709911065	0.441782314	1	0.885693254	0.798390694	0.686275055	0.644956722	0.532023149	0.425416179	0.746815409	0.609146406	0.029616558	0.284225647	0.016499532	0.546515894	14	0.1108658	0.005823182	0.8891342	0.001350323	2	33.76489654	48.7124488	41.07548912	24.5	41.4	0.342134867	0.657865133	0.029305648	0.970694352	0.044088916	UN
O75475	PSIP1	1	0.897550649	0.748163699	0.710287838	0.592245938	0.535236369	0.382305827	1	0.85373955	0.810588388	0.614869406	0.625977279	0.489961141	0.394522093	0.662578622	0.609111609	0.034602803	0.197628638	0.017591822	0.305687999	14	0.000754046	0.00583133	0.999245954	0.000314268	2	28.89939311	41.69301113	36.51123152	17.6	38.2	0.392652703	0.607347297	0.054416704	0.945583296	0.163739172	UN
