proID	geneName	Rep1_t=0	Rep1_t=1	Rep1_t=2	Rep1_t=4	Rep1_t=8	Rep1_t=16	Rep1_t=32	Rep2_t=0	Rep2_t=1	Rep2_t=2	Rep2_t=4	Rep2_t=8	Rep2_t=16	Rep2_t=32	Rep3_t=0	Rep3_t=1	Rep3_t=2	Rep3_t=4	Rep3_t=8	Rep3_t=16	Rep3_t=32	Rep4_t=0	Rep4_t=1	Rep4_t=2	Rep4_t=4	Rep4_t=8	Rep4_t=16	Rep4_t=32	Median_4	Median_8	c1_k10	c2_k10	c2_k20	c2_k12	dataPts	c1_AICp	c1_RSS	c2_AICp	c2_RSS	AIC.recommendation	c1_aveLife	c1_thalf	c2_aveLife	c2_thalf.pulse.	c2_thalf.ss.	X.deg.fr.comp1.2comp.	X.deg.fr.comp2.2comp.	ss..comp1.2comp.	ss..comp2.2comp.	Median_deltascore	def
Q9CRA8	Exosc5	1	0.705416067	0.499057219	0.45026835	0.375902086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45026835	0.375902086	0.150095236	0.585734074	0.028046959	0.332261898	5	0.999849169	0.010709497	0.000150831	0.000284741	1	6.66243666	9.61186433	13.99420971	2.4	22.9	0.638057346	0.361942654	0.077841437	0.922158563	0.308698251	UN
P46737	Brcc3	1	0.689778878	0.46190215	0.393589698	0.374497216	0.376056994	0.35034286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.393589698	0.374497216	0.045944719	1.945128018	0.017088124	0.70978379	7	0.813826194	0.046986637	0.186173806	0.004449351	1	21.76528718	31.40067187	16.02187693	1.8	39.5	0.732652592	0.267347408	0.023509127	0.976490873	0.441360833	UN
Q8BKF1	Polrmt	1	0.686016285	0.541481319	0.399389505	0.373730519	0.517830461	0.516523319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.399389505	0.373730519	0.032834291	0.617382204	8.56E-07	0.324133037	7	0.633357185	0.046543031	0.366642815	0.002592822	1	30.45596486	43.93866947	402279.7877	2.5	753.8	0.655732565	0.344267435	2.64E-06	0.99999736	0.425707996	UN
E9Q4X2	Uggt2	1	0.82777429	0.65516828	0.491606492	0.372725684	NA	NA	1	0.966269919	0.325551297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.491606492	0.372725684	0.156101451	0.406433401	4.68E-05	0.182569224	8	0.973745181	0.017923879	0.026254819	0.010585134	1	6.406090374	9.242034814	6623.482627	2.7	1205.1	0.690036655	0.309963345	0.000256328	0.999743672	0.216620415	UN
B1AWL2	Zfp462	1	0.655313111	0.565209182	0.406284336	0.371318238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.406284336	0.371318238	0.154025119	0.475723279	0.005366048	0.212235644	5	0.999813164	0.010576926	0.000186836	0.000236947	1	6.492447505	9.366621818	58.9447604	2.4	126	0.691499541	0.308500459	0.024659955	0.975340045	0.40535413	UN
Q920Q4	Vps16	1	0.783722946	0.555702522	0.374761358	0.371067892	0.37255475	0.173082503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.374761358	0.371067892	0.062418374	0.486497584	0.028562406	0.288656084	7	0.802057253	0.02920571	0.197942747	0.002648275	1	16.02092347	23.11330683	14.32768069	2.7	22.3	0.627614373	0.372385627	0.090040169	0.909959831	0.485780716	UN
Q8BHS3	Rbm22	1	0.777302847	0.659370674	NA	NA	0.665393194	0.543312457	1	0.966014537	0.500610936	0.54883318	0.370465598	0.423633163	0.253119817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54883318	0.370465598	0.036450613	0.363884826	0.007496044	0.265655423	12	0.591228145	0.026804164	0.408771855	0.010090276	1	27.43438109	39.57944554	57.88258741	5.2	90.4	0.578016778	0.421983222	0.027442809	0.972557191	0.103463399	UN
P70280	Vamp7	1	0.65814369	0.554114594	0.379914855	0.368678693	0.560366431	0.282597003	1	0.938834582	0.202528714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.379914855	0.368678693	0.048478776	0.768638008	0.003507345	0.293381837	10	0.687027547	0.070211653	0.312972453	0.021456293	1	20.62758344	29.75931233	79.70456971	1.6	195.2	0.723751079	0.276248921	0.011813651	0.988186349	0.468893235	UN
A2ADY9	Ddi2	1	0.992611001	0.973890711	NA	NA	NA	NA	1	0.886249058	0.505718564	0.554314345	0.368576735	0.267856547	0.158660217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.554314345	0.368576735	0.067064322	0.18210406	0.028265473	0.089190373	10	0.702647632	0.014849164	0.297352368	0.004673548	1	14.91105797	21.51210938	15.31713353	5	18.7	0.671241419	0.328758581	0.240647647	0.759352353	0.090970167	UN
Q9CQ18	Rnaseh2c	1	0.472600363	0.346825597	0.507711143	0.368089867	0.242292366	0.192378241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.507711143	0.368089867	0.065202388	2.308607479	0.027740183	0.599378185	7	0.677835477	0.055635426	0.322164523	0.003469023	1	15.33686164	22.12641423	7.774060996	0.7	23.7	0.79388544	0.20611456	0.044234365	0.955765635	0.178128526	UN
Q8CBQ5	Pi4k2b	1	NA	NA	0.427290669	0.368053128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.427290669	0.368053128	0.142467334	2.744869908	0.037309901	0.752814964	3	1	0.006179876	NA	3.60E-13	1	7.019152894	10.12649707	6.054676692	0.9	17.6	0.784767642	0.215232358	0.047220259	0.952779741	0.350526783	UN
Q9WTL8-3	Arntl	1	0.814614583	0.433996186	0.416371192	0.367466296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.416371192	0.367466296	0.15750801	0.507768683	6.38E-05	0.207065813	5	0.999984858	0.015088524	1.51E-05	0.002523658	1	6.34888346	9.159502682	4542.25109	2.2	993	0.710330413	0.289669587	0.000307981	0.999692019	0.37561629	UN
Q9DCU6	Mrpl4	1	0.682970872	0.475818396	0.454997081	0.366261848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.454997081	0.366261848	0.153551201	1.827693112	0.074644283	1.033535876	5	0.999974949	0.012140138	2.51E-05	0.001357317	1	6.512485709	9.395530836	5.188731544	3.2	8.7	0.638779042	0.361220958	0.067357534	0.932642466	0.285260891	UN
O35114	Scarb2	1	NA	NA	0.506183246	0.528912389	NA	NA	1	0.740425989	0.262214593	0.43202253	0.198439819	0.376622414	0.218962809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.469102888	0.363676104	0.063196787	1.006231196	0.017977217	0.383069199	10	0.621469429	0.067159773	0.378530571	0.018272376	1	15.82358915	22.8286136	16.05742906	1.3	36.7	0.724271871	0.275728129	0.044825777	0.955174223	0.251187341	UN
Q9R207	Nbn	1	0.780634268	0.713608206	0.596646668	0.499475035	0.459028765	0.266330018	1	NA	NA	0.45359972	0.226211752	0.292669419	0.144390676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.525123194	0.362843393	0.05870676	0.278353682	0.025620355	0.180151512	12	0.605235654	0.03108379	0.394764346	0.011930873	1	17.03381337	24.57459807	17.51687329	4.1	24.1	0.607089485	0.392910515	0.124508543	0.875491457	0.137230408	UN
Q9QWV9	Ccnt1	1	0.783451711	0.69176719	0.533575137	0.499427681	0.549618581	0.4580225	1	1.058413495	0.347268883	0.431217958	0.225830517	0.36488928	0.164871273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.482396547	0.362629099	0.049359566	0.401788486	0.011647128	0.220241998	14	0.501471396	0.049817653	0.498528604	0.020976114	1	20.25949743	29.22827648	32.00736145	3.1	56.7	0.64593054	0.35406946	0.050227141	0.949772859	0.221801425	UN
Q9DB40-2	Med27	1	0.6274516	0.450601736	0.453553677	0.362374635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.453553677	0.362374635	0.156983664	0.91917173	0.035861303	0.468059034	5	0.999869023	0.015597688	0.000130977	0.000464284	1	6.370089561	9.19009662	10.12947893	1.8	18	0.662594684	0.337405316	0.071164628	0.928835372	0.283103305	UN
Q8BMB0-3	Emsy	1	0.721901993	0.559327183	0.43446466	0.362374635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.43446466	0.362374635	0.152271567	0.427232116	0.020641331	0.222292104	5	0.986136157	0.007478357	0.013863843	5.28E-06	1	6.567214203	9.474487363	18.1198351	2.7	30.8	0.65776164	0.34223836	0.084967024	0.915032976	0.326102323	UN
Q5H8C4-2	Vps13a	1	0.721015125	0.548874655	0.470881706	0.361451116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.470881706	0.361451116	0.149182194	0.541535983	0.055212858	0.416308758	5	0.999668796	0.006712719	0.000331204	9.51E-05	1	6.70321285	9.670691936	8.915922047	3.1	11.4	0.565369271	0.434630729	0.117095072	0.882904928	0.244334136	UN
Q62018	Ctr9	1	0.615569201	0.510218506	0.386853705	0.358081597	0.47180543	0.222384886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.386853705	0.358081597	0.054191868	0.801308524	0.01927292	0.39979466	7	0.825831162	0.039354182	0.174168838	0.003903813	1	18.45295301	26.6219838	18.10323679	1.9	34.4	0.667143785	0.332856215	0.045990004	0.954009996	0.436211484	UN
D3YZH4	Syvn1	1	0.63007118	0.43592528	0.291614824	0.357942563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.291614824	0.357942563	0.179656926	0.688183279	1.11E-05	0.212931635	5	0.999933553	0.027664205	6.64E-05	0.001417228	1	5.56616448	8.030277892	21298.11224	1.5	787.6	0.763702019	0.236297981	5.21E-05	0.999947895	0.718630071	UN
Q3UH60	Dip2b	1	0.839927922	0.767047828	0.652584421	0.572757026	0.377747298	0.294164056	1	NA	NA	0.479593184	0.142890708	0.27166224	0.12701393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.566088803	0.357823867	0.061280425	0.22690308	0.018210165	0.101232882	12	0.79320646	0.048522409	0.20679354	0.025283364	1	16.31842476	23.54251048	19.9890962	4.1	32.1	0.691491048	0.308508952	0.152458981	0.847541019	0.055147115	UN
Q924T2	Mrps2	1	0.708602035	0.507336387	0.490005854	0.357491448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.490005854	0.357491448	0.150401476	0.694945475	0.059118155	0.525921561	5	0.999948027	0.008424661	5.20E-05	0.000525334	1	6.64887094	9.592293133	8.1058042	3	10.8	0.5692229	0.4307771	0.101049815	0.898950185	0.199016022	UN
Q810L4	Tmem39b	1	NA	NA	0.423274244	0.35645474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.423274244	0.35645474	0.146141546	2.748011643	0.042957108	0.770264368	3	1	0.005950531	NA	8.43E-12	1	6.842681127	9.871902128	5.380763362	1	15.2	0.781067669	0.218932331	0.052823382	0.947176618	0.343960977	UN
O35704	Sptlc1	1	NA	NA	0.420010158	0.35645474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.420010158	0.35645474	0.146528616	2.780646305	0.041018549	0.752737069	3	1	0.006221398	NA	3.82E-13	1	6.824605491	9.845824498	5.476659751	0.9	15.9	0.786964224	0.213035776	0.051676546	0.948323454	0.35170238	UN
Q8K202-3	Polr1e	1	0.72098232	0.512840555	0.417648311	0.355424027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.417648311	0.355424027	0.158008627	0.474631657	0.012947646	0.216812867	5	0.999671517	0.009928435	0.000328483	0.000141606	1	6.328768383	9.130482762	25.6641698	2.4	50.5	0.686434906	0.313565094	0.056352792	0.943647208	0.355893682	UN
Q8VCG9	Rfxap	1	0.874905597	0.750831065	0.469798597	0.355389773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.469798597	0.355389773	0.141234284	0.208784834	0.030917111	0.092112362	5	0.999995317	0.00171481	4.68E-06	0.000733413	1	7.08043383	10.21490677	13.22489137	4.3	16.6	0.693874308	0.306125692	0.251298412	0.748701588	0.238181123	UN
E9PYJ6	Focad	1	0.630698116	0.479710817	0.444839633	0.355389773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.444839633	0.355389773	0.158194802	0.871920301	0.044807922	0.486812669	5	0.999500087	0.013252426	0.000499913	0.000135061	1	6.321320223	9.119737337	8.731982897	2	14.3	0.641715716	0.358284284	0.084285528	0.915714472	0.292771367	UN
Q6PFQ7	Rasa4	1	0.746392698	0.654088429	0.570915276	0.479621805	0.515853907	0.375874637	1	NA	NA	0.268839239	0.2265569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.419877258	0.353089352	0.047264478	0.417960257	5.97E-06	0.186760575	10	0.526982025	0.060686992	0.473017975	0.01413908	1	21.15753833	30.52387563	51690.64062	2.6	1173.7	0.691162326	0.308837674	3.20E-05	0.999968009	0.347275787	UN
A2AM29	Mllt3	1	0.807567438	0.565790124	0.961071896	0.352434702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.961071896	0.352434702	0.115938074	2.96827566	0.099388756	4.245753066	5	0.999998301	0.011946798	1.70E-06	0.011498736	1	8.625294258	12.44366925	6.060226182	6	6.9	0.411458808	0.588541192	0.022873536	0.977126464	-0.481738899	UN
A6X8Z5	Arhgap31	1	0.706808366	0.557846127	0.479568832	0.351159345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.479568832	0.351159345	0.150893323	0.628650061	0.070425194	0.552342631	5	0.999439516	0.006071647	0.000560484	5.65E-05	1	6.627198461	9.561026354	7.487742592	3.3	9	0.532306478	0.467693522	0.113084188	0.886915812	0.211610253	UN
Q8CC88-2	Vwa8	1	0.713387139	0.495578812	0.523465292	0.348010974	0.389821076	0.371953779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.523465292	0.348010974	0.0435866	0.441186931	0.00197332	0.210509499	7	0.5292934	0.038055819	0.4707066	0.001658788	1	22.94283112	33.09950868	165.226947	2.7	348.1	0.676982273	0.323017727	0.009286964	0.990713036	0.119523918	UN
Q99KV1	Dnajb11	1	0.902896793	0.860518546	NA	NA	0.809589549	0.893197931	1	0.670306648	0.307263166	0.49619281	0.347677814	0.497784901	0.390029262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49619281	0.347677814	0.023661172	0.625455457	1.90E-06	0.433210775	12	0.692542232	0.049348249	0.307457768	0.021532845	1	42.26333267	60.97310045	215003.5891	4000	670.4	0.5907957	0.4092043	4.39E-06	0.999995607	0.172551173	UN
Q8CHT0	Aldh4a1	1	0.631452089	0.471232669	0.460975199	0.347551771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.460975199	0.347551771	0.159022551	0.958185066	0.052069434	0.552326306	5	0.999852076	0.01299902	0.000147924	0.000351037	1	6.288416287	9.072266993	7.684480973	2.1	12.3	0.634344821	0.365655179	0.086151226	0.913848774	0.245990214	UN
E9Q6C7	Lphn2	1	0.819830055	0.569776224	0.420349748	0.346604407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.420349748	0.346604407	0.156081451	0.33592108	2.63E-05	0.12969204	5	0.999950457	0.005996663	4.95E-05	0.000388537	1	6.406911238	9.243219071	10583.81306	2.9	1524.4	0.721459652	0.278540348	0.000202924	0.999797076	0.336882587	UN
Q9R118	Htra1	1	0.554080884	0.284938178	0.410943709	0.346081329	0.333043539	0.231512923	1	0.117139141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.410943709	0.346081329	0.059811992	4.999957671	0.004951409	0.41370446	9	0.645709143	0.144660523	0.354290857	0.030343662	1	16.71905516	24.12049796	15.61842552	0.2	131	0.923581404	0.076418596	0.011826918	0.988173082	0.358758297	UN
E9PZ73	Tead1	1	0.796035977	0.706795329	0.483093286	0.451919101	NA	NA	1	NA	NA	0.510537092	0.23945279	0.27098721	0.103273378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.496815189	0.345685945	0.081559617	0.265161773	0.047743772	0.178157736	10	0.512554389	0.020277373	0.487445611	0.004616316	1	12.26096972	17.68884021	10.67297657	3.9	12	0.598127914	0.401872086	0.211347736	0.788652264	0.16842488	UN
Q64435	Ugt1a6	1	0.84240608	0.639407713	0.497378528	0.344242372	0.347167692	0.316698337	1	0.811853623	0.161344068	0.353992146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.425685337	0.344242372	0.053479456	0.69234806	0.003318879	0.249383754	11	0.561820189	0.081983158	0.438179811	0.025205325	1	18.69876921	26.9766216	80.85206495	1.6	205.9	0.735186015	0.264813985	0.013133535	0.986866465	0.320850201	UN
G3UZ60	Sumo3	1	0.960954516	0.543946489	0.463598985	0.342625807	0.270067598	0.157488685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.463598985	0.342625807	0.068128704	0.306351064	0.030786489	0.1661041	7	0.747964277	0.024390339	0.252035723	0.001851097	1	14.67810102	21.17602355	13.53643152	3.4	19.2	0.64842357	0.35157643	0.156363437	0.843636563	0.233177172	UN
Q9CZJ1	Utp11l	1	0.711172153	0.647085288	NA	NA	NA	NA	1	0.871589985	0.743818166	0.605453801	0.539075972	NA	NA	1	0.677466927	0.58001132	0.395440348	0.340711844	0.132381062	NA	1	1.010126853	0.439876471	0.398102072	0.195245205	0.141421979	NA	0.398102072	0.340711844	0.135658665	0.385536223	0.098919089	0.444228765	20	0.635307019	0.013322661	0.364692981	0.008781956	1	7.371442152	10.63474304	6.617330952	3.5	6.3	0.464633033	0.535366967	0.182121844	0.817878156	0.382687749	UN
P48725	Pcnt	1	0.816230049	0.613224797	0.469181911	0.340680366	0.219639815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.469181911	0.340680366	0.108724071	0.300458651	0.050038752	0.194358269	6	0.718362682	0.008776825	0.281637318	0.0001104	1	9.197595225	13.26932502	9.87063062	3.5	11.4	0.607211756	0.392788244	0.204743705	0.795256295	0.218359424	UN
Q9CUX1	Prkrir	1	0.625902643	0.47495096	0.332878831	0.340208902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.332878831	0.340208902	0.176271975	0.606308334	1.52E-06	0.202009906	5	0.999577328	0.019059005	0.000422672	0.000222165	1	5.673051529	8.184483307	164750.7596	1.7	878	0.750086172	0.249913828	7.51E-06	0.999992491	0.56087901	UN
E9PZM4	Chd2	1	0.883293766	0.733783967	0.60601027	0.474224757	0.54883436	0.514516708	1	1.002793344	0.251077238	0.584624214	0.200899726	0.408046759	0.16167905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.595317242	0.337562241	0.047610936	0.397076533	0.011106284	0.228367968	14	0.707564929	0.059675185	0.292435071	0.032288236	1	21.00357787	30.30175763	34.4747626	3.2	59.7	0.634870932	0.365129068	0.046377778	0.953622222	-0.024341848	UN
Q9D7A8	Armc1	1	0.718204755	0.60265625	0.525678676	0.336790966	0.337764183	0.155295512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.525678676	0.336790966	0.065631167	0.402024392	0.03705485	0.300329366	7	0.74908746	0.019696231	0.25091254	0.001499944	1	15.23666351	21.98185889	12.96354519	3.6	17	0.572395872	0.427604128	0.109829828	0.890170172	0.098918725	UN
Q9D0B0	Srsf9	1	NA	NA	0.648506925	0.50822447	0.366775212	0.23143378	1	0.991224904	0.484325966	0.330099728	0.163912072	0.229005057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.489303327	0.336068271	0.06700157	0.301632065	0.007363678	0.105920795	11	0.623099611	0.057518447	0.376900389	0.019396133	1	14.92502336	21.53225719	37.74780073	3	87.5	0.740105381	0.259894619	0.065001653	0.934998347	0.169552205	UN
Q8JZV7	Amdhd2	1	0.689223851	0.55681768	0.421558183	0.335138079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.421558183	0.335138079	0.161695468	0.487054978	0.046040576	0.292087221	5	0.996300065	0.007554058	0.003699935	1.55E-05	1	6.184465216	8.922297298	9.425912414	2.5	13.2	0.625116928	0.374883072	0.136163239	0.863836761	0.317191145	UN
Q99M51	Nck1	1	1.082285979	1.113726213	NA	NA	0.416980475	0.326298211	1	NA	NA	0.414193326	0.334775749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.414193326	0.334775749	0.045288781	0.19859762	1.30E-05	0.088599396	8	0.927625351	0.028572915	0.072374649	0.009919592	1	22.08052382	31.85546222	23651.19113	4.9	2471.5	0.691503076	0.308496924	0.00014722	0.99985278	0.334275254	UN
P97813	Pld2	1	0.734627856	0.545436075	0.424184714	0.332869136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.424184714	0.332869136	0.161777908	0.422496802	0.032932175	0.219956494	5	0.999323979	0.00691775	0.000676021	5.54E-05	1	6.18131372	8.917750651	11.95273772	2.6	18.4	0.657630374	0.342369626	0.130224005	0.869775995	0.307583347	UN
Q61586	Gpam	1	0.650004211	0.483194955	0.440725826	0.332628927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.440725826	0.332628927	0.16433644	0.804549516	0.057424528	0.489027698	5	0.999731523	0.011389957	0.000268477	0.00019091	1	6.085077646	8.778911344	7.356350386	2.1	10.9	0.621957087	0.378042913	0.105086091	0.894913909	0.268968435	UN
E9PZP8	Herc1	1	0.678649243	0.662198065	0.442807458	0.33074933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.442807458	0.33074933	0.156725514	4.662187612	0.108436877	2.216855466	5	0.999983643	0.00452833	1.64E-05	0.000712026	1	6.380582055	9.205234089	3.11725645	3.9	6.1	0.677737813	0.322262187	0.046633653	0.953366347	0.261422985	UN
Q8K2J0	Plcd3	1	0.665509913	0.545122445	0.433279666	0.33074933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.433279666	0.33074933	0.162556878	0.645952096	0.066460976	0.464133476	5	0.98987149	0.007977384	0.01012851	7.27E-06	1	6.151692951	8.875016913	7.191831933	2.6	9.3	0.581893966	0.418106034	0.125257579	0.874742421	0.283174629	UN
A2AUY4	Baz2b	1	NA	NA	0.468298257	0.330482549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.468298257	0.330482549	0.148652633	2.712133204	0.087140548	1.317844573	3	1	0.002114723	NA	3.68E-12	1	6.727092403	9.705142849	4.000817923	3.2	7.5	0.672989618	0.327010382	0.062022399	0.937977601	0.205049173	UN
P40224-1	Cxcl12	1	NA	NA	0.339892531	0.330463076	0.464123474	0.69370762	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.339892531	0.330463076	0.027322649	2.432257516	1.69E-06	0.591803144	6	0.992227838	0.065958058	0.007772162	0.01126787	1	36.59967221	52.8021656	115672.1248	0.7	234.5	0.804301828	0.195698172	2.86E-06	0.999997141	0.525495623	UN
E9Q411	Nbas	1	0.649032476	0.504188534	0.456304023	0.328422184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.456304023	0.328422184	0.162916576	0.892213015	0.070477917	0.613829916	5	0.999673371	0.009624368	0.000326629	0.000137892	1	6.13811085	8.855422083	6.447050879	2.5	9	0.592422033	0.407577967	0.10299154	0.89700846	0.227868299	UN
E9Q5F9-2	Setd2	1	0.661744121	0.594789579	0.416735285	0.328305225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.416735285	0.328305225	0.163102115	0.96338045	0.090320201	0.824724347	5	0.999958735	0.007013877	4.13E-05	0.000526021	1	6.131128352	8.845348469	5.665840912	3.1	7.1	0.538771806	0.461228194	0.098705796	0.901294204	0.318398297	UN
E9PWK7	Ephb4	1	0.761685241	0.59826154	0.369721898	0.328188349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.369721898	0.328188349	0.166976866	0.361180405	4.81E-05	0.124468696	5	0.999950926	0.007526166	4.91E-05	0.000491362	1	5.988853562	8.640089335	5332.008826	2.6	1461.6	0.743706525	0.256293475	0.000386177	0.999613823	0.437920383	UN
P14901	Hmox1	1	NA	NA	0.564248163	0.359339656	0.251374899	0.134651366	1	1.068730199	1.115633514	0.95107087	0.677335961	NA	NA	1	0.809589116	0.492652954	0.586206865	0.291549991	0.290671967	NA	1	0.578531334	0.235934216	0.314903913	0.146573242	NA	NA	0.575227514	0.325444824	0.083685884	0.323763342	0.038820601	0.202363674	21	0.530071492	0.05078033	0.469928508	0.031661212	1	11.94944663	17.2394074	11.80853801	3.4	15.3	0.615371064	0.384628936	0.160958259	0.839041741	-0.008291532	UN
