From    To
Q9JIY5  64704
Q03145  13836
E9Q3P4  108000
Q78XF5  66357
Q9CPQ3  223696
P48725  18541
Q91VK1  66912
Q6ZQ38  71902
Q8BHG1  230598
Q99PG2  72075
Q8C845  27984
E9PWV3  20111
F8VPP8  20286
B1AWL2  242466
Q60854  20719
P80318  12462
O70126  20877
Q9R062  27357
Q9D0I8  69902
Q3UC82  16882
P51881  11740
Q6ZPJ3  217342
Q921W4  66609
P27601  14674
Q6P9R2  108737
Q8K2Q0  76501
Q8CFV9  54391
Q8K387  77593
Q9D0B6  67683
Q99KU0  75909
Q9CQN6  66154
P30416  14228
Q9CX11  78581
Q8C9B9  23856
Q8R326  66645
P97304  20018
Q60953  18854
P97311  17219
P23242  14609
P49282  18174
Q6NZF1  70579
Q9WVE8  23970
Q9D1J3  66118
Q3THS6  232087
Q8VDP6  52858
Q8BPM2  399510
Q8R2K4  225895
Q9DBX2  67466
Q80ZX0  99683
Q3TN34  231830
Q9DBF7  67480
P46938  22601
Q9D0S9  68917
Q9DCG9  67674
P21126  100169864
P21126  27643
Q3TLP8  19353
Q8K2X3  108689
Q9R061  26426
Q02248  12387
Q8R4U7  269593
Q8R2Y8  217057
Q9CQT2  67010
E9Q2I4  238317
Q64669  18104
Q8C0E3  217333
Q61712  13418
P63260  11465
Q8QZS1  227095
Q69Z99  269639
P84228  15077
P84228  260423
P84228  319148
P84228  319149
P84228  319150
P84228  319151
P84228  319154
P84228  97114
Q6NVF4  117599
Q9Z0S1  23827
P45878  14227
Q8K1M3  19087
P54823  13209
Q9CPX4  100862446
Q9CPX4  14325
Q9ESU6  57261
Q07813  12028
Q6NZD2  56440
P67778  18673
Q9CX86  77134
Q71LX4  70549
Q08024  12400
Q9CQ69  22272
Q3TQI7  227707
Q9QZB7  56444
Q8K4R9  218977
P70206  18844
Q7TNV0  110052
Q8BNU0  76813
Q8CCS6  54196
Q08093  12798
A2A8U2  230917
Q8BGA9  69089
Q6P8I4  76302
P40336  30930
Q9CWS0  69219
Q8BX94  228983
Q00519  22436
Q9QY30  27413
P42932  12469
A2AF47  75974
Q9QYF9  29812
Q9QUR7  23988
Q7TPR4  109711
P62960  22608
O70503  56348
Q62261  20742
P21981  21817
Q9DAP7  66929
Q9ERG2  94186
P19253  22121
Q5NCQ5  116905
Q3TH73  117160
Q8K2M0  60441
E9PVA8  231659
P17047  16784
E9Q6A7  207165
Q8BWY3  225363
Q80U56  78937
Q9CPW7  66492
P28660  50884
Q78ZM0  54198
Q9D7H3  66368
Q62318  21849
A2ADR8  100336
Q80XU2  20779
Q80VD1  68215
P47811  26416
O35286  13204
Q8VE22  64656
Q9D2H6  78912
Q91XU3  117150
Q9DCT5  20316
G3X922  235567
G5E829  67972
Q6QI06  78757
Q9D0F9  72157
E9Q411  71169
Q921E2  106572
Q9Z1Z0  56041
Q99KB8  14651
Q8R4R6  69482
P49615  12568
E9Q4F7  77087
Q9DBR7  17931
P99027  67186
P70296  23980
Q91WS0  52637
Q6GT24  11758
Q922F4  67951
Q9Z2Y8  114863
Q64511  21974
Q80TM9  64652
Q9QZD8  27376
P33174  16571
Q9D4H1  66482
Q9CZR8  66399
P14685  22123
G3X9K3  211673
Q9D0M3  66445
P09411  18655
P51943  12428
Q9JK92  80888
Q9Z2H5  13821
P17809  20525
B9EJ54  70699
Q80UK0  228071
Q9EP71  75646
P70365  17977
P11087  12842
Q8K1A6  212139
Q3TNL8  414801
Q8BWY9  224171
Q8K339  16588
Q9D2Q3  68277
Q8CJ26  67169
Q9ERS2  67184
P97363  20773
Q8BJH1  67306
Q922B2  226414
Q6PIP5  67429
Q9CQC6  66882
Q78JE5  71999
Q499X9  212679
Q9R1R8  17252
Q9D0R2  110960
Q8R2M2  99480
P24547  23918
Q62219  21804
Q80X41  22367
Q9DB77  67003
Q8R1V4  103694
P39053  13429
Q921Q7  225870
Q8BGT5  108682
Q8R010  231872
Q9CQM5  52700
D3Z481  84652
G3X9Z4  74737
Q99MR6  83701
Q61666  15260
Q99M96  64213
P62204  12313
P62204  12314
P62204  12315
Q8K0L9  56490
Q3THG9  69684
Q9R0D8  75659
Q9DCD2  67439
Q8VC30  225913
Q8R050  14852
Q9DBC7  19084
Q810B6  11736
E9QAT4  227648
P84104  20383
Q5SWD9  104662
Q9CPY7  66988
O88487  13427
Q9CUX1  72981
Q91XL2  140887
A0A087WQ11  27401
Q6PAJ1  110279
Q6PA06  56298
Q8CI59  68428
Q8C166  266692
A2RSY6  98685
P08752  14678
Q91VA7  170718
Q6PR54  51869
Q61263  20652
O88738  12211
Q9JLI8  53890
Q6PD19  71617
Q9CZJ1  67205
Q9QUJ7  50790
Q9DAV6  20706
Q8K2C7  216440
Q9EPK5  97064
Q9JIW9  64143
Q6P8X1  72183
Q924W7  76954
Q61937  18148
Q9WTU6  26420
Q4FE56  22284
Q62446  30795
Q6PAC3  223499
G5E896  234699
E9Q4Y4  70799
E9Q8L9  75767
Q6A058  67416
Q8R502  100604
Q08288  17089
Q6ZPR5  77626
Q8BMS1  97212
Q00612  14381
Q7TMQ7  101240
Q3TVI8  229534
P16460  11898
P14873  17755
P63158  100862258
P63158  15289
P53810  18738
Q3U821  73674
Q64433  15528
Q9R0E1  26433
Q99LC2  67337
P62849  102642752
P62849  20088
Q99JB2  66592
P26041  17698
E9Q3G8  218210
Q6P5B0  107094
Q91WG4  58523
Q6TYB5  225020
E9PVB5  74569
Q8BRF7  76983
P99029  54683
P48771  12866
Q9ES74  59125
Q99K48  53610
Q62465  26949
F8WH20  71720
Q8R080  29870
Q60823  11652
E9PWE8  22240
E9Q586  13191
Q505F5  72946
P84244  15078
P84244  15081
Q99NB8  94232
Q3TKT4  20586
Q9QZL0  56532
Q921C5  76895
P16858  100042025
P16858  14433
Q9CPX7  66242
P35278  19345
Q9R0Y5  11636
Q8C5P5  319638
Q60855  19766
O70252  15369
O70579  20524
Q9CWI3  66165
P23249  17454
Q6PGC1  218629
Q8BPG6  67902
Q7TPD2  330050
Q8VE98  102657
Q9D083  67629
Q9QZM0  54609
Q9WVK4  13660
Q6XZL8  208266
Q8BKI2  213988
Q6NZQ4  55982
O88543  26572
Q9CPY3  67849
P60670  217365
Q8VBX6  17475
Q8BUR4  330662
Q6NZL1  208144
Q61576  14230
O09110  26397
P59708  66055
Q60634  14252
Q9WTX8  17120
Q8BQR4  69612
Q52KI8  51796
Q99N87  77721
Q61127  17937
F8WHT3  227723
P51807  100040531
P51807  100040563
P51807  100310872
P51807  21648
Q4VBE8  216156
P42128  17425
Q3UFY0  224823
Q05CL8  28036
Q8VEE4  68275
Q3ULJ0  333433
O70306  21384
Q99P88  170762
Q61191  15161
Q9D2Y4  74568
Q9EQC5  78891
G5E884  18479
Q8BGQ6  230648
Q60649  20480
O88811  56324
Q8VHE0  140740
Q6Q899  230073
P16045  16852
Q8K1X1  207425
Q5F2E8  216965
P57780  60595
P62281  27207
Q61696  193740
P46718  18567
Q3TDN2  76577
P31938  26395
Q68EF0  216363
Q8K389  214444
P39054  13430
Q3TC46  225929
Q9WTL8  11865
Q9QUH0  93692
P56480  11947
Q9DBG5  66905
Q5SWU9  107476
Q5EG47  105787
P43346  13178
Q569Z5  212880
Q8BL66  216238
Q9CQ62  67460
O54967  51789
F8VQ05  72313
Q6PIU9  102637099
Q8C878  22200
Q8K2I1  110606
Q9WU56  56361
Q6ZQM8  394432
Q9CZ91  67222
Q8BNJ2  240913
P14069  20200
P35290  19336
P13439  22247
Q61210  16801
Q9QUI0  11848
Q9JJ00  22038
Q9Z207  56419
Q99J77  94181
F8VPK0  218343
Q61187  22088
Q8K268  27406
P14152  17449
Q08639  21781
Q6ZWN5  76846
Q9CQB5  67006
Q8R480  445007
Q8BZW8  66866
A2RSJ4  75089
Q99J10  233189
Q148V7  227446
Q80U93  227720
Q924Z6  74204
Q3U186  109093
Q9ERF3  66317
Q8C1B7  52398
Q8K212  107975
A1L341  13548
Q61194  18704
P47740  11671
Q91YI4  216869
Q9JKB1  50933
Q9Z0H8  269713
Q8R1G6  213019
Q8CFD4  231834
Q0P688  26987
E9PY55  20602
Q9DC71  66407
P62918  26961
Q3UHD6  76742
Q61333  21928
Q9CQA5  67381
Q9CQF0  66419
P53994  59021
P99028  66576
B2RUR8  229603
Q5DTM8  109331
Q2KN98  74392
A2A5R2  99371
Q8CI33  72502
E9Q236  239273
V9GXP8  111173
Q9ERA6  54723
B1AQJ2  72344
Q9CWN7  52846
P51859  15191
Q8CCH2  212114
Q6ZWZ6  20042
Q64339  100038882
O35857  21856
Q8K3C3  69151
A2AR02  228005
Q6NXI6  75137
O35864  26754
Q9JJU8  56726
P28659  13046
Q8VCS6  192191
P23591  22122
D3Z0M9  74351
Q9EST3  74203
Q9DBB4  66897
P21619  16907
Q61151  26932
Q3U2P1  77371
A2A6Q5  217232
P97370  11933
Q3UQN2  218503
D3YZC9  22668
Q8K2A7  70885
A2A5V4  20401
Q64261  12571
P70336  19878
P62141  19046
Q8VI36  19303
Q9JJ89  108673
Q61749  13667
O54692  26951
E9PUA3  232227
Q9ERU9  19386
Q8BUV3  268566
B2RXC6  218832
P62889  19946
O08553  12934
P26187  17314
Q9DB05  108124
Q8BHC4  68087
K3W4R5  75786
D3YZP9  76551
E9PZM7  72193
Q8R0K4  67291
Q8BFW7  210126
Q62418  13169
Q9D0R4  52513
Q9CRB9  66075
P60867  67427
P02469  16777
Q78ZA7  17955
Q8K0Z7  70207
O55029  50797
P54822  11564
E9QKD1  70930
Q9D023  70456
Q63844  26417
S4R2J9  226562
P70168  16211
Q8VDP4  219158
P09103  18453
Q8BTI8  75956
Q9CPP0  18150
Q99K23  192169
Q8BHN0  242083
Q9DBQ7  240880
Q62384  22687
Q9WVA7  27412
Q80X90  286940
P61924  56447
Q99L13  58875
O54784  13144
Q3V1H1  80986
Q8BZQ7  99152
Q7TPD0  229543
Q9DBN5  66887
E9Q1Y1  73569
P10639  22166
Q9D7B7  69590
Q9JIB0  57785
B9EKS2  277250
Q5SUR0  237823
P97287  17210
P63325  67097
Q99KY4  231580
P14148  19989
P63168  56455
Q9CRA8  27998
Q80Y17  16897
Q60668  11991
Q3TL26  15278
E9Q1P8  270110
P62737  11475
Q8BTT6  215193
Q9ESX5  245474
Q8CGC4  241846
Q91XV3  70350
Q8BLY2  272396
Q6P6M7  211006
P42227  20848
Q61024  27053
Q60767  17076
Q99LR1  76192
Q920Q6  76626
Q8BP67  68193
Q8BVL3  266781
Q9CYA6  70650
Q9D1M0  110379
Q9DBR1  24128
E9QKZ2  226432
Q61081  12539
Q9Z2M7  54128
Q61321  20474
O54782  17160
A2BDX3  69372
Q80U78  80912
Q91YT7  213541
Q99J95  107951
Q99JY9  74117
Q07797  19039
Q9QXE7  21372
Q61171  21672
Q99JI4  66413
P55271  12579
P54103  22791
P48722  18415
Q9D832  67035
Q8VDM4  21762
Q9Z0R9  56473
P51174  11363
Q9Z1F9  50995
Q8R3V5  227700
Q9D0D4  66254
Q9QYS9  19317
Q80Y81  68626
Q8C2E7  223593
P62264  20044
Z4YKQ9  237877
P60229  16341
B2RQ57  11352
G3X9B1  217995
Q8C9S4  213993
Q9WVL3  20499
Q9D8P4  27397
Q8CAY6  110460
P08775  20020
Q60778  18036
Q7TNP2  73699
P07901  15519
Q99LG0  74112
Q6NZL6  72749
Q8BMJ3  66235
A2ADE0  69582
Q9CQM8  19933
Q78IK2  102642507
Q78IK2  66477
P58252  13629
Q9CPT5  28126
Q9CQN1  68015
Q8BK67  108911
Q8VEL2  97287
Q3UV16  319622
E9Q9C7  226251
Q501J6  67040
Q3TX08  212528
Q9EPN1  26422
Q64435  94284
P51480  12578
Q99K70  54170
Q6P9Z1  66993
Q99NH0  81702
Q3TIX9  28035
Q5U4C3  233208
Q9CQ54  102641347
Q9CQ54  68197
Q8BIQ5  108062
Q9D1H6  68493
Q9EQG9  68018
Q8CFE6  67760
Q8C3V4  20846
Q9CQV7  100503724
Q9CQV7  67713
Q00422  14390
Q543K9  18950
Q8R0J7  330192
P17012  22764
P70279  20935
Q99KH8  223255
Q6P1E1  328365
P31786  13167
O89110  12370
Q6KAR6  211446
Q62159  11853
Q9ESU7  20514
Q8R5L3  269338
P81269  11908
P49443  19042
Q6ZQK5  78618
Q9DCH4  66085
