A0A067XG53	ENSMUSP00000111098
Q3TBW2	ENSMUSP00000001485
Q3TC46	ENSMUSP00000060398
Q3TC93	ENSMUSP00000020927
Q3TCD4	ENSMUSP00000131735
Q3TCH7	ENSMUSP00000016680
Q3TCN2	ENSMUSP00000031597
Q3TDN2	ENSMUSP00000121182
Q3TDQ1	ENSMUSP00000035010
Q3TDT0	ENSMUSP00000053384
Q3TE80	ENSMUSP00000071265
Q3TEA8-2	ENSMUSP00000030541
Q3TFD2	ENSMUSP00000022099
Q3TFK5-2	ENSMUSP00000029707
Q3TFP0	ENSMUSP00000101479
Q3TGF2	ENSMUSP00000110704
Q3TH73-2	ENSMUSP00000037821
Q3THF9	ENSMUSP00000027125
Q3THG9	ENSMUSP00000067912
Q3THJ3	ENSMUSP00000025759
Q3THK3	ENSMUSP00000002733
Q3THK7	ENSMUSP00000029405
Q3THS6	ENSMUSP00000142136
Q3THW5	ENSMUSP00000105359
Q3TIR3	ENSMUSP00000026558
Q3TIU4	ENSMUSP00000059666
Q3TIV5	ENSMUSP00000080301
Q3TIX9	ENSMUSP00000141203
Q3TIZ5	ENSMUSP00000084511
Q3TJ22	ENSMUSP00000136644
Q3TJ91	ENSMUSP00000136054
Q3TJD7	ENSMUSP00000047173
Q3TJZ6	ENSMUSP00000108126
Q3TKT4	ENSMUSP00000096547
Q3TKY6	ENSMUSP00000022228
Q3TL26	ENSMUSP00000027769
Q3TLP8	ENSMUSP00000098058
Q3TLR7	ENSMUSP00000027933
Q3TMP1	ENSMUSP00000039420
Q3TMX0	ENSMUSP00000029912
Q3TN34	ENSMUSP00000039707
Q3TPE9-2	ENSMUSP00000039484
Q3TPX4	ENSMUSP00000125434
Q3TQ29	ENSMUSP00000128292
Q3TQI7	ENSMUSP00000028205
Q3TRL2	ENSMUSP00000099991
Q3TTY0	ENSMUSP00000098927
Q3TUE1	ENSMUSP00000143618
Q3TUF7-3	ENSMUSP00000111222
Q3TUH1	ENSMUSP00000032461
Q3TUU5	ENSMUSP00000027215
Q3TVI8	ENSMUSP00000040429
Q3TW96	ENSMUSP00000099989
Q3TWF6	ENSMUSP00000037340
Q3TWV4	ENSMUSP00000007216
Q3TWW8	ENSMUSP00000119065
Q3TX08	ENSMUSP00000001974
Q3TXS7	ENSMUSP00000027432
Q3TYK3	ENSMUSP00000105386
Q3TYS2	ENSMUSP00000042277
Q3TYX3	ENSMUSP00000048537
Q3TZR9	ENSMUSP00000139181
Q3TZX8-2	ENSMUSP00000081133
Q3TZZ7	ENSMUSP00000098548
Q3U0P5	ENSMUSP00000092038
Q3U0V1	ENSMUSP00000007814
Q3U108	ENSMUSP00000110681
Q3U108	ENSMUSP00000110683
Q3U108	ENSMUSP00000110684
Q3U108	ENSMUSP00000117810
Q3U155	ENSMUSP00000049280
Q3U186	ENSMUSP00000029968
Q3U1J4	ENSMUSP00000025649
Q3U2E2	ENSMUSP00000043625
Q3U2E2	ENSMUSP00000106916
Q3U2E2	ENSMUSP00000134057
Q3U2G2	ENSMUSP00000020630
Q3U2P1	ENSMUSP00000104725
Q3U308	ENSMUSP00000112113
Q3U319	ENSMUSP00000033088
Q3U3C9-3	ENSMUSP00000034279
Q3U4W8	ENSMUSP00000041299
Q3U5F4	ENSMUSP00000099688
Q3U6N9	ENSMUSP00000071698
Q3U7R1	ENSMUSP00000026427
Q3U7U3	ENSMUSP00000120840
Q3U821	ENSMUSP00000027139
Q3U8S1	ENSMUSP00000005218
Q3U962	ENSMUSP00000083620
Q3UA06	ENSMUSP00000022053
Q3UC82	ENSMUSP00000021039
Q3UCQ1	ENSMUSP00000101719
Q3UDE2	ENSMUSP00000016901
Q3UDK1-2	ENSMUSP00000047475
Q3UE37	ENSMUSP00000098097
Q3UE92	ENSMUSP00000138250
Q3UEB3-2	ENSMUSP00000098096
Q3UEB4	ENSMUSP00000107858
Q3UF75	ENSMUSP00000033030
Q3UF95	ENSMUSP00000025250
Q3UFB2-2	ENSMUSP00000096136
Q3UFM5	ENSMUSP00000001611
Q3UFS0	ENSMUSP00000043844
Q3UFY0	ENSMUSP00000024766
Q3UFY7-4	ENSMUSP00000090360
Q3UGC7	ENSMUSP00000028668
Q3UGN9	ENSMUSP00000028050
Q3UGN9	ENSMUSP00000100025
Q3UGR5	ENSMUSP00000026485
Q3UH60	ENSMUSP00000097777
Q3UHB1	ENSMUSP00000096994
Q3UHC2	ENSMUSP00000015277
Q3UHD6-2	ENSMUSP00000102904
Q3UHH1-2	ENSMUSP00000022358
Q3UHH8	ENSMUSP00000081947
Q3UHJ0-2	ENSMUSP00000086948
Q3UHK8	ENSMUSP00000091595
Q3UHU8	ENSMUSP00000049625
Q3UHX2	ENSMUSP00000031627
Q3UHX9-2	ENSMUSP00000097793
Q3UIA2	ENSMUSP00000102050
Q3UIX4	ENSMUSP00000113685
Q3UJB0	ENSMUSP00000025774
Q3UJD6-2	ENSMUSP00000006854
Q3UJH4	ENSMUSP00000137526
Q3UJH4	ENSMUSP00000139262
Q3UK78-2	ENSMUSP00000058730
Q3UKC1	ENSMUSP00000079548
Q3UKJ7	ENSMUSP00000030117
Q3UKN6	ENSMUSP00000032895
Q3UL36	ENSMUSP00000039493
Q3ULB1	ENSMUSP00000111127
Q3ULD5	ENSMUSP00000022148
Q3ULJ0	ENSMUSP00000117509
Q3ULL6	ENSMUSP00000075614
Q3UM18	ENSMUSP00000112860
Q3UM29	ENSMUSP00000058990
Q3UM45	ENSMUSP00000027494
Q3UMB5	ENSMUSP00000055926
Q3UMB9	ENSMUSP00000039322
Q3UMC0	ENSMUSP00000103747
Q3UMF0-3	ENSMUSP00000108048
Q3UMG5-2	ENSMUSP00000123633
Q3UMU9-4	ENSMUSP00000002911
Q3UMY5-4	ENSMUSP00000094528
Q3UN04	ENSMUSP00000031588
Q3UPH7	ENSMUSP00000138125
Q3UPL0	ENSMUSP00000092157
Q3UPN1	ENSMUSP00000029574
Q3UPV6	ENSMUSP00000124588
Q3UQ28	ENSMUSP00000113703
Q3UQN2	ENSMUSP00000042959
Q3URQ0	ENSMUSP00000030030
Q3URU2	ENSMUSP00000050750
Q3US17	ENSMUSP00000060967
Q3US17	ENSMUSP00000101919
Q3USH5	ENSMUSP00000062413
Q3UU43	ENSMUSP00000085633
Q3UU43	ENSMUSP00000112804
Q3UUQ7	ENSMUSP00000095346
Q3UV16	ENSMUSP00000136409
Q3UVG3	ENSMUSP00000036524
Q3UXD9	ENSMUSP00000027381
Q3UXD9	ENSMUSP00000095304
Q3UXG7	ENSMUSP00000053122
Q3UYU2	ENSMUSP00000138849
Q3UYV9	ENSMUSP00000030014
Q3UZ39	ENSMUSP00000095254
Q3V117	ENSMUSP00000103012
Q3V1H1	ENSMUSP00000039518
Q3V1L4	ENSMUSP00000130898
Q3V1T4	ENSMUSP00000099723
Q3V1V3	ENSMUSP00000036523
Q3V300	ENSMUSP00000032915
Q3V3R1	ENSMUSP00000036178
Q499E4-2	ENSMUSP00000077475
Q4FE56	ENSMUSP00000086716
Q4FJZ2	ENSMUSP00000099650
Q4FK66	ENSMUSP00000078207
Q4FZF3	ENSMUSP00000008004
Q4KML4	ENSMUSP00000020002
Q4U221	ENSMUSP00000072119
Q4U2R1-2	ENSMUSP00000075579
Q4VA36	ENSMUSP00000053216
Q4VA53	ENSMUSP00000038421
Q4VA93	ENSMUSP00000062392
Q4VAA2	ENSMUSP00000044420
Q4VAC9-2	ENSMUSP00000074729
Q4VBE8	ENSMUSP00000041049
Q4VC33	ENSMUSP00000110093
Q4ZGD9	ENSMUSP00000079730
Q501J6	ENSMUSP00000055535
Q501J7-2	ENSMUSP00000081270
Q505D1	ENSMUSP00000014640
Q505F1	ENSMUSP00000089858
Q505F5	ENSMUSP00000133124
Q52KC3	ENSMUSP00000126135
Q52KE7	ENSMUSP00000029416
Q52KI8-2	ENSMUSP00000125003
Q52KR3-6	ENSMUSP00000084977
Q52L67	ENSMUSP00000128329
Q543K9	ENSMUSP00000043926
Q569Z5	ENSMUSP00000133245
Q569Z6	ENSMUSP00000079722
Q570Y9	ENSMUSP00000023056
Q570Y9	ENSMUSP00000094167
Q571H0	ENSMUSP00000114717
Q58A65-2	ENSMUSP00000042271
Q5DTM8	ENSMUSP00000029989
Q5DTT3	ENSMUSP00000093774
Q5DTW7	ENSMUSP00000041180
Q5DTW7	ENSMUSP00000098328
Q5DTW7	ENSMUSP00000140026
Q5DTZ3	ENSMUSP00000009713
Q5DTZ3	ENSMUSP00000122815
Q5DW34-2	ENSMUSP00000119057
Q5EBP3	ENSMUSP00000040568
Q5EG47	ENSMUSP00000063166
Q5F258	ENSMUSP00000037210
Q5F2E7	ENSMUSP00000137922
Q5F2E8	ENSMUSP00000017435
Q5FWI3	ENSMUSP00000025663
Q5FWK3	ENSMUSP00000106963
Q5H8C4-2	ENSMUSP00000068716
Q5I1X5	ENSMUSP00000047839
Q5JC28	ENSMUSP00000135270
Q5NC05	ENSMUSP00000076208
Q5NCQ5	ENSMUSP00000042162
Q5NCR9	ENSMUSP00000099552
Q5NCU4	ENSMUSP00000018737
Q5NCU4	ENSMUSP00000104486
Q5ND34-3	ENSMUSP00000113939
Q5PPR2	ENSMUSP00000046719
Q5PPR2	ENSMUSP00000109121
Q5PRF0	ENSMUSP00000043115
Q5PSV9	ENSMUSP00000080949
Q5RJ54	ENSMUSP00000106111
Q5RJG1	ENSMUSP00000035930
Q5RJH6-3	ENSMUSP00000041241
Q5RKN9	ENSMUSP00000102381
Q5RKZ7-2	ENSMUSP00000133694
Q5RL20	ENSMUSP00000095322
Q5RL57	ENSMUSP00000051389
Q5SF07	ENSMUSP00000097629
Q5SFM8	ENSMUSP00000089540
Q5SNZ0-3	ENSMUSP00000048978
Q5SRX1-2	ENSMUSP00000099744
Q5SSH7	ENSMUSP00000130515
Q5SSI6	ENSMUSP00000068103
Q5SSL4-4	ENSMUSP00000091551
Q5SSL4-4	ENSMUSP00000104045
Q5SSW2	ENSMUSP00000045460
Q5SSZ5	ENSMUSP00000020695
Q5SU73	ENSMUSP00000047588
Q5SUF2	ENSMUSP00000021226
Q5SUH6	ENSMUSP00000104884
Q5SUQ9	ENSMUSP00000112063
Q5SUR0	ENSMUSP00000021282
Q5SUT0	ENSMUSP00000099994
Q5SV77-2	ENSMUSP00000018547
Q5SV77-2	ENSMUSP00000103716
Q5SV77-2	ENSMUSP00000127584
Q5SVG5	ENSMUSP00000009234
Q5SVQ0-4	ENSMUSP00000090441
Q5SW19	ENSMUSP00000090593
Q5SW75	ENSMUSP00000137933
Q5SW88	ENSMUSP00000127330
Q5SWD9	ENSMUSP00000039027
Q5SWU9	ENSMUSP00000020843
Q5SWW4	ENSMUSP00000044268
Q5SWZ5	ENSMUSP00000071081
Q5SXC4	ENSMUSP00000138880
Q5SXY1-3	ENSMUSP00000104349
Q5U3K5	ENSMUSP00000058746
Q5U458	ENSMUSP00000051643
Q5U4C3	ENSMUSP00000082501
Q5U4D9	ENSMUSP00000038137
Q5UE59	ENSMUSP00000082004
Q5XJE5	ENSMUSP00000046905
Q5XJF6	ENSMUSP00000048469
Q5XJY5	ENSMUSP00000034607
Q60520	ENSMUSP00000128956
Q60597	ENSMUSP00000091041
Q60598	ENSMUSP00000099368
Q60605-2	ENSMUSP00000128803
Q60631	ENSMUSP00000021090
Q60634-3	ENSMUSP00000072136
Q60649	ENSMUSP00000102611
Q60668-3	ENSMUSP00000132735
Q60676	ENSMUSP00000003183
Q60692	ENSMUSP00000018430
Q60709	ENSMUSP00000072428
Q60710	ENSMUSP00000059717
Q60715	ENSMUSP00000009789
Q60716-2	ENSMUSP00000019050
Q60737	ENSMUSP00000140515
Q60738	ENSMUSP00000042410
Q60749	ENSMUSP00000066516
Q60766-2	ENSMUSP00000050446
Q60767	ENSMUSP00000028362
Q60769	ENSMUSP00000019997
Q60770	ENSMUSP00000099681
Q60790	ENSMUSP00000112998
Q60817	ENSMUSP00000089680
Q60823	ENSMUSP00000052103
Q60838	ENSMUSP00000019362
Q60838	ENSMUSP00000099635
Q60838	ENSMUSP00000140073
Q60848	ENSMUSP00000025965
Q60854	ENSMUSP00000017188
Q60855	ENSMUSP00000021844
Q60862	ENSMUSP00000027198
Q60864	ENSMUSP00000025918
Q60865	ENSMUSP00000028607
Q60866	ENSMUSP00000117009
Q60902-2	ENSMUSP00000129739
Q60931	ENSMUSP00000009036
Q60931	ENSMUSP00000136273
Q60932	ENSMUSP00000020673
Q60953	ENSMUSP00000082816
Q60960	ENSMUSP00000004054
Q60967	ENSMUSP00000029666
Q60972	ENSMUSP00000099658
Q60973	ENSMUSP00000033720
Q60989	ENSMUSP00000026978
Q61001	ENSMUSP00000015791
Q61024	ENSMUSP00000031766
Q61029	ENSMUSP00000020123
Q61033	ENSMUSP00000020123
Q61035	ENSMUSP00000001416
Q61072	ENSMUSP00000081048
Q61074	ENSMUSP00000031032
Q61081	ENSMUSP00000019615
Q61102	ENSMUSP00000033695
Q61103	ENSMUSP00000113465
Q61107	ENSMUSP00000029935
Q61112	ENSMUSP00000053175
Q61112	ENSMUSP00000095340
Q61112	ENSMUSP00000101203
Q61112	ENSMUSP00000101204
Q61127	ENSMUSP00000026469
Q61136	ENSMUSP00000077019
Q61140-2	ENSMUSP00000129584
Q61142-2	ENSMUSP00000093473
Q61151	ENSMUSP00000021447
Q61164	ENSMUSP00000005841
Q61166	ENSMUSP00000028981
Q61171	ENSMUSP00000005292
Q61187	ENSMUSP00000014546
Q61188	ENSMUSP00000080419
Q61191	ENSMUSP00000110012
Q61194	ENSMUSP00000126092
Q61205	ENSMUSP00000005583
Q61206	ENSMUSP00000127851
Q61210-2	ENSMUSP00000096280
Q61216	ENSMUSP00000034405
Q61216	ENSMUSP00000111295
Q61233	ENSMUSP00000116271
Q61235	ENSMUSP00000037324
Q61249	ENSMUSP00000033570
Q61263	ENSMUSP00000058344
Q61286-2	ENSMUSP00000139364
Q61292	ENSMUSP00000069087
Q61301-2	ENSMUSP00000124764
Q61333	ENSMUSP00000105415
Q61335	ENSMUSP00000002091
Q61387	ENSMUSP00000131584
Q61398	ENSMUSP00000031731
Q61398	ENSMUSP00000057002
Q61425	ENSMUSP00000029610
Q61458	ENSMUSP00000131136
Q61466-2	ENSMUSP00000023759
Q61508	ENSMUSP00000112665
Q61510	ENSMUSP00000103528
Q61550	ENSMUSP00000022927
Q61553	ENSMUSP00000031565
Q61559	ENSMUSP00000003512
Q61576	ENSMUSP00000001595
Q61578	ENSMUSP00000021078
Q61584-4	ENSMUSP00000001620
Q61586	ENSMUSP00000057635
Q61598	ENSMUSP00000062996
Q61599	ENSMUSP00000032344
Q61602	ENSMUSP00000106137
Q61624	ENSMUSP00000087106
Q61655	ENSMUSP00000047898
Q61656	ENSMUSP00000021062
Q61666	ENSMUSP00000004222
Q61686	ENSMUSP00000104441
Q61687	ENSMUSP00000109203
Q61696	ENSMUSP00000084586
Q61699	ENSMUSP00000144413
Q61712	ENSMUSP00000088980
Q61733	ENSMUSP00000033934
Q61735	ENSMUSP00000099853
Q61739-2	ENSMUSP00000028522
Q61739-2	ENSMUSP00000107729
Q61749	ENSMUSP00000144361
Q61753	ENSMUSP00000064755
Q61768	ENSMUSP00000025083
Q61771	ENSMUSP00000028977
Q61792	ENSMUSP00000042123
Q61846	ENSMUSP00000043806
Q61879	ENSMUSP00000090661
Q61881	ENSMUSP00000000505
Q61937	ENSMUSP00000075067
Q61941	ENSMUSP00000096753
Q61990	ENSMUSP00000076294
Q61990-2	ENSMUSP00000076294
Q61990-2	ENSMUSP00000104466
Q62012	ENSMUSP00000137569
Q62018	ENSMUSP00000005749
Q62074	ENSMUSP00000103884
Q62084	ENSMUSP00000064129
Q62086	ENSMUSP00000062670
Q62093	ENSMUSP00000090059
Q62095	ENSMUSP00000088729
Q62101	ENSMUSP00000002765
Q62130	ENSMUSP00000095051
Q62158	ENSMUSP00000021761
Q62159	ENSMUSP00000002303
Q62165	ENSMUSP00000079294
Q62167	ENSMUSP00000000804
Q62176	ENSMUSP00000029014
Q62181	ENSMUSP00000030568
Q62186	ENSMUSP00000131386
Q62189	ENSMUSP00000079228
Q62219-2	ENSMUSP00000130964
Q62241	ENSMUSP00000063976
Q62245	ENSMUSP00000067786
Q62261	ENSMUSP00000006629
Q62318	ENSMUSP00000005705
Q62348	ENSMUSP00000027623
Q62351	ENSMUSP00000023486
Q62376	ENSMUSP00000074160
Q62383	ENSMUSP00000002121
Q62384	ENSMUSP00000117725
Q62388	ENSMUSP00000113388
Q62417	ENSMUSP00000097066
Q62418-3	ENSMUSP00000020769
Q62419	ENSMUSP00000003268
Q62422	ENSMUSP00000025631
Q62425	ENSMUSP00000031637
Q62426	ENSMUSP00000005185
Q62432-2	ENSMUSP00000025453
Q62433	ENSMUSP00000005256
Q62446	ENSMUSP00000021332
Q62465	ENSMUSP00000048350
Q62470	ENSMUSP00000113556
Q62478	ENSMUSP00000074848
Q62478	ENSMUSP00000078727
Q62478	ENSMUSP00000099168
Q62478	ENSMUSP00000099170
Q62478	ENSMUSP00000099177
Q62478	ENSMUSP00000114126
Q62478	ENSMUSP00000136137
Q62478	ENSMUSP00000136201
Q62478	ENSMUSP00000136274
Q62478	ENSMUSP00000136764
Q62478	ENSMUSP00000136976
Q62478	ENSMUSP00000136994
Q62478	ENSMUSP00000137268
Q62478	ENSMUSP00000137394
Q62478	ENSMUSP00000137449
Q62478	ENSMUSP00000137544
Q62481	ENSMUSP00000009102
Q62523	ENSMUSP00000070427
Q63739	ENSMUSP00000027232
Q63810-2	ENSMUSP00000099944
Q63829	ENSMUSP00000049882
Q63844	ENSMUSP00000051619
Q63850	ENSMUSP00000056785
Q63918	ENSMUSP00000055694
Q64012-2	ENSMUSP00000029120
Q640M1	ENSMUSP00000079538
Q640N1	ENSMUSP00000099987
Q64127-2	ENSMUSP00000031859
Q64133	ENSMUSP00000026013
Q64152	ENSMUSP00000022163
Q64261	ENSMUSP00000037925
Q64282	ENSMUSP00000099888
Q642K5	ENSMUSP00000128416
Q64302	ENSMUSP00000029376
Q64310	ENSMUSP00000015011
Q64314	ENSMUSP00000016638
Q64318	ENSMUSP00000025081
Q64337	ENSMUSP00000099835
Q64339	ENSMUSP00000082548
Q64364	ENSMUSP00000102748
Q64430	ENSMUSP00000058840
Q64433	ENSMUSP00000074724
Q64435	ENSMUSP00000014263
Q64437	ENSMUSP00000087633
Q64442	ENSMUSP00000106180
Q64449	ENSMUSP00000097909
Q64511	ENSMUSP00000017629
Q64514-2	ENSMUSP00000085244
Q64520	ENSMUSP00000127566
Q64521	ENSMUSP00000108237
Q64669	ENSMUSP00000003947
Q64674	ENSMUSP00000006611
Q64701	ENSMUSP00000029170
Q64727	ENSMUSP00000022369
Q64735-2	ENSMUSP00000074902
Q64737	ENSMUSP00000023684
Q66JV4	ENSMUSP00000066311
Q66X19	ENSMUSP00000075794
Q68EF0	ENSMUSP00000020375
Q68FD5	ENSMUSP00000050220
Q68FG3	ENSMUSP00000059457
Q68FH0-2	ENSMUSP00000099815
Q69Z37	ENSMUSP00000112688
Q69Z38	ENSMUSP00000109901
Q69Z99	ENSMUSP00000075613
Q69ZA1	ENSMUSP00000036013
Q69ZK6	ENSMUSP00000134551
Q69ZN7	ENSMUSP00000045036
Q69ZQ2	ENSMUSP00000086923
Q69ZS7	ENSMUSP00000020153
Q69ZW3-2	ENSMUSP00000105191
Q6A009	ENSMUSP00000038775
Q6A026	ENSMUSP00000031104
Q6A028	ENSMUSP00000033325
Q6A058	ENSMUSP00000049147
Q6A068	ENSMUSP00000024727
Q6A0A2	ENSMUSP00000140993
Q6A0A9	ENSMUSP00000053877
Q6DFV1	ENSMUSP00000081889
Q6DFV5	ENSMUSP00000074533
Q6DFW4	ENSMUSP00000140250
Q6DFZ1	ENSMUSP00000026254
Q6DID3	ENSMUSP00000076024
Q6DID7	ENSMUSP00000067898
Q6EJB6	ENSMUSP00000052149
Q6GQT9	ENSMUSP00000033121
Q6GT24	ENSMUSP00000071636
Q6IRU2	ENSMUSP00000003575
Q6IRU5-2	ENSMUSP00000053371
Q6IRU5-2	ENSMUSP00000089198
Q6JPI3	ENSMUSP00000144092
Q6KAR6	ENSMUSP00000039416
Q6KCD5-2	ENSMUSP00000059385
Q6NS46	ENSMUSP00000072008
Q6NS79	ENSMUSP00000025337
Q6NSQ7	ENSMUSP00000019950
Q6NV52	ENSMUSP00000074394
Q6NV83-2	ENSMUSP00000078602
Q6NV99	ENSMUSP00000070504
Q6NVE9	ENSMUSP00000051838
Q6NVF4	ENSMUSP00000020449
Q6NVF9	ENSMUSP00000135150
Q6NWW9	ENSMUSP00000041495
Q6NXI6-2	ENSMUSP00000088297
Q6NXJ0	ENSMUSP00000056121
Q6NXL1	ENSMUSP00000035823
Q6NZB0	ENSMUSP00000092242
Q6NZD2	ENSMUSP00000034946
Q6NZF1	ENSMUSP00000027736
Q6NZL1	ENSMUSP00000131734
Q6NZL6	ENSMUSP00000129597
Q6NZM9	ENSMUSP00000008995
Q6NZN0-5	ENSMUSP00000126414
Q6NZQ2	ENSMUSP00000109484
Q6NZQ4	ENSMUSP00000002291
Q6NZR5	ENSMUSP00000036265
Q6P069-2	ENSMUSP00000118221
Q6P1E1-2	ENSMUSP00000124863
Q6P1F6	ENSMUSP00000086640
Q6P1G0	ENSMUSP00000001002
Q6P1H6	ENSMUSP00000143044
Q6P2B1	ENSMUSP00000110906
Q6P2B2	ENSMUSP00000034949
Q6P2K6	ENSMUSP00000041667
Q6P2K6	ENSMUSP00000129654
Q6P3Z8	ENSMUSP00000006973
Q6P3Z8	ENSMUSP00000099407
Q6P4S8	ENSMUSP00000143789
Q6P4T2	ENSMUSP00000099509
Q6P542	ENSMUSP00000036881
Q6P549	ENSMUSP00000048057
Q6P5B0	ENSMUSP00000039853
Q6P5B5	ENSMUSP00000018909
Q6P5D8	ENSMUSP00000121835
Q6P5E4	ENSMUSP00000037930
Q6P5E6	ENSMUSP00000033160
Q6P5F6	ENSMUSP00000027131
Q6P5F9	ENSMUSP00000020538
Q6P5H2-2	ENSMUSP00000088493
Q6P6J9	ENSMUSP00000021959
Q6P6L0-3	ENSMUSP00000124179
Q6P6L6	ENSMUSP00000099558
Q6P6M7	ENSMUSP00000031069
Q6P8I4	ENSMUSP00000093720
Q6P8N8	ENSMUSP00000015501
Q6P8X1	ENSMUSP00000005798
Q6P9J9	ENSMUSP00000071770
Q6P9P6	ENSMUSP00000012587
Q6P9Q4	ENSMUSP00000014922
Q6P9R1	ENSMUSP00000031478
Q6P9R2	ENSMUSP00000042155
Q6P9R4-2	ENSMUSP00000004684
Q6P9Z1	ENSMUSP00000030791
Q6PA06	ENSMUSP00000064758
Q6PAC3	ENSMUSP00000144194
Q6PAJ1	ENSMUSP00000126377
Q6PAM1	ENSMUSP00000042153
Q6PAR5-5	ENSMUSP00000108723
Q6PAV2-2	ENSMUSP00000020258
Q6PB44-2	ENSMUSP00000039580
Q6PB66	ENSMUSP00000107927
Q6PB93-2	ENSMUSP00000034458
Q6PCM1	ENSMUSP00000065716
Q6PCM1	ENSMUSP00000128789
Q6PCM2-2	ENSMUSP00000086788
Q6PD19	ENSMUSP00000048454
Q6PD26	ENSMUSP00000044871
Q6PDG5-2	ENSMUSP00000100868
Q6PDK2	ENSMUSP00000023741
Q6PDL0	ENSMUSP00000045480
Q6PDM2	ENSMUSP00000142012
Q6PDN3	ENSMUSP00000023538
Q6PDY2	ENSMUSP00000075107
Q6PE01	ENSMUSP00000144537
Q6PE54	ENSMUSP00000018569
Q6PE80	ENSMUSP00000002677
Q6PE80	ENSMUSP00000083110
Q6PER3	ENSMUSP00000031058
Q6PEV3	ENSMUSP00000046991
Q6PF96	ENSMUSP00000029386
Q6PFD9	ENSMUSP00000068530
Q6PFF0	ENSMUSP00000044472
Q6PFQ7	ENSMUSP00000037869
Q6PFR5	ENSMUSP00000031841
Q6PFX9	ENSMUSP00000033929
Q6PGA2	ENSMUSP00000034351
Q6PGB6-2	ENSMUSP00000125517
Q6PGC1	ENSMUSP00000035244
Q6PGF5	ENSMUSP00000032237
Q6PGG6	ENSMUSP00000026297
Q6PGG6	ENSMUSP00000108311
Q6PGH2	ENSMUSP00000024981
Q6PGL7	ENSMUSP00000038983
Q6PHQ8	ENSMUSP00000022038
Q6PHZ2	ENSMUSP00000129999
Q6PHZ5	ENSMUSP00000059330
Q6PIJ4	ENSMUSP00000083341
Q6PIP5	ENSMUSP00000042746
Q6PR54-2	ENSMUSP00000064155
Q6Q899	ENSMUSP00000042433
Q6QI06	ENSMUSP00000051809
Q6R891	ENSMUSP00000041732
Q6TYB5	ENSMUSP00000108106
Q6URW6-2	ENSMUSP00000138739
Q6VNB8	ENSMUSP00000134244
Q6WKZ8-2	ENSMUSP00000108961
Q6XLQ8	ENSMUSP00000031779
Q6XLQ8	ENSMUSP00000087967
Q6XZL8	ENSMUSP00000100973
Q6ZPE2	ENSMUSP00000118107
Q6ZPF4	ENSMUSP00000085566
Q6ZPG2	ENSMUSP00000078426
Q6ZPJ3	ENSMUSP00000080791
Q6ZPR5	ENSMUSP00000006053
Q6ZPT1	ENSMUSP00000092602
Q6ZPY2	ENSMUSP00000001451
Q6ZPZ3-2	ENSMUSP00000096386
Q6ZQ03	ENSMUSP00000013759
Q6ZQ06	ENSMUSP00000091319
Q6ZQ08	ENSMUSP00000096073
Q6ZQ38	ENSMUSP00000020315
Q6ZQ73	ENSMUSP00000075377
Q6ZQ88	ENSMUSP00000101473
Q6ZQ93-3	ENSMUSP00000120747
Q6ZQB6-3	ENSMUSP00000108466
Q6ZQF0	ENSMUSP00000035164
Q6ZQH8	ENSMUSP00000065836
Q6ZQI3	ENSMUSP00000107749
Q6ZQK0	ENSMUSP00000072871
Q6ZQL4	ENSMUSP00000048337
Q6ZWM4	ENSMUSP00000057238
Q6ZWN5	ENSMUSP00000006496
Q6ZWQ5	ENSMUSP00000119102
Q6ZWQ7	ENSMUSP00000136527
Q6ZWQ9	ENSMUSP00000024846
Q6ZWR6-4	ENSMUSP00000039440
Q6ZWU9	ENSMUSP00000060523
Q6ZWV7	ENSMUSP00000099843
Q6ZWX6	ENSMUSP00000071214
Q6ZWY3	ENSMUSP00000120518
Q6ZWY9	ENSMUSP00000078239
Q6ZWZ4	ENSMUSP00000079340
Q6ZWZ6	ENSMUSP00000073581
Q71FD7	ENSMUSP00000006381
Q71LX4	ENSMUSP00000035272
Q71RI9-2	ENSMUSP00000101825
Q75NR7	ENSMUSP00000044363
Q76KJ5	ENSMUSP00000044653
Q76MZ3	ENSMUSP00000007708
Q76N33	ENSMUSP00000059927
Q78IK2	ENSMUSP00000093713
Q78IK4	ENSMUSP00000026599
Q78JE5	ENSMUSP00000034859
Q78JW9	ENSMUSP00000033158
Q78PY7	ENSMUSP00000001460
Q78XF5	ENSMUSP00000046480
Q78YZ6-3	ENSMUSP00000080221
Q78ZA7	ENSMUSP00000072510
Q78ZM0	ENSMUSP00000019939
Q791N7	ENSMUSP00000109299
Q791V5	ENSMUSP00000118566
Q7JJ13	ENSMUSP00000025193
Q7M6Y3-6	ENSMUSP00000051092
Q7M739	ENSMUSP00000117616
Q7TMB8	ENSMUSP00000032629
Q7TME2	ENSMUSP00000045286
Q7TMF2	ENSMUSP00000033927
Q7TMF3	ENSMUSP00000020209
Q7TMF3	ENSMUSP00000136313
Q7TMK9-2	ENSMUSP00000133649
Q7TMM9	ENSMUSP00000060246
Q7TMQ7	ENSMUSP00000079974
Q7TMR0	ENSMUSP00000075429
Q7TMX5	ENSMUSP00000086656
Q7TMX5	ENSMUSP00000108938
Q7TMX5	ENSMUSP00000127797
Q7TMY7	ENSMUSP00000046759
Q7TMY8-3	ENSMUSP00000026292
Q7TN29-2	ENSMUSP00000035800
