gene	struc	chn	decay.class	qtype	unq	tot	species	
CELA2B	1bru	P	X	mon	1	1	human
DCTPP1	2a3q	A	X	hom	1	2	human
ATG4A	2p82	A	X	hom	1	2	human
POR	3qfs	A	U	mon	1	1	human
HDAC4	3uxg	B	X	het	2	2	human
GNG11	1mf6	A	X	mon	1	1	human
CDK5R2	3o0g	D	X	het	2	2	human
ANAPC16	4ui9	E	X	het	18	23	human
DCAF4L2	3i8c	B	X	het	2	2	human
BMPR1B	3evs	C	X	het	2	4	human
ZKSCAN5	2eom	A	X	mon	1	1	human
CYBB	3a1f	A	X	mon	1	1	human
ITGAV	3ije	A	N	het	2	2	human
EIF3H	5a5t	H	U	het	8	8	human
SCD	4zyo	A	X	mon	1	1	human
PDCD4	2kzt	A	U	het	2	2	human
MMP23B	2k72	A	X	mon	1	1	human
SPIN4	4mzf	B	X	het	2	2	human
CXXC1	3qmb	A	X	mon	1	1	human
TPP1	3edy	A	U	mon	1	1	human
MYO7A	3pvl	A	X	het	2	2	human
CDH11	2a4e	A	X	hom	1	2	human
IL17A	4hr9	A	X	hom	1	2	human
PRCP	3n2z	B	N	hom	1	2	human
H3F3A	4hga	B	X	het	3	3	human
GABPB2	1awc	B	X	het	2	2	human
HKDC1	4f9o	A	X	mon	1	1	human
GNG8	4mk0	G	X	het	3	3	human
SMAD7	2ltx	B	X	het	2	2	human
HSPA1A	1hjo	A	X	mon	1	1	human
LARP6	2mtg	A	X	mon	1	1	human
MX2	4p4s	B	X	het	2	2	human
DNMT1	3pta	A	E	mon	1	1	human
BLMH	2cb5	A	X	hom	1	2	human
DGKD	1r79	A	X	mon	1	1	human
BCL9	2gl7	C	X	het	3	3	human
MTHFD1L	2eo2	A	U	mon	1	1	human
LMOD1	4z79	A	X	mon	1	1	human
FANK1	1wfu	A	X	mon	1	1	human
RPRD1B	4fla	A	X	hom	1	2	human
F12	4bdw	A	X	mon	1	1	human
CLIP2	2cp2	A	X	mon	1	1	human
OXSM	2iwz	A	X	hom	1	2	human
EXOSC9	2nn6	A	N	het	9	9	human
CDC14B	1ohc	A	X	mon	1	1	human
RAG1	4wwx	B	X	het	2	2	human
CELA3B	1fon	A	X	hom	1	2	human
VPS4B	1xwi	A	U	mon	1	1	human
NSL1	4nf9	C	X	het	2	2	human
RBMY1F	2fy1	A	X	mon	1	1	human
TUSC3	4m90	A	X	mon	1	1	human
MYBL2	1a5j	A	X	mon	1	1	human
FOXA2	1vtn	C	X	mon	1	1	human
RWDD1	2ebm	A	X	mon	1	1	human
ACTN3	1ydi	B	X	het	2	2	human
DUT	3ehw	A	U	hom	1	3	human
AC007192.4	2y3a	B	X	het	2	2	human
EBF3	3muj	A	X	hom	1	2	human
ELF3	3jtg	A	X	mon	1	1	human
HIST1H4F	1eqz	D	X	het	4	8	human
HBA2	1bz1	A	X	het	2	4	human
QPRT	4i9a	A	X	hom	1	6	human
CNTN5	4n68	A	X	mon	1	1	human
VDAC2	4bum	X	U	hom	1	2	human
KPNA3	4uae	A	U	het	2	2	human
ARID4B	2mam	A	X	mon	1	1	human
FMNL1	4ydh	A	X	het	2	4	human
LEP	1ax8	A	X	mon	1	1	human
PIK3R2	2y3a	B	X	het	2	2	human
PIK3R1	4ovu	B	X	het	2	2	human
ZNF512B	2gqj	A	X	mon	1	1	human
ZBTB17	2m0e	A	X	mon	1	1	human
RGL2	1rlf	A	X	mon	1	1	human
CCL15-CCL14	2hcc	A	X	mon	1	1	human
PTK2B	3h3c	A	X	mon	1	1	human
GGTLC1	4z9o	B	X	het	2	2	human
PRPF40B	2lks	A	X	mon	1	1	human
PDIA5	4i6x	A	X	mon	1	1	human
EPB41L2	2he7	A	U	mon	1	1	human
PACSIN2	3aco	A	U	hom	1	2	human
WFIKKN1	2ddi	A	X	mon	1	1	human
TOP2B	4j3n	A	E	hom	1	2	human
RNF141	2ecn	A	X	mon	1	1	human
CABP5	2k7b	A	X	mon	1	1	human
PREP	3ddu	A	U	mon	1	1	human
PSMD10	1tr4	A	U	mon	1	1	human
SPTBN1	1aa2	A	U	mon	1	1	human
MLLT6	5dag	A	X	mon	1	1	human
KLF12	1u85	A	X	mon	1	1	human
CPM	1uwy	A	X	mon	1	1	human
TNRC6C	3ktp	B	X	het	2	2	human
GNB4	1gg2	B	E	het	3	3	human
HOXC5	1kz0	A	X	mon	1	1	human
VAMP3	1kil	A	X	het	5	5	human
PPP1R10	4moy	B	U	het	2	2	human
TNFSF10	1d4v	B	X	het	2	6	human
ANKS6	4nl9	C	X	het	2	2	human
UTRN	1eg4	A	U	het	2	2	human
TUBA8	3j6h	A	X	het	3	3	human
MGAT1	2am3	A	U	mon	1	1	human
COX5B	2occ	F	U	het	13	13	human
PSMA4	4r3o	C	U	het	14	28	human
ZNF32	2yta	A	X	mon	1	1	human
RIT1	4klz	A	X	mon	1	1	human
KLK1	1spj	A	X	mon	1	1	human
HSD17B11	1yb1	A	X	hom	1	2	human
UQCR11	1sqq	K	U	het	11	22	human
ZSCAN21	3lhr	A	X	hom	1	2	human
CLC	1g86	A	X	mon	1	1	human
HSD17B4	1ikt	A	U	mon	1	1	human
PPIA	1m63	C	U	het	4	8	human
SUB1	2phe	A	N	het	2	3	human
E2F5	1cf7	A	X	het	2	2	human
PLEKHA8	3rcp	A	X	mon	1	1	human
PTPRM	1rpm	A	X	mon	1	1	human
ZRANB2	2k1p	A	E	mon	1	1	human
DPF1	2kwj	A	X	het	2	2	human
TBCE	4icu	A	U	mon	1	1	human
ATF7IP	2rpq	B	X	het	2	2	human
HS3ST3A1	1t8t	A	X	hom	1	2	human
BLOC1S5-TXNDC5	3uj1	A	X	mon	1	1	human
RFFL	1y02	A	X	mon	1	1	human
ATP5S	3dze	A	X	mon	1	1	human
SERPINA7	2xn5	B	X	het	2	2	human
CMC4	1hp8	A	X	mon	1	1	human
OTUB1	2zfy	A	E	mon	1	1	human
DLL1	4xbm	A	X	mon	1	1	human
KLF4	2wbs	A	X	mon	1	1	human
RP11-463D19.2	2mt6	A	X	mon	1	1	human
CLPP	1tg6	A	X	hom	1	7	human
SH3BP2	2cr4	A	X	mon	1	1	human
GTF2A2	1nvp	D	X	het	4	4	human
NGFR	2mic	A	X	hom	1	2	human
ORAI2	4ehq	G	X	het	2	2	human
KDM5D	2yqe	A	X	mon	1	1	human
PPME1	3c5v	A	E	mon	1	1	human
CKM	2crk	A	X	hom	1	2	human
F2R	3lu9	C	X	het	3	3	human
DARS	4j15	A	U	hom	1	2	human
ANP32B	2rr6	A	E	mon	1	1	human
SHMT1	1bj4	A	U	mon	1	1	human
XPA	1xpa	A	X	mon	1	1	human
MYO5B	4j5m	A	X	mon	1	1	human
SCN3B	4l1d	A	X	mon	1	1	human
SIRT6	3zg6	A	X	het	2	2	human
KLK8	1npm	A	X	mon	1	1	human
RAB11B	2f9m	A	U	mon	1	1	human
CRH	1goe	A	X	mon	1	1	human
SUDS3	4zqa	A	X	hom	1	2	human
ITLN1	4wmq	A	X	hom	1	3	human
FANCI	3s4w	A	N	het	2	2	human
EIF3F	5a5t	F	N	het	8	8	human
PCSK9	2pmw	B	X	het	2	2	human
PDE1B	4npv	A	X	mon	1	1	human
RRM1	3hnf	A	U	hom	1	2	human
CBX8	3i91	A	X	het	2	2	human
NDEL1	2v71	A	X	hom	1	4	human
MVD	3d4j	A	X	hom	1	2	human
RCOR3	4czz	B	X	het	2	2	human
KDM2A	4qx7	A	E	het	3	3	human
XYLB	4bc2	A	X	mon	1	1	human
PGA5	1flh	A	X	mon	1	1	human
AOC3	4bty	A	X	hom	1	2	human
SGSM1	4qxa	B	X	het	2	2	human
NDUFA2	1s3a	A	X	mon	1	1	human
CYB5A	2i96	A	X	mon	1	1	human
BCORL1	4hpm	A	X	het	2	2	human
HIST2H3A	2f8n	A	N	het	6	8	human
ERRFI1	2rfe	E	U	het	2	2	human
MPO	1cxp	C	X	het	2	4	human
TCEB1	2jz3	C	U	het	3	3	human
PIP4K2A	2ybx	A	X	hom	1	2	human
DOCK8	3vhl	A	X	het	2	2	human
TRPV5	2rfa	A	X	mon	1	1	human
DBNL	1x67	A	U	mon	1	1	human
TUBB8P12	3j1t	C	X	het	3	3	human
GNAS	1u0h	C	N	het	3	3	human
RAD54L	1z3i	X	X	mon	1	1	human
LIN52	4yos	E	X	het	2	2	human
PAX2	1k78	A	X	het	2	3	human
PHOX2A	3lnq	A	X	mon	1	1	human
VPS4A	1yxr	A	U	mon	1	1	human
CACNB2	1t0j	B	X	het	3	3	human
DCAF12	3i7p	B	X	het	2	2	human
API5	3u0r	A	U	mon	1	1	human
SRGAP2	2dl8	A	N	mon	1	1	human
VPS26A	4p2a	A	U	het	2	2	human
PTPRC	1ygr	A	X	het	2	2	human
FANCL	3zqs	A	X	hom	1	4	human
FRAT1	3zrl	X	X	het	2	4	human
DPYSL5	4b91	A	X	hom	1	4	human
GOT1	3wzf	A	E	hom	1	2	human
GART	1zlx	A	X	mon	1	1	human
HIST1H3B	3x1t	A	X	het	4	8	human
RAD23B	2f4o	B	U	het	3	3	human
FABP1	2lkk	A	X	mon	1	1	human
SMC2	4u4p	A	U	het	2	2	human
HRAS	1aa9	A	X	mon	1	1	human
KCND3	2nz0	B	X	het	2	8	human
ITGA6	1kup	A	U	het	2	2	human
CAPN2	1kfu	L	U	het	2	2	human
LCMT1	3p71	T	X	het	2	2	human
ADAMTS5	3b8z	A	X	mon	1	1	human
YTHDC1	4r3i	A	E	mon	1	1	human
TJP3	3kfv	A	X	mon	1	1	human
RP11-146B14.1	5fjk	A	X	mon	1	1	human
GSTZ1	1fw1	A	X	hom	1	2	human
TLL2	3edi	A	X	mon	1	1	human
CACNA1D	1vyt	E	X	het	2	2	human
PADI2	4n28	A	X	hom	1	2	human
STX1B	1jth	B	X	het	2	4	human
M6PR	2rlb	A	N	hom	1	2	human
PLEKHA5	2dkp	A	U	mon	1	1	human
AK1	1z83	A	E	hom	1	2	human
GNGT1	1mf6	A	X	mon	1	1	human
PSMB3	1iru	J	X	het	14	28	human
MAP4K4	4rvt	A	U	hom	1	2	human
OSBPL8	1v88	A	E	mon	1	1	human
SERPINB3	4zk0	A	X	mon	1	1	human
HTATIP2	2bka	A	X	hom	1	2	human
FDX1L	2y5c	A	X	mon	1	1	human
ZCCHC17	2cqo	A	X	mon	1	1	human
MRGBP	2n1d	A	X	het	2	2	human
CLEC10A	1dv8	A	X	mon	1	1	human
PHKG1	2phk	A	X	het	2	4	human
PMS1	2cs1	A	X	mon	1	1	human
SORT1	3g2u	C	U	het	2	2	human
MGMT	1eh6	A	X	mon	1	1	human
ACTA1	3mfp	A	X	hom	1	5	human
CCDC101	3mew	A	X	mon	1	1	human
ADA	3iar	A	X	mon	1	1	human
GNPTAB	2n6d	A	X	mon	1	1	human
CA6	3fe4	A	X	mon	1	1	human
DACH1	1l8r	A	X	mon	1	1	human
HNRNPCL4	2mxy	A	X	mon	1	1	human
BBX	1wz6	A	E	mon	1	1	human
PKD2	2kq6	A	X	mon	1	1	human
MAPRE1	2r8u	A	U	mon	1	1	human
RGS2	4ekd	B	X	het	2	2	human
IL13RA1	3bpn	C	X	het	3	3	human
NUCB1	1snl	A	U	mon	1	1	human
LEAP2	2l1q	A	X	mon	1	1	human
NUDT9	1q33	A	E	mon	1	1	human
RRP9	4j0w	A	E	mon	1	1	human
CPN1	2nsm	A	X	mon	1	1	human
AP1G1	4hmy	A	U	het	5	5	human
AREG	2rnl	A	X	mon	1	1	human
ARL3	1fzq	A	E	mon	1	1	human
ST13	4j8c	A	U	hom	1	2	human
ATP6V0A1	2nvj	A	X	mon	1	1	human
PHACTR2	4b1x	M	X	het	2	2	human
H3F3C	2ktb	A	X	het	2	2	human
EIF4E2	2jgb	A	E	het	2	2	human
ARL1	4dcn	A	U	het	2	4	human
MMP13	1eub	A	X	mon	1	1	human
RABGGTA	1dce	A	X	het	2	2	human
IL1RAP	4dep	C	X	het	3	3	human
SAMHD1	4tny	A	U	hom	1	4	human
NUP98	2q5y	A	U	het	2	2	human
PI4K2A	4hne	A	U	hom	1	16	human
LRP2	3v2x	B	X	het	2	2	human
CSMD1	2ehf	A	X	mon	1	1	human
TDRD3	3pmt	A	X	mon	1	1	human
HOXB4	1kz0	A	X	mon	1	1	human
ATRIP	4nb3	C	U	het	2	2	human
BRAF	4h58	A	X	mon	1	1	human
CXCL11	1rjt	A	X	mon	1	1	human
UNC45A	2dba	A	U	mon	1	1	human
DCX	2xrp	I	X	het	3	9	human
SUPT5H	2e70	A	U	mon	1	1	human
ATPIF1	1hf9	A	X	hom	1	2	human
S100A11	1v50	A	U	mon	1	1	human
NRP1	1kex	A	N	mon	1	1	human
HNRNPC	2mxy	A	U	mon	1	1	human
C8orf44-SGK3	1xtn	A	X	mon	1	1	human
TH	1toh	A	X	hom	1	4	human
SLC8A1	2fwu	A	X	mon	1	1	human
RHOJ	2atx	A	X	mon	1	1	human
CGRRF1	2ea5	A	X	mon	1	1	human
DNMT3A	4u7p	A	X	het	2	2	human
HOXB9	2lp0	A	X	het	2	2	human
LILRB4	3p2t	A	X	mon	1	1	human
CR1L	1ppq	A	X	mon	1	1	human
H1FX	2lso	A	X	mon	1	1	human
DNMT3L	4u7p	B	X	het	2	2	human
CCL3	3h44	C	X	het	2	4	human
HTR1A	1hll	A	X	mon	1	1	human
CPA2	1aye	A	X	mon	1	1	human
MLLT10	5dag	A	X	mon	1	1	human
CACNB1	1t0j	B	X	het	3	3	human
BAG1	3fzk	B	X	het	2	2	human
RGS14	3onw	C	X	het	2	2	human
GUCY1A2	4ni2	A	X	het	2	2	human
NFKB1	1nfi	B	U	het	3	3	human
BAZ2A	4lz2	A	X	mon	1	1	human
GLI2	2gli	A	X	mon	1	1	human
RGS10	2i59	A	U	mon	1	1	human
EHF	3jtg	A	X	mon	1	1	human
ROS1	4uxl	A	X	hom	1	2	human
HTRA1	3num	A	X	hom	1	3	human
RP4-583P15.15	4ii1	A	X	mon	1	1	human
CPA4	4bd9	A	E	het	2	2	human
FGF16	1g82	A	X	hom	1	2	human
ARFGAP3	2crw	A	U	mon	1	1	human
ACO2	5acn	A	U	mon	1	1	human
GP1BB	3rfe	A	X	mon	1	1	human
ENTPD2	4br5	A	X	mon	1	1	human
MET	3vw8	A	U	mon	1	1	human
TCEA3	1tfi	A	X	mon	1	1	human
MSH3	3thw	B	E	het	2	2	human
NVL	2x8a	A	U	mon	1	1	human
TAF13	1bh8	A	X	het	2	2	human
ECI2	2f6q	A	U	hom	1	3	human
DCUN1D2	4p5o	E	X	het	4	6	human
RAB33B	2g77	B	X	het	2	2	human
RAB8A	4lhz	A	U	het	2	3	human
CHMP5	3um0	B	U	het	2	4	human
SUCLG2	4xx0	B	N	het	2	2	human
HUS1	3g65	C	U	het	3	3	human
MME	1dmt	A	X	mon	1	1	human
ADAM33	1r54	A	X	mon	1	1	human
ACAP1	4nsw	A	X	hom	1	2	human
KLF9	1sp2	A	X	mon	1	1	human
DAB2IP	1awi	P	X	het	2	3	human
PPARD	1gwx	A	X	hom	1	2	human
TMSB4X	1hj0	A	X	mon	1	1	human
MCM6	2le8	A	U	het	2	2	human
TPK1	1ig3	A	X	hom	1	2	human
NUDCD3	1wgv	A	U	mon	1	1	human
ARHGAP32	3iug	A	X	mon	1	1	human
ADH1B	1hdy	A	X	hom	1	2	human
ARID3A	2kk0	A	X	mon	1	1	human
TET3	4z3c	C	X	mon	1	1	human
PSMC5	3kw6	A	N	mon	1	1	human
HNRNPH3	1wg5	A	U	mon	1	1	human
CTPS1	3ihl	A	U	hom	1	4	human
FMNL3	4yc7	B	U	het	2	2	human
F11	2f83	A	X	hom	1	2	human
PEPD	2okn	A	U	hom	1	2	human
TXNIP	4ll1	A	X	het	2	4	human
ST8SIA3	5bo7	A	X	hom	1	2	human
CNGA2	2m0j	B	X	het	2	2	human
NPAS2	4f3l	A	X	het	2	2	human
TOP1MT	1nh3	A	X	mon	1	1	human
S100A6	1k96	A	E	hom	1	2	human
H2AFZ	4cay	A	X	het	3	3	human
ADH4	1e3l	A	X	hom	1	2	human
TAF1	1eqf	A	X	mon	1	1	human
CACNA1E	3bxl	B	X	het	2	2	human
UBXN7	2dlx	A	U	mon	1	1	human
ARHGAP27	3pp2	A	X	hom	1	4	human
FXYD2	2mkv	A	X	mon	1	1	human
TIMP3	3cki	B	X	het	2	2	human
HMOX1	1n3u	A	U	mon	1	1	human
ITGB7	2brq	C	X	het	2	4	human
UBE2C	4yii	U	E	het	2	2	human
BTN3A3	4f8t	A	X	hom	1	2	human
FOXC1	1d5v	A	X	mon	1	1	human
STX4	3puk	C	U	het	2	2	human
CDK2AP2	2m1l	A	X	hom	1	2	human
DNAJC30	2yua	A	X	mon	1	1	human
CDKN1A	2zvv	X	X	het	2	6	human
PLEKHB2	3via	A	X	mon	1	1	human
EIF4G3	1hu3	A	U	mon	1	1	human
SH3PXD2A	2dnu	A	X	mon	1	1	human
GALNT10	2d7i	A	E	mon	1	1	human
KLHL7	3ii7	A	X	mon	1	1	human
POGZ	2n3a	A	U	het	2	2	human
RAB2A	4rke	A	U	mon	1	1	human
EPM2A	4r30	A	X	mon	1	1	human
PGK2	4o33	A	X	mon	1	1	human
MAPK13	3coi	A	X	mon	1	1	human
CCBL1	3fvs	A	X	hom	1	2	human
ALYREF	1no8	A	U	mon	1	1	human
COMTD1	2avd	A	X	hom	1	2	human
PPIL3	1xyh	A	E	mon	1	1	human
CBX6	3gv6	A	X	het	2	2	human
SUSD1	1fgd	A	X	mon	1	1	human
TARDBP	4iuf	A	X	mon	1	1	human
ADSL	2vd6	A	N	hom	1	4	human
KIR2DP1	1m4k	A	X	mon	1	1	human
NUP133	1xks	A	U	mon	1	1	human
MMP24	1rm8	A	X	mon	1	1	human
RAB3D	2gf9	A	X	mon	1	1	human
INPP5B	3mtc	A	X	mon	1	1	human
NDST3	1nst	A	X	mon	1	1	human
PGLYRP1	1yck	A	X	mon	1	1	human
WBP1	1jmq	P	X	het	2	2	human
COX4I1	2occ	D	U	het	13	13	human
CAPNS1	1kfu	S	N	het	2	2	human
NEURL4	2e63	A	X	mon	1	1	human
PILRA	4nfb	A	X	mon	1	1	human
SUV420H2	3rq4	A	X	mon	1	1	human
PNKP	2brf	A	U	mon	1	1	human
SLC31A1	2ls4	A	X	mon	1	1	human
CDC42BPB	4uak	A	E	hom	1	2	human
MYH13	2w4g	M	X	het	3	3	human
NLRP7	2km6	A	X	mon	1	1	human
STAP1	3maz	A	X	het	2	2	human
DOC2A	4mjj	A	X	mon	1	1	human
FCGR3A	1e4j	A	X	mon	1	1	human
PTPRZ1	2pbn	A	X	mon	1	1	human
ANXA8	1w3w	A	X	mon	1	1	human
TBL1XR1	4lg9	A	E	mon	1	1	human
PYGO1	2vpb	A	X	het	2	2	human
USP21	3i3t	A	X	het	2	2	human
KLK2	4nff	A	X	mon	1	1	human
IRS2	3bu6	B	X	het	2	2	human
RGPD5	1xke	A	X	mon	1	1	human
IL4	1iar	A	X	het	2	2	human
BTK	4zly	A	X	mon	1	1	human
ESYT2	4npj	A	U	mon	1	1	human
DGCR8	3le4	A	E	hom	1	2	human
PRKRA	2dix	A	U	mon	1	1	human
ILK	2kbx	A	E	het	2	2	human
AHCYL1	3gvp	A	U	hom	1	4	human
GBA3	2e9l	A	X	mon	1	1	human
G3BP2	5drv	A	U	het	2	4	human
C14orf169	4y4r	A	X	hom	1	2	human
ACSM2B	3day	A	X	mon	1	1	human
PTPRB	2i4g	A	X	mon	1	1	human
ADRBK2	4mk0	A	X	het	3	3	human
NR2F1	3cjw	A	X	hom	1	2	human
LILRB1	1g0x	A	X	mon	1	1	human
H2AFV	3waa	C	N	het	4	8	human
IL22	1ykb	A	X	hom	1	6	human
ZNF396	3lhr	A	X	hom	1	2	human
PTPRG	3jxh	C	X	mon	1	1	human
CERS6	1x2m	A	X	mon	1	1	human
NSD1	3ooi	A	X	mon	1	1	human
CLIC3	3kjy	A	X	mon	1	1	human
GHRL	2jsh	A	X	mon	1	1	human
ACTR3	1k8k	A	U	het	7	7	human
CYP2C9	1r9o	A	X	mon	1	1	human
UMPS	2p1f	A	E	hom	1	2	human
CHD7	2v0e	A	X	mon	1	1	human
KIF18A	3lre	A	X	mon	1	1	human
MT-CO1	1v55	A	X	het	13	26	human
RBM28	1x4h	A	U	mon	1	1	human
PTPN7	2a3k	A	X	mon	1	1	human
SUMO3	1wm3	A	U	hom	1	3	human
DYRK3	4azf	A	X	mon	1	1	human
INPP1	1inp	A	X	mon	1	1	human
KHSRP	2jvz	A	U	mon	1	1	human
LIMA1	2d8y	A	U	mon	1	1	human
XDH	2ckj	A	X	hom	1	2	human
PCDHA4	1wuz	A	X	mon	1	1	human
ADARB2	2l3c	A	X	mon	1	1	human
MIF	1ca7	A	X	hom	1	3	human
BLNK	2eo6	A	X	mon	1	1	human
MEX3C	2dgr	A	X	mon	1	1	human
MUTYH	3n5n	X	X	mon	1	1	human
ATP5G1	5ari	J	X	het	11	22	human
CTSA	1ivy	A	N	hom	1	2	human
RAP1A	1c1y	A	X	het	2	2	human
GPC1	4acr	A	X	mon	1	1	human
PPIP5K2	3t99	A	X	mon	1	1	human
UGT2A2	2o6l	A	X	hom	1	2	human
PEBP1	2l7w	A	E	mon	1	1	human
STAT6	1oj5	B	U	het	2	2	human
IKZF1	2ma7	A	X	mon	1	1	human
COCH	1jbi	A	X	mon	1	1	human
ESR2	1u3r	A	X	het	2	4	human
NEK1	4apc	A	X	mon	1	1	human
GRIK5	3qlv	A	X	het	2	4	human
HNRNPCL1	2mxy	A	X	mon	1	1	human
MIOX	3bxd	A	X	mon	1	1	human
FUOM	2wcu	A	X	hom	1	2	human
GNB5	2pbi	B	X	het	2	2	human
STX7	1gl2	B	U	het	4	4	human
ALDH3A2	4qgk	A	U	hom	1	2	human
CLIC2	2r5g	A	X	mon	1	1	human
RPE	3ovp	A	U	hom	1	2	human
APBA3	2yt7	A	X	mon	1	1	human
TLX2	3a03	A	X	mon	1	1	human
DAO	2du8	A	X	hom	1	2	human
MLLT1	2mv7	A	X	het	2	2	human
SLA2	4m4z	A	X	mon	1	1	human
DEFB106B	2lwl	A	X	mon	1	1	human
TIMELESS	4xht	A	X	hom	1	2	human
MMADHC	5cv0	A	X	hom	1	2	human
IKBKAP	5cqr	A	U	hom	1	2	human
IDE	2g47	A	U	het	2	2	human
DLG3	2fe5	A	X	mon	1	1	human
SNX5	3hpc	X	X	mon	1	1	human
MCFD2	2vrg	A	U	mon	1	1	human
PPP2R2A	3dw8	B	U	het	4	4	human
LMNB1	5bnw	D	U	het	2	2	human
TMED7-TICAM2	2m1w	A	X	mon	1	1	human
ARPC3	2p9i	E	U	het	7	7	human
ASCC2	2di0	A	E	mon	1	1	human
CSF2RB	4nkq	A	X	het	3	3	human
RAG2	4wwx	X	X	het	2	2	human
PARP1	1uk1	A	U	mon	1	1	human
SEC14L3	4uyb	A	X	mon	1	1	human
NABP2	4oww	B	X	het	3	3	human
CASQ2	2vaf	A	X	hom	1	2	human
KSR2	2y4i	B	X	het	2	2	human
MTHFS	3hy6	A	X	mon	1	1	human
MLXIP	4gnt	B	X	het	2	4	human
UPP1	3eue	A	X	hom	1	2	human
FST	2b0u	C	X	het	2	4	human
CTDSPL	3pgl	A	X	mon	1	1	human
SOX6	1i11	A	X	mon	1	1	human
ALDH1L2	2o2q	A	X	hom	1	4	human
SIRT5	4g1c	A	X	het	2	2	human
LRP8	1ntv	B	X	het	2	2	human
USF1	1an4	A	X	hom	1	2	human
RGS12	2kv8	A	X	mon	1	1	human
HPRT1	1hmp	A	U	hom	1	4	human
KRT75	3tnu	B	X	het	2	4	human
PTGES2	2pbj	A	U	hom	1	2	human
YES1	2mrk	B	E	het	2	2	human
INPPL1	4a9c	A	X	mon	1	1	human
CMPK1	1tev	A	E	mon	1	1	human
RP5-1022E24.6	2jx1	A	X	mon	1	1	human
DDX6	1vec	A	U	mon	1	1	human
PNPT1	1whu	A	N	mon	1	1	human
RAPGEF2	2d93	A	X	mon	1	1	human
CA14	4lu3	A	X	mon	1	1	human
RHOB	2fv8	A	X	mon	1	1	human
CDK1	4yc6	A	E	het	2	2	human
EHMT2	2o8j	A	X	mon	1	1	human
PRKCA	4ra4	A	U	mon	1	1	human
NEDD4L	2lb2	A	U	het	2	2	human
UBE2G1	2awf	A	X	mon	1	1	human
PHF20	3q1j	A	X	hom	1	2	human
NBEA	1mi1	A	E	hom	1	2	human
SETSIP	2e50	A	X	hom	1	2	human
DOHH	4d50	A	U	mon	1	1	human
IRF1	1if1	A	X	hom	1	2	human
SIGLEC9	1nko	A	X	mon	1	1	human
SIGLEC1	1url	A	X	het	2	2	human
SCAF11	4btb	C	U	het	2	2	human
EME1	4p0q	B	X	het	2	2	human
CRABP1	2cbr	A	X	mon	1	1	human
NEO1	3p4l	A	X	mon	1	1	human
CHRNB4	2k59	B	X	mon	1	1	human
EIF2AK4	1ukx	A	X	mon	1	1	human
IL4R	1irs	B	X	het	2	2	human
PPP1R15B	4v0x	B	X	het	2	2	human
ACMSD	2wm1	A	X	hom	1	2	human
KLRD1	3bdw	A	X	het	2	2	human
PNLIP	1lpa	B	X	het	2	2	human
PRDX2	3w8j	C	E	het	2	2	human
HSPA9	4kbo	A	U	mon	1	1	human
IRF2BP2	2cs3	A	E	mon	1	1	human
TPSAB1	4mpu	A	X	hom	1	4	human
CASP8	1qtn	B	X	het	3	6	human
OTULIN	4oyk	C	X	het	2	2	human
AMY1C	1c8q	A	X	mon	1	1	human
SLC15A2	5a9h	A	X	hom	1	2	human
UFM1	1wxs	A	E	mon	1	1	human
ACTB	3byh	A	E	het	2	20	human
GHR	1a22	B	X	het	2	2	human
RACGAP1	2ovj	A	U	mon	1	1	human
NR4A2	1cit	A	X	mon	1	1	human
KLF5	2ebt	A	X	mon	1	1	human
KIF2C	4ubf	P	U	het	2	3	human
PPP4R3B	4wsf	A	X	het	2	2	human
SHC4	4xwx	A	X	mon	1	1	human
KCNQ5	4gow	A	X	het	2	2	human
PHF13	3o7a	A	X	het	2	2	human
ST14	1eaw	A	X	het	2	2	human
NLGN2	3biw	A	X	het	2	4	human
ALKBH8	3thp	A	X	mon	1	1	human
S100A10	1a4p	A	U	hom	1	8	human
HOXB1	1b72	A	X	het	2	2	human
SLITRK1	4rca	B	X	het	2	2	human
GJC2	3shw	B	X	het	2	2	human
LHB	1hrp	B	X	het	2	2	human
P2RY1	4xnw	A	X	mon	1	1	human
ATP5G3	5ari	J	X	het	11	22	human
FLI1	1fli	A	E	mon	1	1	human
MAP2K1	2p55	A	U	hom	1	2	human
PADI6	4dat	B	X	het	2	4	human
DMTN	1qzp	A	X	mon	1	1	human
PSMB5	4r3o	L	U	het	14	28	human
CNN3	1h67	A	E	mon	1	1	human
U2AF1L5	1jmt	A	X	het	2	2	human
AC136352.5	2wbw	B	X	het	2	2	human
KIF15	4bn2	A	E	mon	1	1	human
DVL2	3fy5	A	E	hom	1	2	human
DUSP4	3ezz	A	X	hom	1	24	human
APOA1BP	2o8n	A	X	hom	1	2	human
DNAJC2	2m2e	A	U	mon	1	1	human
MEP1B	4gwn	A	X	hom	1	2	human
GAREM	2dkz	A	X	mon	1	1	human
ONECUT2	1s7e	A	X	mon	1	1	human
MARK1	2hak	A	X	mon	1	1	human
SMARCC1	2yus	A	N	mon	1	1	human
FLT4	4bsk	A	X	het	2	4	human
TLN2	1zw2	B	X	het	2	2	human
CGB5	1hrp	B	X	het	2	2	human
CSH2	1z7c	A	X	mon	1	1	human
EGR1	4x9j	A	X	mon	1	1	human
FAS	3ewt	E	X	het	2	2	human
SLC14A1	4ezd	A	X	hom	1	3	human
PPP1CB	1s70	A	E	het	2	2	human
ATP1A1	3wgu	A	U	het	3	3	human
