Gene	Class	PDB chain	Interface size	Seqid	Unique subunits
Melk	E	4d2w_A	1436.2	85.67	1
Grhpr	E	2h1s_A	3061	85.37	1
Atox1	E	2k1r_B	554.7	85.29	2
Rbm12	E	2ek1_A	572.9	85.26	1
Mars	E	4bvx_A	1492.8	85.12	2
Lxn	E	2bo9_B	1373.3	84.68	2
Cpsf7	E	3n9u_C	757.8	84.62	2
Ldlr	E	3p5c_L	597.3	84.55	3
Sord	E	3qe3_A	2899.5	84.51	1
Aurkb	E	4af3_A	1750.4	84.25	2
Gart	E	2v9y_A	1847	84.13	1
Casp8	E	1qdu_B	3944.9	84.09	3
Tor1aip1	E	4tvs_A	551.5	83.98	2
Cpd	E	1qmu_A	1637.1	83.95	1
Irf3	E	1t2k_A	1186.5	83.93	3
Cdca8	E	2qfa_B	2257	83.87	3
Bcat2	E	1ekf_A	2488.7	83.84	1
Zwilch	E	3if8_B	4902.5	83.66	2
Lrrfip1	E	4h22_A	2340.1	83.50	1
Aprt	E	4x44_A	1768.3	83.33	1
Tardbp	E	3d2w_A	839.7	83.15	1
Rpap3	E	4cgw_A	360.8	82.91	2
Aimp1	E	4r3z_A	1654.2	82.69	3
Bub1b	E	4ggd_C	382.6	82.61	2
Sumf2	E	1y4j_A	1268.7	82.39	1
Pml	E	2mvw_A	439.8	82.35	1
Htra2	E	2pzd_A	1587	82.30	1
Rab32	E	4cz2_A	1620.8	82.17	2
Timeless	E	4xht_A	625.1	81.55	1
Igbp1	E	4iyp_A	919.7	81.53	2
Prdx3	E	4mh3_A	2044.5	81.36	1
Hdac4	E	2h8n_A	2430.1	81.25	1
Lgals8	E	4han_A	2459.7	80.55	2
Phc3	E	4pzo_A	994.8	80.49	1
Dctn6	E	3tv0_A	1285	80.41	1
Pdia6	E	3w8j_A	271.2	80.28	2
Mrpl23	E	4v19_X	3870.2	80.00	28
Dtymk	E	1e98_A	1281.8	80.00	1
Echdc3	E	2vx2_A	4051.9	78.75	1
Ctdp1	E	1onv_B	761.3	78.31	2
Notch2	E	3v79_K	1687.3	77.73	4
Mfn1	E	1t3j_A	1434.2	77.08	1
Rpa3	E	1l1o_A	1662	76.86	3
Lmnb1	E	3tyy_A	1941.5	76.84	1
Inppl1	E	2kso_B	473.9	76.32	2
Eif6	E	2x7n_B	1292.8	75.45	3
Cyb5r3	E	1qx4_A	1090.3	75.18	1
Glb1	E	3thc_A	1704.6	74.92	1
Pip5k1a	E	4tz7_A	897.2	74.87	1
Slc25a13	E	4p5w_A	2247.7	74.45	1
Ska3	E	4aj5_1	4431.1	74.26	3
Mrps2	E	5aj3_B	5002	73.36	33
Atf7ip	E	2rpq_B	739.9	71.43	2
Nifk	E	2aff_B	1459.1	70.45	2
