gene	struc	chn	decay.class	qtype	unq	tot	species	
Pdcd6ip	2r02	A	E	het	2	2	mouse
Cux1	1wh8	A	E	mon	1	1	mouse
Lsm14a	2fb7	A	E	mon	1	1	mouse
Nme1	2hvd	A	U	hom	1	6	mouse
Spag7	2cpm	A	E	mon	1	1	mouse
Comt	4pyq	A	E	hom	1	2	mouse
Cad	4c6i	A	U	hom	1	2	mouse
Uchl5	4wlr	A	E	het	3	3	mouse
Bag3	1uk5	A	E	mon	1	1	mouse
Gorasp2	4edj	A	E	mon	1	1	mouse
Atxn2	3ktr	B	E	het	2	2	mouse
Nup54	3t98	A	U	het	2	96	mouse
Prdm2	2qpw	A	U	mon	1	1	mouse
Bpnt1	2wef	A	U	mon	1	1	mouse
Csnk2a2	4ib5	A	U	het	2	2	mouse
Tceb1	4wqo	C	U	het	4	4	mouse
Galnt2	2ffu	A	E	het	2	2	mouse
Dnaja3	2dn9	A	E	mon	1	1	mouse
Flna	2mtp	A	U	het	3	3	mouse
Copb1	5a1v	G	N	het	8	26	mouse
Msh6	2o8e	B	N	het	2	2	mouse
Faf2	2dam	A	U	mon	1	1	mouse
Dock1	3l4c	A	U	mon	1	1	mouse
Pfn1	1hlu	P	U	het	2	2	mouse
Rras2	2ery	A	U	mon	1	1	mouse
Sec23a	3egd	A	U	het	4	4	mouse
Arhgap35	3fk2	A	E	mon	1	1	mouse
Stag2	4pjw	A	U	het	2	2	mouse
Sf1	2m0g	A	E	het	2	2	mouse
Nfrkb	3u21	A	U	hom	1	2	mouse
Pfkm	4omt	A	N	hom	1	2	mouse
Cops5	4f7o	A	U	hom	1	2	mouse
Fmr1	4ova	A	U	hom	1	4	mouse
Pgam1	4gpz	A	E	hom	1	2	mouse
Dnajc24	2l6l	A	E	mon	1	1	mouse
Htra2	2pzd	A	U	hom	1	2	mouse
Synj1	2dnr	A	E	mon	1	1	mouse
Slc25a24	4n5x	A	U	mon	1	1	mouse
Atad2	4qut	A	U	het	2	2	mouse
Fhl3	2ehe	A	E	mon	1	1	mouse
Gnai3	4g5r	A	N	het	2	2	mouse
Hist1h1d	1ghc	A	U	mon	1	1	mouse
Copg2	3tjz	B	N	het	3	3	mouse
Eif3f	5a5t	F	N	het	8	8	mouse
Rab3ip	4uj3	B	U	het	3	3	mouse
Psma4	3unb	B	N	het	14	28	mouse
Cdca8	2qfa	B	U	het	3	3	mouse
Pcna	4ztd	A	N	het	3	6	mouse
S100a6	4p2y	B	E	het	2	2	mouse
Hdac3	4a69	A	U	het	2	2	mouse
Rab8a	4lhx	A	E	het	2	3	mouse
Tsfm	1xb2	B	U	het	2	2	mouse
Gfpt1	2zj3	A	U	hom	1	2	mouse
Gstp1	1glp	A	U	hom	1	2	mouse
Smarcd1	1uhr	A	U	mon	1	1	mouse
Stau1	4dkk	A	U	hom	1	2	mouse
Nedd8	1r4m	I	E	het	3	3	mouse
Zwilch	3if8	B	E	het	2	2	mouse
Psme1	1avo	A	E	het	2	14	mouse
Ide	3p7l	A	E	hom	1	2	mouse
Ap2m1	2jkr	M	U	het	5	5	mouse
Snrpe	4pjo	E	E	het	9	9	mouse
Map2k1	3dv3	A	E	hom	1	2	mouse
Cisd2	4oo7	A	U	hom	1	2	mouse
Sf3a3	2dt7	A	U	het	2	2	mouse
Srpr	2go5	1	N	het	7	7	mouse
Twf1	1m4j	A	U	hom	1	2	mouse
Kin	2ckk	A	U	mon	1	1	mouse
Zbtb21	1wjp	A	E	mon	1	1	mouse
Orc1	4dow	A	U	het	2	2	mouse
Phgdh	2g76	A	U	hom	1	2	mouse
Sod2	1xdc	A	U	hom	1	4	mouse
Gnb2	3ah8	B	U	het	4	4	mouse
Cops7a	4d18	G	U	het	8	8	mouse
Pbrm1	2ktb	B	N	het	2	2	mouse
Strn3	4n6j	A	E	hom	1	2	mouse
Tns3	2gjy	A	U	mon	1	1	mouse
Ndufab1	2dnw	A	U	mon	1	1	mouse
Usp4	3jyu	A	U	hom	1	2	mouse
Fdft1	3vjc	A	U	hom	1	3	mouse
Dpp3	3t6b	A	U	het	2	2	mouse
Ufm1	1l7y	A	E	mon	1	1	mouse
Araf	2mse	D	U	het	3	4	mouse
Tfam	3fgh	A	U	hom	1	2	mouse
Hp1bp3	2rqp	A	U	mon	1	1	mouse
Mob1a	4jiz	A	U	het	2	2	mouse
Gart	2v9y	A	E	hom	1	2	mouse
Usp19	1wh0	A	U	mon	1	1	mouse
Fxr2	2qnd	A	E	mon	1	1	mouse
Pdia5	4i6x	A	N	mon	1	1	mouse
Wrn	2e1f	A	E	mon	1	1	mouse
Obsl1	3knb	B	E	het	2	2	mouse
Eif4g1	1lj2	C	U	het	2	4	mouse
Txn1	1auc	A	U	hom	1	2	mouse
Snrnp200	4kit	B	U	het	2	2	mouse
Hk1	4foe	A	N	hom	1	2	mouse
Trafd1	2d9k	A	E	mon	1	1	mouse
Hist1h1b	1ghc	A	U	mon	1	1	mouse
Cox6b1	2y69	H	N	het	13	13	mouse
Arfgap2	2crw	A	U	mon	1	1	mouse
Rnd3	2v55	B	U	het	2	2	mouse
Wdhd1	2d7l	A	U	mon	1	1	mouse
Rbpms2	2m9k	A	E	hom	1	2	mouse
Ppih	1mzw	A	U	het	2	2	mouse
Ripk1	4neu	A	U	mon	1	1	mouse
Capn2	1df0	A	U	het	2	2	mouse
Dnaja1	2och	A	U	mon	1	1	mouse
Tpx2	4c3p	B	E	het	2	4	mouse
Sdcbp	1v1t	A	U	het	2	4	mouse
Pi4k2a	4hnd	A	U	hom	1	16	mouse
Commd9	4nkn	A	U	hom	1	3	mouse
Pkn2	4oti	A	U	mon	1	1	mouse
Rab33b	2g77	B	E	het	2	2	mouse
Ncor2	1kkq	E	U	het	2	2	mouse
Hpcal1	1bjf	A	E	hom	1	2	mouse
Oxct1	1ooz	A	N	hom	1	4	mouse
Uba3	3gzn	B	N	het	3	3	mouse
Itga5	4wk4	A	N	het	3	3	mouse
Actr1b	5afu	A	N	het	22	33	mouse
Zmynd8	4cos	A	U	mon	1	1	mouse
Tufm	1xb2	A	U	het	2	2	mouse
Tbl1x	2xtc	A	E	hom	1	4	mouse
Htra1	3nwu	A	U	hom	1	3	mouse
Kmt2a	2msr	A	U	het	2	2	mouse
Nr3c1	3mne	A	E	het	2	2	mouse
Stat1	1yvl	A	E	het	2	2	mouse
Syncrip	2dk2	A	U	mon	1	1	mouse
Neo1	4pln	C	U	het	2	4	mouse
Foxp1	2as5	F	U	het	2	2	mouse
Blmh	1cb5	A	N	hom	1	6	mouse
Rngtt	2c46	A	U	hom	1	4	mouse
Uqcrfs1	2ybb	E	U	het	37	48	mouse
Arl1	1r4a	A	U	het	2	8	mouse
Kars	4ycu	A	U	het	2	6	mouse
Anxa5	2ie6	A	U	hom	1	3	mouse
Sec24a	2nup	B	E	het	3	3	mouse
Npr3	1jdp	A	E	het	2	3	mouse
Rheb	3t5g	A	U	het	2	2	mouse
Atad2b	4qut	A	U	het	2	2	mouse
Kpna3	4uae	A	E	het	2	2	mouse
Atrx	2lbm	A	U	het	2	2	mouse
Nt5c3	2bdu	A	U	hom	1	2	mouse
Rab21	2ot3	B	U	het	2	2	mouse
Rab2a	2a5j	A	N	mon	1	1	mouse
Cfap36	4zi2	C	E	het	2	2	mouse
Lamc1	1npe	B	U	het	2	2	mouse
Hspa1a	1xqs	C	U	het	2	2	mouse
Clasp2	4k92	A	E	mon	1	1	mouse
Upf3b	1uw4	A	E	het	2	2	mouse
Prmt3	3smq	A	U	hom	1	2	mouse
Mat2b	4ndn	E	U	het	2	6	mouse
Dhx8	3i4u	A	U	hom	1	2	mouse
Ppp2ca	2ie3	C	E	het	3	3	mouse
Hectd1	3dkm	A	U	mon	1	1	mouse
H2-K1	1kj2	H	N	het	5	5	mouse
Gsn	4cbu	G	E	het	2	2	mouse
Pdlim2	2pa1	A	U	mon	1	1	mouse
Kif11	1ii6	A	U	hom	1	2	mouse
Mbnl1	2rpp	A	U	mon	1	1	mouse
AI837181	2q4k	A	E	mon	1	1	mouse
Ube4a	1wgm	A	U	mon	1	1	mouse
Dusp9	4y2e	A	U	mon	1	1	mouse
Pik3cb	2y3a	A	U	het	2	2	mouse
Pdk3	1y8p	A	U	het	2	4	mouse
Trim28	2yvr	A	U	hom	1	2	mouse
Ehd4	2kff	A	U	het	2	2	mouse
Eif4h	2dng	A	E	mon	1	1	mouse
Cand1	1u6g	C	E	het	3	3	mouse
Tarsl2	4hwt	A	E	hom	1	2	mouse
Tbcb	1v6e	A	E	mon	1	1	mouse
Mtor	1fap	B	U	het	2	2	mouse
Itgb1	4wk4	B	U	het	3	3	mouse
Lgals3bp	1by2	A	N	mon	1	1	mouse
Nup50	2c1m	B	U	het	2	2	mouse
Fkbp1a	1fap	A	E	het	2	2	mouse
Sept2	2qa5	A	E	hom	1	2	mouse
Arhgef1	1shz	C	E	het	2	2	mouse
Srp54b	2go5	W	U	het	7	7	mouse
Fzr1	4ui9	R	U	het	18	23	mouse
Pus1	4its	A	N	mon	1	1	mouse
Prep	2xdw	A	U	het	2	2	mouse
Nradd	2ib1	A	E	mon	1	1	mouse
Ube2a	2ybf	A	E	het	2	2	mouse
Tsta3	4e5y	A	U	hom	1	2	mouse
Bptf	2f6j	A	U	het	2	4	mouse
Runx1	1io4	C	U	het	3	4	mouse
Rnf2	2h0d	B	U	het	2	2	mouse
Hars	4phc	A	U	hom	1	2	mouse
Plaa	2k8b	B	U	het	2	2	mouse
Nup155	5a9q	A	U	het	10	304	mouse
Glo1	2za0	A	U	hom	1	2	mouse
Mkl1	2v52	M	N	het	2	2	mouse
Prpf19	4lg8	A	U	mon	1	1	mouse
Sptan1	3f31	A	U	hom	1	2	mouse
Herc2	2keo	A	U	mon	1	1	mouse
Tardbp	3d2w	A	U	hom	1	2	mouse
Polr2b	5flm	B	N	het	12	12	mouse
Celf1	3nnh	A	U	hom	1	2	mouse
Sorbs1	4lnp	A	E	het	2	2	mouse
Foxp4	2as5	F	E	het	2	2	mouse
Hsd17b4	1gz6	A	U	hom	1	2	mouse
Pdia6	3w8j	A	U	het	2	2	mouse
Myl12a	3j04	B	N	het	3	6	mouse
Irf3	1t2k	A	E	het	3	4	mouse
Arpc1b	3rse	C	N	het	8	8	mouse
Rnaseh2c	3p5j	C	U	het	3	3	mouse
Skp1a	4i6j	C	U	het	3	3	mouse
Gemin2	3s6n	2	E	het	7	7	mouse
Sart3	2do4	A	U	mon	1	1	mouse
Pik3c2a	2iwl	X	U	hom	1	4	mouse
Nedd4	3m7f	B	U	het	2	2	mouse
Tceb2	4jgh	B	U	het	4	4	mouse
Vps4a	2k3w	A	E	het	2	2	mouse
Pdlim1	1x62	A	U	mon	1	1	mouse
Meis1	4xrs	A	U	het	2	2	mouse
Hnrnpa2b1	4yoe	A	U	mon	1	1	mouse
Gga1	1j2j	B	E	het	2	2	mouse
Esyt2	4p42	A	U	hom	1	2	mouse
Dlc1	2gyt	A	U	mon	1	1	mouse
Otub1	3von	A	U	het	3	3	mouse
Hdac1	4bkx	B	U	het	2	4	mouse
Chd1	5afw	A	U	het	2	2	mouse
Myh4	2w4g	M	E	het	3	3	mouse
Csnk1a1	4tw9	A	N	hom	1	2	mouse
Hnrnpk	1zzj	A	U	hom	1	3	mouse
Scoc	4bwd	A	U	hom	1	2	mouse
Carm1	2y1w	A	U	hom	1	4	mouse
Rnmt	3epp	A	N	mon	1	1	mouse
Tom1l2	1elk	A	E	mon	1	1	mouse
Rbm5	2lkz	A	U	mon	1	1	mouse
Ezr	3x23	A	U	het	2	2	mouse
Pip4k2c	2gk9	A	U	hom	1	2	mouse
Actb	5afu	H	U	het	22	33	mouse
Stk24	4o27	B	E	het	3	3	mouse
Sept9	3sop	A	E	hom	1	2	mouse
Capn1	1tl9	A	N	het	2	2	mouse
Tubb6	3j1t	C	U	het	3	3	mouse
Dhfr	1dhf	A	N	hom	1	2	mouse
Gtf2i	2e3l	A	U	mon	1	1	mouse
Cct7	3iyg	H	N	het	8	8	mouse
Tubb5	3qo0	C	U	het	3	3	mouse
Cltc	1xi4	A	U	het	2	216	mouse
Slc25a4	1okc	A	U	mon	1	1	mouse
Aak1	4w9x	A	E	mon	1	1	mouse
Cox4i1	2ybb	O	N	het	37	48	mouse
Tra2b	2kxn	B	U	mon	1	1	mouse
H2afv	3waa	C	U	het	4	8	mouse
Pes1	2ep8	A	U	mon	1	1	mouse
Cct2	4b2t	B	U	het	8	16	mouse
Igf2bp3	3krm	A	U	mon	1	1	mouse
Memo1	3bd0	A	U	mon	1	1	mouse
Caprin1	4wbe	A	U	hom	1	2	mouse
Plau	3laq	A	N	het	2	2	mouse
Pygb	2gj4	A	N	hom	1	2	mouse
Phf6	4nn2	A	U	mon	1	1	mouse
Anxa4	2zhj	A	U	hom	1	2	mouse
Ap1s1	4p6z	S	U	het	6	6	mouse
Pdcd10	3rqf	A	N	het	2	5	mouse
Fcho2	2v0o	A	U	hom	1	2	mouse
Ehbp1	2d89	A	U	mon	1	1	mouse
Srsf7	2hvz	A	E	mon	1	1	mouse
Ahcy	1k0u	A	U	hom	1	4	mouse
4931406C07Rik	1xcr	A	E	mon	1	1	mouse
Nde1	2v66	B	U	hom	1	4	mouse
Uevld	3dl2	A	U	hom	1	2	mouse
Trip6	1x61	A	E	mon	1	1	mouse
Adgrl2	5afb	A	U	hom	1	4	mouse
Supt5	3h7h	B	U	het	2	2	mouse
Psma7	3une	C	U	het	14	28	mouse
Gm3839	4o59	O	E	hom	1	4	mouse
Coro1b	2b4e	A	U	mon	1	1	mouse
Abi1	3p8c	F	U	het	5	5	mouse
Fmnl3	4eah	A	E	het	2	4	mouse
Fbxo7	4l9c	A	E	mon	1	1	mouse
Nsmce2	2yu4	A	U	mon	1	1	mouse
Sntb2	2pdz	A	E	het	2	2	mouse
Scaf8	3d9l	A	U	het	2	2	mouse
Frg1	2yug	A	E	mon	1	1	mouse
Ptk2	2j0m	B	E	het	2	2	mouse
Nupl1	4jo7	A	E	het	2	4	mouse
H1f0	4qlc	U	E	het	5	9	mouse
Cnot2	4c0d	B	E	het	3	3	mouse
Map1lc3b	2k6q	A	E	het	2	2	mouse
Snrpc	4pjo	L	U	het	9	9	mouse
Mtpn	2kxp	C	U	het	3	3	mouse
Nsa2	2mvf	A	U	mon	1	1	mouse
Fubp1	4lij	A	U	hom	1	3	mouse
Myo1b	4l79	A	U	het	2	2	mouse
Nfkbia	1ikn	D	U	het	3	3	mouse
Plrg1	4yvd	A	U	hom	1	2	mouse
Cyc1	4d6t	D	N	het	9	10	mouse
Hnrnph1	1wez	A	U	mon	1	1	mouse
Dnajc3	2y4t	A	U	mon	1	1	mouse
Arsb	1fsu	A	N	mon	1	1	mouse
Ddx3x	2jgn	A	U	mon	1	1	mouse
Papss2	2ax4	A	E	hom	1	2	mouse
Ehmt1	3fpd	A	E	hom	1	2	mouse
Cstf3	2ond	A	U	hom	1	2	mouse
Pgd	1pgn	A	U	hom	1	2	mouse
Atp5b	1mab	B	N	het	3	7	mouse
Zc3hav1	3u9g	A	N	mon	1	1	mouse
Trmt61a	5ccx	A	U	het	2	4	mouse
Api5	3v6a	A	E	mon	1	1	mouse
Vgll4	4ln0	C	U	het	2	3	mouse
Tpm1	4a7f	B	U	het	3	10	mouse
Umps	3ewz	A	E	hom	1	2	mouse
Prdx6	1prx	A	E	hom	1	2	mouse
Rbm4	2dnq	A	U	mon	1	1	mouse
Cnot4	1ur6	B	E	het	2	2	mouse
Sept8	2qag	B	N	het	3	6	mouse
Pml	2mvw	A	U	hom	1	2	mouse
Glud1	1l1f	A	N	hom	1	6	mouse
Eif3j1	3bpj	A	U	hom	1	2	mouse
Rab11fip1	4d0g	C	E	het	2	2	mouse
Mbd3	2l2l	B	U	het	2	2	mouse
Lap3	2ewb	A	U	hom	1	6	mouse
Msn	1sgh	A	U	het	2	2	mouse
Lman1	3lcp	A	U	het	2	2	mouse
Dnajb1	2qld	A	U	hom	1	2	mouse
Ilk	2kbx	A	U	het	2	2	mouse
Rpap3	4cgw	A	U	het	2	2	mouse
Ywhaz	1qjb	A	U	het	2	4	mouse
Eef1d	2mvn	A	U	mon	1	1	mouse
Coasy	2f6r	A	E	mon	1	1	mouse
Srrm1	1mp1	A	U	mon	1	1	mouse
Gcc2	3bbp	D	U	het	2	4	mouse
Csrp1	2o13	A	E	mon	1	1	mouse
Ddx58	3lrn	A	U	hom	1	2	mouse
Spag9	2w83	C	E	het	2	5	mouse
Cul4a	2hye	C	U	het	4	4	mouse
Stk3	5brm	G	U	het	2	15	mouse
Ccnh	1jkw	A	E	hom	1	2	mouse
Mecr	2vcy	A	U	hom	1	2	mouse
Cdc37	2k5b	B	E	het	2	2	mouse
Cers5	2cqx	A	U	mon	1	1	mouse
Smc3	2wd5	B	U	het	2	2	mouse
Prmt5	4gqb	A	E	het	3	12	mouse
Cfl1	3j0s	M	U	het	2	24	mouse
Sephs1	3fd6	A	U	hom	1	2	mouse
Uba2	2px9	A	U	het	2	2	mouse
Dtymk	1e98	A	E	hom	1	2	mouse
Tnrc6b	3ktp	B	E	het	2	2	mouse
Rfk	1q9s	A	U	mon	1	1	mouse
Srgap2	4rtt	A	E	hom	1	2	mouse
Gtf2f2	1f3u	A	N	het	2	2	mouse
Cul5	3dqv	C	E	het	3	3	mouse
Rbm8a	2hyi	B	E	het	4	4	mouse
Ube2e1	3bzh	A	U	hom	1	2	mouse
Tle3	2ce8	A	U	het	2	3	mouse
Ldlr	3p5c	L	E	het	3	3	mouse
Hist1h1a	1ghc	A	N	mon	1	1	mouse
Pspc1	3sde	A	N	het	2	2	mouse
Arhgef7	2ak5	A	E	het	2	6	mouse
S100a4	4eto	A	E	het	2	3	mouse
Lig1	1x9n	A	U	mon	1	1	mouse
Csk	1jeg	A	E	het	2	2	mouse
Nptn	2wv3	A	U	mon	1	1	mouse
Mesdc2	3ofh	A	U	mon	1	1	mouse
Stxbp3	3puk	A	E	het	2	2	mouse
Irs2	1irs	A	E	het	2	2	mouse
Atp7a	2k1r	A	U	het	2	2	mouse
Dld	1zy8	A	N	het	2	3	mouse
Sacs	3o10	A	U	hom	1	2	mouse
Cab39	3gni	A	U	het	2	2	mouse
Rab8b	3qbt	A	U	het	2	2	mouse
Ago2	1si2	A	U	hom	1	2	mouse
Tnpo2	4fdd	A	U	het	2	2	mouse
Vps33a	4bx9	A	N	het	2	2	mouse
Fblim1	2k9u	B	E	het	2	2	mouse
Cops3	4d18	C	U	het	8	8	mouse
Usp16	2i50	A	U	mon	1	1	mouse
Hist1h2ah	2cv5	C	N	het	4	8	mouse
Gusb	1bhg	A	U	hom	1	4	mouse
Pabpc1	2rqg	B	U	het	2	2	mouse
Pdcd5	2cru	A	U	mon	1	1	mouse
Ptgs1	1q4g	A	N	hom	1	2	mouse
Pik3ca	4l23	A	E	het	2	2	mouse
Pex5	2w84	B	E	het	2	2	mouse
Glmn	4f52	E	U	het	3	3	mouse
Mef2d	1egw	A	E	hom	1	2	mouse
Srp68	4ue5	C	N	het	6	6	mouse
Atf1	1dh3	A	E	hom	1	2	mouse
Ppp2r1a	3fga	A	U	het	5	5	mouse
Reps1	1fi6	A	E	mon	1	1	mouse
Stim2	3teq	A	U	hom	1	2	mouse
Ppp2r4	4ny3	A	U	het	2	2	mouse
Pkd2	3hrn	A	U	hom	1	3	mouse
Sap18	4a8x	C	N	het	3	3	mouse
Igf1r	4xss	F	E	het	3	3	mouse
Txndc12	1sen	A	U	mon	1	1	mouse
Gata4	2l6z	A	U	het	3	3	mouse
Hist1h2bg	2cv5	D	U	het	4	8	mouse
Got2	3hlm	A	U	hom	1	2	mouse
Rnh1	3tsr	E	U	het	2	2	mouse
Ist1	3jc1	Aa	U	het	2	68	mouse
Rabgap1	3hzj	A	E	mon	1	1	mouse
Actbl2	5afu	H	U	het	22	33	mouse
Pdia4	3idv	A	U	mon	1	1	mouse
Cdc42	3eg5	A	E	het	2	4	mouse
Pde12	4zkf	A	E	mon	1	1	mouse
Chka	5afv	A	U	hom	1	2	mouse
Tubb4b	3j1t	C	U	het	3	3	mouse
Smarca4	2dat	A	N	mon	1	1	mouse
Tor1aip1	4tvs	A	U	het	2	2	mouse
Cmtr1	4n4a	A	U	mon	1	1	mouse
Cops2	4d18	B	N	het	8	8	mouse
Nsun5	2b9e	A	U	mon	1	1	mouse
Pcyt2	3elb	A	E	mon	1	1	mouse
Eps15l1	1eh2	A	E	mon	1	1	mouse
Sp2	1va2	A	U	mon	1	1	mouse
Zeb2	2da7	A	E	mon	1	1	mouse
Wasl	2lnh	A	E	het	3	3	mouse
Ppp1r12a	1s70	B	U	het	2	2	mouse
Mtap	3ozc	A	E	hom	1	3	mouse
Fscn1	4gp0	A	E	mon	1	1	mouse
Oat	1gbn	A	U	hom	1	3	mouse
Lgmn	4nom	A	U	hom	1	2	mouse
Dazap1	2dh8	A	E	mon	1	1	mouse
Exosc10	2cpr	A	N	mon	1	1	mouse
Tbc1d4	3qye	A	E	mon	1	1	mouse
Mcm3ap	4dhx	A	N	het	2	3	mouse
Hadh	2hdh	A	U	hom	1	2	mouse
Pcid2	3t5x	A	U	het	2	2	mouse
Kpnb1	1ukl	A	U	het	2	3	mouse
Kmt2d	4z4p	A	E	mon	1	1	mouse
Agps	5adz	A	U	hom	1	2	mouse
Mex3d	2dgr	A	E	mon	1	1	mouse
Gstm1	3fyg	A	E	hom	1	2	mouse
Fkbp2	4nnr	A	U	mon	1	1	mouse
Ephb4	2bba	A	U	het	2	2	mouse
Vps26a	4p2a	A	U	het	2	2	mouse
Emg1	5fai	A	E	hom	1	2	mouse
Pa2g4	2q8k	A	U	mon	1	1	mouse
Anapc7	4ui9	X	N	het	18	23	mouse
Exosc4	2nn6	B	N	het	9	9	mouse
Mta1	4pbz	B	U	het	2	2	mouse
Top2b	3qx3	A	N	hom	1	2	mouse
Arpc4	3rse	F	N	het	8	8	mouse
Dnm1l	3w6n	A	E	hom	1	2	mouse
Zmiz1	5aiz	A	U	mon	1	1	mouse
Map2k4	3alo	A	E	het	2	4	mouse
G3bp1	3q90	A	U	hom	1	2	mouse
Gdi2	1lv0	A	U	mon	1	1	mouse
Aco2	8acn	A	U	mon	1	1	mouse
Hspa8	3c7n	B	N	het	2	2	mouse
Pnp	1vfn	A	U	hom	1	3	mouse
Pcbp3	2axy	A	E	hom	1	2	mouse
Srp19	4ue5	F	U	het	6	6	mouse
Acaa1a	2iik	A	N	hom	1	2	mouse
Mpp1	2ejy	A	U	het	2	2	mouse
Synj2	1ufw	A	E	mon	1	1	mouse
Plekhm2	3hw2	B	E	het	2	2	mouse
Naca	3mcb	A	U	het	2	2	mouse
Arih1	2m9y	A	U	mon	1	1	mouse
Cbr3	4z3d	A	E	hom	1	2	mouse
Sh3kbp1	2bz8	A	E	het	2	3	mouse
Dnmt1	4yoc	A	U	het	2	2	mouse
Rrp9	4jxm	A	U	mon	1	1	mouse
Klc2	3zfw	A	E	het	2	2	mouse
Zfand2b	1x4v	A	E	mon	1	1	mouse
Hdac7	4cby	A	U	mon	1	1	mouse
Sqstm1	2knv	A	E	hom	1	2	mouse
Hnrnpa3	4yoe	A	U	mon	1	1	mouse
Nhp2l1	3siv	A	N	het	2	4	mouse
Gga2	1mhq	A	E	mon	1	1	mouse
Mta2	4bkx	A	U	het	2	4	mouse
Sdha	1zoy	A	N	het	4	4	mouse
Nup35	4lir	A	N	hom	1	2	mouse
M6pr	1c39	A	U	hom	1	2	mouse
Fcgrt	1frt	A	U	het	3	3	mouse
Gm10031	4ib5	A	U	het	2	2	mouse
Actg1	5afu	H	U	het	22	33	mouse
Pdcd6	1hqv	A	U	hom	1	2	mouse
Ube4b	3l1z	B	U	het	2	2	mouse
Cnn2	1wyn	A	U	mon	1	1	mouse
Pin1	2n1o	A	U	het	2	2	mouse
Tubb2b	4o4i	B	U	het	4	6	mouse
Scfd1	1y9j	A	U	mon	1	1	mouse
Snx9	3dyu	A	U	hom	1	2	mouse
Tpm2	3u59	A	U	hom	1	2	mouse
Fabp5	4azq	A	U	hom	1	2	mouse
Ran	4hat	A	U	het	3	3	mouse
Cap1	1k8f	A	U	hom	1	2	mouse
Phf20	3q1j	A	U	hom	1	2	mouse
Dnmbp	4cc2	A	E	het	2	2	mouse
Larp4	2cqk	A	U	mon	1	1	mouse
Trnt1	4x4w	A	U	hom	1	2	mouse
Eif2b1	3ecs	A	U	hom	1	8	mouse
Pin4	3ui4	A	U	mon	1	1	mouse
Kif5b	4atx	C	U	het	3	3	mouse
Myl9	3j04	B	U	het	3	6	mouse
Adarb1	1zy7	A	U	mon	1	1	mouse
Rab1	4fme	B	U	het	3	3	mouse
Pafah1b3	1fxw	A	E	het	2	2	mouse
Stag1	4pjw	A	N	het	2	2	mouse
Thoc1	1wxp	A	N	mon	1	1	mouse
Birc6	3ceg	A	U	mon	1	1	mouse
Ugp2	4r7p	A	E	hom	1	8	mouse
Casp3	2xyh	B	E	het	2	4	mouse
Smarcc1	2yus	A	U	mon	1	1	mouse
Chmp4b	3c3q	B	E	het	2	2	mouse
Maz	2yt9	A	E	mon	1	1	mouse
Raph1	4gn1	A	E	mon	1	1	mouse
Ctps2	3ihl	A	E	hom	1	4	mouse
Stub1	2c2l	A	N	het	2	2	mouse
Acadm	4p13	A	U	hom	1	4	mouse
Ckap5	4qmi	A	E	mon	1	1	mouse
Mta3	4bkx	A	U	het	2	4	mouse
Rac1	1foe	B	U	het	2	2	mouse
Psma3	3unb	F	U	het	14	28	mouse
Flcn	3v42	A	E	mon	1	1	mouse
Cdk12	4un0	C	E	het	2	2	mouse
Agap1	3ihw	A	E	mon	1	1	mouse
Stk10	4bc6	A	E	hom	1	2	mouse
Gna11	5do9	A	U	het	2	2	mouse
Ppp3cb	2r28	C	U	het	2	4	mouse
Timm44	2cw9	A	U	mon	1	1	mouse
Txndc17	1wou	A	E	mon	1	1	mouse
Matr3	1x4d	A	U	mon	1	1	mouse
Nck1	2ci8	A	U	hom	1	2	mouse
Txnl1	1wwy	A	U	mon	1	1	mouse
Akr1b8	1ef3	A	E	hom	1	2	mouse
Ubxn1	1whc	A	U	mon	1	1	mouse
Cbx5	3fdt	A	U	het	2	2	mouse
Nln	4fxy	P	U	mon	1	1	mouse
Hmox2	2qpp	A	U	hom	1	2	mouse
Cttn	3ulr	B	E	het	3	3	mouse
Ube2i	3uip	A	E	het	4	4	mouse
Vapb	3ikk	A	U	hom	1	2	mouse
Ctsb	1cte	A	N	hom	1	2	mouse
Fahd1	1saw	A	E	hom	1	2	mouse
Tpi1	1r2s	A	U	hom	1	2	mouse
Tax1bp3	4nnm	A	E	het	2	2	mouse
Numa1	3ro2	B	N	het	2	2	mouse
Zfyve16	3t7l	A	E	mon	1	1	mouse
Ppp2r2a	3dw8	B	U	het	4	4	mouse
Akr7a5	2bp1	A	E	hom	1	2	mouse
Tfe3	4ath	A	E	hom	1	2	mouse
Shprh	2m85	A	U	mon	1	1	mouse
Sumo1	3uip	B	E	het	4	4	mouse
Rap1b	4hdq	B	U	het	3	3	mouse
Hist1h2al	4edu	T	E	het	2	4	mouse
Sgpl1	4q6r	A	N	hom	1	2	mouse
Kif2c	3edl	D	U	het	3	165	mouse
Ints3	4owt	A	N	het	3	3	mouse
Atp2b1	1cff	B	U	het	2	2	mouse
Mcts1	3r90	A	U	hom	1	12	mouse
Psmd14	4ocl	B	N	het	3	3	mouse
Echs1	1dub	A	U	hom	1	6	mouse
Vcam1	1vsc	A	N	hom	1	2	mouse
Ptbp3	3zzz	A	U	het	2	2	mouse
Taok1	1u5r	A	E	mon	1	1	mouse
Maff	3a5t	A	U	hom	1	2	mouse
Eif2s1	1q8k	A	U	mon	1	1	mouse
Dynlrb1	1z09	A	U	hom	1	2	mouse
