Gene	Class	PDB chain	Interface size	Seqid	Unique subunits
CTBP1	E	1hl3_A	3899.8	96.37	2
ARL3	E	3bh7_A	1542.4	96.34	2
RECQL	E	2wwy_A	2526.2	96.28	1
AIMP2	E	5a34_B	1291.9	96.25	2
UBR5	E	2qho_B	526.8	96.23	2
UGP2	E	4r7p_A	3440.9	96.20	1
EHD1	E	2kff_A	247.4	96.19	2
DARS	E	4j15_A	4080.8	96.16	1
PML	E	2mvw_A	439.8	96.08	1
NSFL1C	E	1s3s_G	902.5	96.06	2
AFF4	E	4ogr_C	2370.6	96.00	4
SF1	E	4fxw_B	1204	95.97	2
VPS16	E	4bx9_C	926.3	95.96	2
RAB22A	E	1z0j_A	1147.2	95.88	2
ARL2	E	3doe_A	1428.8	95.83	2
PRDX5	E	4k7n_A	877.6	95.83	1
ARL1	E	4dcn_A	1007.5	95.78	2
TWF1	E	1m4j_A	556.8	95.77	1
ARPC1B	E	3rse_C	1866.3	95.70	8
RACGAP1	E	3wps_A	691.4	95.67	1
PGD	E	2jkv_A	6914.9	95.64	1
NUP50	E	3tj3_C	2316.3	95.61	2
PDLIM4	E	2v1w_A	1853.8	95.56	1
PRKCI	E	1wmh_A	613.6	95.51	2
MDH1	E	5mdh_A	2148.5	95.50	1
FKBP14	E	4msp_A	2383	95.50	1
ALDH18A1	E	2h5g_A	3179.3	95.46	1
DPYSL2	E	2vm8_A	2356.2	95.41	1
KIF2C	E	4ubf_A	1406.9	95.35	2
NACC1	E	3ga1_A	2112.3	95.35	1
ACAA2	E	4c2k_A	3403.3	95.20	1
HMGCS1	E	2p8u_A	3568.3	95.19	1
MYO1B	E	4l79_A	1769.3	95.16	2
TOM1	E	1wrd_A	561.9	95.15	2
SNRPC	E	4pjo_L	1659.2	95.08	9
SMS	E	3c6k_A	2602	95.01	1
UBE4B	E	3l1z_B	659.2	95.00	2
ADSS	E	2v40_A	2713.7	94.99	1
DCTD	E	2w4l_A	3871.4	94.94	1
ACAA1	E	2iik_A	2565.5	94.74	1
GIPC2	E	3gge_A	1131.4	94.74	1
SRPR	E	2go5_1	1220.2	94.59	7
TOP2B	E	3qx3_A	3580.6	94.52	1
B4GALT1	E	4l41_C	1263.7	94.43	2
MDH2	E	4wle_A	2125.4	94.41	1
PRPSAP2	E	2ji4_A	2807	94.20	1
LAMC1	E	4aqt_A	1377.8	94.13	1
KRAS	E	4pzy_A	1059.4	94.12	1
APPL2	E	4h8s_A	6647	94.10	1
CACYBP	E	2a26_A	1046.1	94.00	1
DYRK1A	E	4aze_A	380.6	93.98	2
ECH1	E	2vre_A	4717.6	93.92	1
PSAT1	E	3e77_A	2264.1	93.90	1
CHMP3	E	2gd5_A	1774.7	93.85	1
GMPR	E	2ble_A	3653.4	93.73	1
FIGNL1	E	3d8b_A	1967.4	93.56	1
SLK	E	2jfl_A	2724.9	93.54	1
UBR2	E	3ny3_A	254.8	93.33	2
LARP1	E	4zc4_A	957.7	93.21	1
PHGDH	E	2g76_A	3066.7	93.13	1
GNPDA1	E	1ne7_A	2542	93.08	1
SAP30	E	2ld7_A	1647.6	92.55	2
CTPS1	E	2vo1_A	2410.2	92.54	1
SRPRB	E	2go5_2	1037.6	92.52	7
KIRREL	E	4ofd_A	776.1	92.52	1
SUPT5H	E	3h7h_B	1484.1	92.45	2
RAE1	E	3mmy_A	1581.9	92.39	2
CAPZA1	E	2kxp_A	4170.4	92.36	3
NTMT1	E	5e1b_A	1161.8	92.12	2
POLB	E	3k75_D	593.1	92.06	2
SNX1	E	4fzs_A	2169.3	91.96	1
ANXA4	E	2zhj_A	179.1	91.93	1
DNM1L	E	3w6n_A	1714.5	91.76	1
PPME1	E	3c5w_P	1383.5	91.61	3
ETHE1	E	4chl_A	811.2	91.60	1
STX12	E	2nps_B	3171.3	91.55	4
YWHAQ	E	2btp_A	1400.1	91.41	2
ST13	E	4j8c_A	1163.2	91.30	1
AHNAK	E	4ftg_E	1210.5	90.91	3
PPP1R10	E	4moy_B	1745.2	90.91	2
PGM1	E	1c47_A	796.8	90.91	1
RRAGC	E	3llu_A	1470.1	90.82	1
RAB3B	E	3dz8_A	1632	90.58	1
GIT1	E	2w6a_A	1389.1	90.48	1
RNGTT	E	2c46_A	1276.4	90.46	1
UBQLN1	E	2jy6_B	578.9	90.38	2
HNRNPK	E	1zzj_A	1003.1	90.24	1
EPS8	E	1aoj_A	1976.8	90.00	1
AGPS	E	5adz_A	4015.8	89.82	1
BAG2	E	3cqx_C	2456.6	89.77	2
NIT2	E	2w1v_A	2090.9	89.49	1
HSPE1	E	4pj1_1	1908	89.47	2
APOA1BP	E	2o8n_A	1440.1	88.30	1
CUL2	E	4wqo_D	1270.7	87.63	4
GRHPR	E	2h1s_A	3061	87.50	1
TERF2IP	E	3k6g_A	1050.9	87.39	2
PPP4R3A	E	4wsf_A	695.3	86.89	2
UBE2I	E	3uip_A	2442	86.71	4
COX17	E	2l0y_B	618.9	86.57	2
RBM12	E	2ek1_A	572.9	86.32	1
TXNRD2	E	3dgz_A	4318.3	85.66	1
PCDHGC3	E	4zi8_A	1426.1	85.63	1
UCHL1	E	3kw5_A	1165.4	85.53	2
NUP153	E	3gj6_B	591.7	85.29	2
CYB5R3	E	1qx4_A	1090.3	85.04	1
PDIA6	E	3w8j_A	271.2	84.51	2
CPD	E	1qmu_A	1637.1	83.95	1
SLBP	E	4qoz_C	985.2	83.33	2
STX8	E	1gl2_D	2402.4	83.08	4
SNRPG	E	4pjo_G	2188.6	82.89	9
MRPS5	E	5aj3_E	8088.10000000001	82.79	33
WRNIP1	E	3vhs_A	402.2	82.76	1
OTUB1	E	3von_A	728.5	82.46	3
PRDX3	E	4mh3_A	2044.5	82.27	1
CLGN	E	3ici_C	462.8	81.58	2
DDT	E	1dpt_A	2273.7	81.20	1
FANCI	E	3s4w_A	3344.4	80.28	2
MPDZ	E	2iwq_A	1227.8	78.86	1
DFFA	E	1f2r_I	567.8	78.00	2
NOTCH2	E	3v79_K	1687.3	77.73	4
EIF6	E	2x7n_B	1292.8	75.45	3
EXOSC4	E	2nn6_B	3311	73.90	9
CTTN	E	2d1x_A	541.6	72.73	2
CAST	E	3bow_C	3580.2	71.58	3
