gene	struc	chn	decay.class	qtype	unq	tot	species	
ITLN2	4wmq	A	X	hom	1	3	human
DFNB31	1ufx	A	X	mon	1	1	human
DYNLRB2	1z09	A	X	hom	1	2	human
SFMBT2	1wjr	A	X	mon	1	1	human
SEPT8	2qag	B	E	het	3	6	human
NMRAL1	2wmd	A	X	hom	1	2	human
KIF23	3vhx	B	E	het	2	4	human
ZSCAN10	4e6s	A	X	hom	1	2	human
GSTT2	1ljr	A	X	hom	1	2	human
BLOC1S5-TXNDC5	3wgx	A	X	het	2	2	human
ENTPD2	4cd3	A	X	mon	1	1	human
CDKL2	4aaa	A	X	mon	1	1	human
ST8SIA3	5bo6	A	X	hom	1	2	human
PPP2R2D	3dw8	B	X	het	4	4	human
PHF19	4bd3	A	X	het	2	2	human
KRT2	3tnu	B	X	het	2	4	human
HMOX1	1ni6	A	E	hom	1	4	human
PTPN11	1aya	A	E	het	2	2	human
RAD9A	3a1j	A	X	het	3	3	human
FANCM	4drb	C	X	het	3	5	human
MEN1	3u88	A	X	het	3	3	human
BMX	2ys2	A	X	mon	1	1	human
TET2	4nm6	A	X	mon	1	1	human
TNNT2	1j1d	B	X	het	3	3	human
RP11-834C11.12	1ftz	A	X	mon	1	1	human
SCN5A	4dck	A	X	het	3	3	human
PPIAL4A	1m9e	A	X	het	2	2	human
EPOR	2jix	B	X	het	3	9	human
KLF7	2wbu	A	X	mon	1	1	human
PIK3R3	1fu5	A	X	het	2	2	human
USH1C	2kbs	A	X	het	2	2	human
SHC1	1shc	A	E	het	2	2	human
POU3F2	1pou	A	X	mon	1	1	human
DESI1	2wp7	A	X	hom	1	2	human
HDGFRP3	2nlu	A	X	hom	1	2	human
TRAF4	4k8u	A	X	hom	1	3	human
SMYD1	3n71	A	X	mon	1	1	human
PSAT1	3e77	A	E	hom	1	2	human
DUSP19	4d3q	A	X	hom	1	2	human
ROBO2	2v9t	A	X	het	2	2	human
CLDN2	4p5h	1	X	het	2	6	human
RP11-793H13.10	1t2k	D	X	het	3	4	human
ADRBK2	4mk0	A	X	het	3	3	human
RTN4R	3kj4	A	X	het	3	3	human
CHIT1	1waw	A	X	het	2	2	human
PDIA6	3w8j	A	E	het	2	2	human
RAB11B	4ojk	A	E	het	2	4	human
DEFB4A	1fd3	A	X	hom	1	2	human
HIST1H2BO	2xql	B	X	het	2	10	human
RYBP	3ixs	B	X	het	2	2	human
CTDSPL	2ghq	A	X	het	2	2	human
PARP2	1gs0	A	X	mon	1	1	human
EPHA6	4l0p	A	X	het	2	2	human
MAD2L2	4ext	C	X	het	3	3	human
DUSP15	1yz4	A	X	mon	1	1	human
SMAP2	2iqj	A	X	mon	1	1	human
PDK2	4mp7	A	X	hom	1	2	human
CHP1	2e30	A	U	het	2	2	human
TNK2	4ewh	A	X	hom	1	2	human
NTSR1	2lyw	A	X	het	2	2	human
AKR1B15	3qkz	A	X	mon	1	1	human
EFTUD1	5anb	K	E	het	11	11	human
GTF2IRD2	2d9b	A	X	mon	1	1	human
ISL2	1bw5	A	X	mon	1	1	human
EPHA3	3fxx	A	X	het	2	2	human
KRT6A	3tnu	B	X	het	2	4	human
XXbac-BPG246D15.9	4i0p	D	X	het	4	4	human
BCHE	3o9m	A	X	hom	1	4	human
TTLL7	4ylr	A	X	mon	1	1	human
THUMPD1	2dir	A	E	mon	1	1	human
EEF1B2	1b64	A	U	mon	1	1	human
ASS1	2nz2	A	X	hom	1	4	human
ARNT	2a24	B	X	het	2	2	human
MEF2C	1egw	A	X	hom	1	2	human
AMY1A	1xv8	A	X	hom	1	2	human
RBM47	2dis	A	X	mon	1	1	human
S100G	1ht9	A	X	hom	1	2	human
GLMN	4f52	E	U	het	3	3	human
SRC	3d7u	B	X	het	2	2	human
MKL1	2v52	M	X	het	2	2	human
CTSH	1nb3	A	X	het	3	3	human
NXF1	1oai	A	E	het	2	2	human
HINT1	3tw2	A	E	hom	1	2	human
CSNK2B	4md9	A	X	het	2	4	human
SPAST	3eab	A	X	het	2	2	human
LMNB1	3tyy	A	U	hom	1	2	human
GRB2	3n7y	A	E	het	2	4	human
CNGA1	3swf	A	X	hom	1	3	human
OBP2A	4run	A	X	mon	1	1	human
RUFY1	2cxl	A	E	mon	1	1	human
CHID1	3bxw	A	X	hom	1	2	human
RBM23	2jrs	A	X	mon	1	1	human
RP11-212D19.4	2m8h	A	X	mon	1	1	human
IKBKB	4e3c	A	E	hom	1	2	human
PPARD	1gwx	A	X	hom	1	2	human
FOXO6	4lg0	A	X	het	2	2	human
SMARCA1	2nog	A	U	hom	1	2	human
NLGN2	3bl8	A	X	hom	1	2	human
KCNE1	2k21	A	X	mon	1	1	human
TNS2	2loz	A	E	het	2	2	human
CHD1	5afw	A	E	het	2	2	human
AIMP1	4r3z	A	U	het	3	3	human
SYNCRIP	2dk2	A	U	mon	1	1	human
LAMA2	4yep	A	X	hom	1	2	human
WDR61	3ow8	A	E	mon	1	1	human
PPP3R2	1mf8	B	X	het	4	4	human
GFAP	1gk4	A	X	hom	1	2	human
ASB11	4uuc	A	X	mon	1	1	human
CRK	1ju5	A	X	het	3	3	human
SND1	3omc	A	U	het	2	2	human
EYA1	4egc	B	X	het	2	2	human
HOXC4	2r5z	A	X	het	2	2	human
F2R	3lu9	C	X	het	3	3	human
TPPP3	1wlm	A	X	mon	1	1	human
ALOX12	3d3l	A	X	mon	1	1	human
RFX1	1dp7	P	X	hom	1	2	human
SUGT1	1rl1	A	E	mon	1	1	human
DHRS4L2	3o4r	A	X	hom	1	4	human
KPNA1	4b18	A	U	het	2	2	human
SIRT5	4g1c	A	X	het	2	2	human
SMG6	2dok	A	X	mon	1	1	human
DRAP1	1jfi	A	N	het	3	3	human
HDX	2da4	A	X	mon	1	1	human
KIR3DS1	3vh8	G	X	het	4	4	human
AGAP1	3ihw	A	X	mon	1	1	human
PPIC	2esl	A	E	het	2	2	human
GLRA1	3jaf	A	X	hom	1	5	human
LDLR	3p5c	L	E	het	3	3	human
DNAJC10	3aps	A	U	mon	1	1	human
ALX1	3lnq	A	X	mon	1	1	human
GDF6	3evs	B	X	het	2	4	human
GCG	3iol	B	X	het	2	2	human
CRHR1	2l27	A	X	het	2	2	human
PSMA8	4r3o	D	X	het	14	28	human
DCK	1p60	A	X	hom	1	2	human
RGS12	2ebz	A	X	mon	1	1	human
ARPC4	3rse	F	U	het	8	8	human
HNRNPCL1	1txp	A	X	hom	1	4	human
IL22	3g9v	B	X	het	2	2	human
KMT2A	2msr	A	E	het	2	2	human
KIR2DL1	1im9	D	X	het	4	7	human
IGHV3-23	4uu9	A	X	het	3	3	human
ABCC1	4c3z	A	X	mon	1	1	human
MAT2B	4ndn	E	E	het	2	6	human
CECR1	3lgd	A	X	hom	1	2	human
TAT	3dyd	A	X	hom	1	2	human
HIST2H2BE	2xql	B	U	het	2	10	human
TXN	1auc	A	E	hom	1	2	human
STAM2	5crv	C	E	het	2	2	human
CHURC1	2jox	A	X	mon	1	1	human
LRP6	3sob	B	X	het	3	3	human
GMPS	2vxo	A	E	hom	1	2	human
DNAJC27	2ys8	A	X	mon	1	1	human
CUTC	3iwp	A	X	hom	1	4	human
PMS2	1ea6	A	X	mon	1	1	human
KCNJ12	3spi	A	X	hom	1	4	human
DIRAS2	2gf0	A	X	mon	1	1	human
RHOJ	2atx	A	X	mon	1	1	human
HSP90AA1	2bt0	A	E	hom	1	2	human
NR1D1	1a6y	A	X	hom	1	2	human
MLH1	4p7a	A	X	hom	1	2	human
DDTL	1dpt	A	X	hom	1	3	human
FZD8	1ijy	A	X	hom	1	2	human
MNAT1	1g25	A	U	mon	1	1	human
HIST1H2BK	2cv5	D	X	het	4	8	human
H1F0	4qlc	U	X	het	5	9	human
DUSP11	4nyh	A	X	mon	1	1	human
PSEN1	5fn4	B	X	het	5	5	human
KCNAB3	1qrq	A	X	hom	1	4	human
VAV3	2d86	A	X	mon	1	1	human
CCNDBP1	3ay5	A	E	mon	1	1	human
CD58	1qa9	B	X	het	2	2	human
UBE2G2	2lxp	A	X	het	3	3	human
H3F3B	2ktb	A	X	het	2	2	human
ZHX1	3nar	A	X	mon	1	1	human
CLCN5	2j9l	A	X	hom	1	6	human
IGLV2-14	4y5v	B	X	het	3	6	human
NEUROD2	2ql2	B	X	het	2	2	human
CNOT3	4c0g	A	X	hom	1	2	human
INPP5B	4cml	A	X	hom	1	3	human
HLA-DPA1	4p4k	A	X	het	4	4	human
STIM1	4o9b	A	X	hom	1	2	human
TJP1	3shw	A	X	het	2	2	human
MYH11	1br1	A	X	het	2	2	human
PHF8	3kv4	A	X	het	2	2	human
IL5RA	3va2	C	X	het	2	3	human
RAB43	2hup	A	X	mon	1	1	human
GSTM5	2f3m	A	X	hom	1	2	human
CAMK2A	1cdm	B	X	het	2	2	human
PABPN1L	3ucg	A	X	hom	1	2	human
ADAM10	2ao7	A	U	mon	1	1	human
EVX1	1jgg	A	X	hom	1	2	human
CCL23	1g91	A	X	mon	1	1	human
HKR1	5ei9	E	X	mon	1	1	human
KDM5D	2e6r	A	X	mon	1	1	human
STX17	4wy4	B	X	het	4	4	human
BCAP31	4jzl	A	U	hom	1	2	human
ZNF483	2ctu	A	X	mon	1	1	human
UBE2F	3fn1	B	X	het	2	2	human
NME1	2hvd	A	E	hom	1	6	human
HBG2	1fdh	G	X	het	2	4	human
SEC14L4	1olm	A	X	mon	1	1	human
DDRGK1	1wi9	A	U	mon	1	1	human
SLC9A5	2mdf	A	X	mon	1	1	human
S100A9	1irj	A	X	hom	1	2	human
HIST1H2BF	2cv5	D	X	het	4	8	human
METTL21A	4lec	A	X	mon	1	1	human
ATG13	5c50	B	X	het	2	2	human
PBX4	2r5y	B	X	het	2	2	human
IGKV1-16	1dql	L	X	het	2	2	human
DDX59	2yqp	A	X	mon	1	1	human
HIST1H2AD	2cv5	C	X	het	4	8	human
IST1	3jc1	Aa	U	het	2	68	human
IMPA2	2fvz	A	X	hom	1	2	human
PRPF31	3siv	B	X	het	2	4	human
ABLIM2	1wig	A	X	mon	1	1	human
TASP1	2a8i	A	X	hom	1	2	human
STAU2	1uhz	A	U	mon	1	1	human
RAB6A	3cwz	A	X	het	2	2	human
CADPS2	1wi1	A	X	mon	1	1	human
PA2G4	2q8k	A	U	mon	1	1	human
SUOX	1mj4	A	X	mon	1	1	human
HIST1H4G	4psx	C	X	het	4	4	human
PDCD10	3rqf	A	U	het	2	5	human
HSBP1	3ci9	A	U	hom	1	6	human
THBS2	1lsl	A	X	mon	1	1	human
POLN	4xvm	A	X	mon	1	1	human
STARD4	1jss	A	X	mon	1	1	human
ST14	1eaw	A	X	het	2	2	human
RGPD4	3bbp	D	X	het	2	4	human
OCLN	3g7c	A	X	mon	1	1	human
NR1I2	2o9i	A	X	het	2	2	human
SCML2	4edu	A	X	het	2	4	human
MT-CO3	2ybb	N	X	het	37	48	human
HMGB2	4qr9	A	E	hom	1	2	human
ITGAV	4o02	A	N	het	4	4	human
PI4K2A	4hnd	A	U	hom	1	16	human
GDF11	3sek	B	X	het	2	4	human
TUBA3C	4drx	A	X	het	3	3	human
HDHD2	2ho4	A	X	mon	1	1	human
KDM8	3uyj	A	X	hom	1	2	human
RFK	1q9s	A	E	mon	1	1	human
EHD4	2kff	A	U	het	2	2	human
FOXC2	1d5v	A	U	mon	1	1	human
GRIA4	4gpa	A	X	hom	1	2	human
IFIT5	4j0u	A	X	mon	1	1	human
CFAP36	4zi2	C	X	het	2	2	human
NUDT3	3mcf	A	X	mon	1	1	human
ZRANB2	1n0z	A	U	mon	1	1	human
RGPD5	3bbp	D	X	het	2	4	human
STOM	4fvf	A	X	hom	1	2	human
MYC	1nkp	A	X	het	2	2	human
SLC25A12	4p5x	A	X	hom	1	2	human
PKN1	1cxz	B	X	het	2	2	human
KDM7A	3kv9	A	X	mon	1	1	human
DDR2	2wuh	A	X	het	2	4	human
F7	2ec9	L	X	het	4	4	human
PPCS	1p9o	A	X	hom	1	2	human
BDNF	1b8m	A	X	het	2	2	human
POU2F3	1gt0	C	X	het	2	2	human
DIAPH2	2f31	B	X	het	2	2	human
EGR4	1p47	A	X	hom	1	2	human
MIF4GD	4jhj	A	X	het	2	4	human
RASL12	3c5c	A	X	mon	1	1	human
SULT1A4	1z28	A	X	hom	1	2	human
GINS1	2e9x	A	E	het	4	4	human
COMT	5fhr	A	U	hom	1	2	human
EDN3	1edn	A	X	hom	1	2	human
NOG	1m4u	A	X	het	2	4	human
MAN1A1	1nxc	A	X	mon	1	1	human
IGKV1D-43	2uzi	L	X	het	3	3	human
EIF5	2iu1	A	U	mon	1	1	human
CRYM	2i99	A	X	hom	1	2	human
CTNNA2	4ons	A	U	het	2	2	human
MRAS	3kko	A	X	mon	1	1	human
PABPC1L	2rqg	B	X	het	2	2	human
UGT2A2	2o6l	A	X	hom	1	2	human
PCDHA9	1wuz	A	X	mon	1	1	human
HIST2H4B	4zux	B	N	het	9	36	human
SGMS1	2d8c	A	X	mon	1	1	human
AGO1	1si2	A	X	hom	1	2	human
SMARCD1	1uhr	A	X	mon	1	1	human
ACTBL2	5afu	H	X	het	22	33	human
CLEC4D	2ls8	A	X	mon	1	1	human
G6PD	2bh9	A	E	hom	1	2	human
TPP1	3ee6	A	U	hom	1	2	human
XRCC6	1jeq	A	U	het	2	2	human
LCK	1bhf	A	X	het	2	2	human
TST	1rhd	A	X	mon	1	1	human
C9orf89	4fh0	A	X	mon	1	1	human
DPP7	3n0t	A	U	hom	1	2	human
PCCA	2jku	A	X	mon	1	1	human
DNTT	4qzi	A	X	mon	1	1	human
TRIM31	2ysj	A	X	mon	1	1	human
G3BP1	3q90	A	U	hom	1	2	human
TEAD1	3kys	A	E	het	2	2	human
FBXO30	2yre	A	X	mon	1	1	human
HLA-G	2d31	A	X	het	3	12	human
VAV2	4roj	A	E	het	2	2	human
SDC4	1ybo	C	X	het	2	4	human
DDAH1	3p8p	A	E	mon	1	1	human
NUP37	5a9q	2	U	het	10	304	human
LAMP3	4akm	A	X	mon	1	1	human
NAPRT	4yub	A	X	hom	1	2	human
MAPK8	1uki	A	X	het	2	2	human
EIF1B	4kzy	l	X	het	35	35	human
IL23A	4grw	A	X	het	5	5	human
EPM2A	4rkk	A	X	hom	1	2	human
MYLK	1cdl	E	U	het	2	2	human
CALR	3pos	A	U	mon	1	1	human
MMP16	1rm8	A	X	mon	1	1	human
PTPRG	3kld	B	X	het	2	2	human
SNRPB2	1a9n	B	U	het	2	2	human
RP4-608O15.3	3zd2	A	X	hom	1	2	human
CUL5	4jgh	D	E	het	4	4	human
RP11-468E2.4	5edv	A	X	het	3	4	human
FGA	3ghg	A	X	het	5	10	human
ZNF224	2eoq	A	X	mon	1	1	human
BCAM	2pf6	A	X	mon	1	1	human
XCL2	2nyz	D	X	het	2	4	human
IGKV1-27	1dql	L	X	het	2	2	human
CHP2	2bec	A	X	het	2	2	human
PPIL1	2x7k	A	X	het	2	2	human
GPCPD1	2z0b	A	X	mon	1	1	human
DEFB1	2plz	A	X	mon	1	1	human
PADI4	3apm	A	X	hom	1	2	human
YWHAZ	2o02	A	E	het	2	4	human
MMP10	3v96	B	X	het	2	2	human
TECPR1	4tq1	B	X	het	2	2	human
FDPS	4ga3	A	E	hom	1	2	human
KLHL40	4asc	A	X	mon	1	1	human
LGALS9B	3nv2	A	X	hom	1	3	human
FGF7	1qql	A	X	mon	1	1	human
MRC1	1egg	A	X	hom	1	2	human
RLBP1	4cj6	A	X	mon	1	1	human
PGAM4	4gpz	A	X	hom	1	2	human
RNF4	3ng2	A	X	hom	1	2	human
GNAI3	2ihb	A	U	het	2	2	human
KCNH7	4hqa	A	X	mon	1	1	human
KLF16	1va2	A	X	mon	1	1	human
COX17	2l0y	B	E	het	2	2	human
AHCYL1	3mtg	A	E	hom	1	4	human
KLF6	2wbu	A	X	mon	1	1	human
SYT3	1dqv	A	X	mon	1	1	human
DUSP13	2pq5	A	X	mon	1	1	human
ATP5J	4b2q	V	N	het	10	42	human
IRF8	2dll	A	X	mon	1	1	human
MERTK	2dbj	A	X	mon	1	1	human
IDH2	4ja8	A	U	hom	1	2	human
KCNH5	4llo	A	X	het	2	2	human
CDY2A	2fw2	A	X	hom	1	6	human
OASL	1wh3	A	X	mon	1	1	human
NADK	3pfn	A	X	hom	1	4	human
MAP4K4	4rvt	A	E	hom	1	2	human
HIST1H2AB	2cv5	C	X	het	4	8	human
POTEI	5afu	H	X	het	22	33	human
PCDHGA8	4zps	A	X	mon	1	1	human
SDHA	1zoy	A	N	het	4	4	human
KLKB1	4ogy	A	X	het	3	3	human
VPS25	3cuq	C	U	het	3	4	human
GABRG1	1mot	A	X	mon	1	1	human
AADAT	2qlr	A	X	hom	1	4	human
SEPT10	2qag	B	U	het	3	6	human
PNPO	1nrg	A	E	hom	1	2	human
TNPO3	4ol0	B	E	het	2	2	human
AIF1L	2jjz	A	X	mon	1	1	human
PDZD3	2v90	A	X	hom	1	6	human
IQGAP1	3i6x	A	U	hom	1	2	human
CRYGC	1elp	A	X	hom	1	2	human
MBD2	2l2l	B	X	het	2	2	human
CLEC2A	4iop	A	X	het	2	2	human
PPY	1tz5	A	X	mon	1	1	human
SUMO2	3uio	B	E	het	4	4	human
SFPQ	4wij	A	U	hom	1	2	human
CDH2	4nuq	A	U	hom	1	2	human
PTRH2	1q7s	A	U	mon	1	1	human
CEACAM7	4y89	A	X	hom	1	2	human
ARHGAP35	3fk2	A	E	mon	1	1	human
AL356585.3	5a5t	F	X	het	8	8	human
CR1	1ppq	A	X	mon	1	1	human
TRIM25	4cfg	A	X	hom	1	2	human
HLA-DQB2	1s9v	B	X	het	3	3	human
ZBP1	4ka4	A	X	hom	1	2	human
DNAJC30	2yua	A	X	mon	1	1	human
FLRT2	4v2c	A	X	het	2	2	human
EGR3	1p47	A	X	hom	1	2	human
AFG3L2	2lna	A	U	mon	1	1	human
EPHA1	2k1k	A	X	hom	1	2	human
B4GALT7	4irp	A	X	mon	1	1	human
PLAU	3ig6	B	X	het	2	2	human
KIR2DS5	1im9	D	X	het	4	7	human
ERI1	1zbh	A	X	hom	1	4	human
MARK2	1zmu	A	X	hom	1	2	human
IQGAP3	2rr8	A	E	mon	1	1	human
GU182355.5	4n8v	G	X	het	4	4	human
FOXM1	3g73	A	X	hom	1	2	human
RNF38	4v3l	C	X	het	3	4	human
ARL5B	2h16	A	X	hom	1	4	human
VSIG4	2ice	S	X	het	4	4	human
SPTAN1	3f31	A	U	hom	1	2	human
TUBB6	3j1t	C	N	het	3	3	human
WWOX	1wmv	A	X	mon	1	1	human
CD81	1iv5	A	X	hom	1	2	human
RRAS	2fn4	A	N	mon	1	1	human
GSTA3	2vcv	A	X	hom	1	2	human
IQCG	4m1l	B	X	het	2	2	human
CHKB	3lq3	A	X	hom	1	2	human
RDX	3x23	A	E	het	2	2	human
SLN	3w5a	C	X	het	2	3	human
ENDOV	4nsp	A	X	mon	1	1	human
ATF7	1t2k	D	X	het	3	4	human
RNASE8	2hky	A	X	mon	1	1	human
SCN2A	2kxw	B	X	het	2	2	human
LGALS1	3t2t	A	U	hom	1	2	human
DBT	2ihw	A	X	hom	1	24	human
XAF1	2lxw	A	X	mon	1	1	human
DCTN5	5adx	V	X	het	16	27	human
PNKP	2w3o	A	X	het	2	2	human
CRY1	4ct0	A	X	het	2	2	human
ZNF605	2lvt	A	X	mon	1	1	human
PPBP	1tvx	A	X	hom	1	4	human
BIRC6	3ceg	A	U	mon	1	1	human
HUWE1	2ekk	A	U	mon	1	1	human
HERPUD1	1wgd	A	X	mon	1	1	human
RUFY2	2cxl	A	X	mon	1	1	human
CHML	1ltx	R	X	het	4	4	human
ATP5C1	2w6h	G	N	het	5	9	human
BTBD1	3no8	A	X	mon	1	1	human
NLGN3	2wqz	A	X	het	2	2	human
ERCC5	5ekf	B	X	het	2	3	human
MMP7	2y6d	A	X	hom	1	4	human
UNC13C	3swh	A	X	mon	1	1	human
ITPKA	4upu	B	X	het	2	48	human
ABI1	3p8c	F	E	het	5	5	human
PLEKHA3	2kcj	A	X	mon	1	1	human
CD2AP	3aa6	C	U	het	3	3	human
POLM	2dun	A	X	mon	1	1	human
MS4A1	3pp4	P	X	het	3	3	human
PAK6	2odb	B	X	het	2	2	human
MAP2K5	2npt	A	X	het	2	2	human
MTPAP	3pq1	A	X	hom	1	2	human
NUDT4	3mcf	A	X	mon	1	1	human
FTCD	1qd1	A	X	hom	1	2	human
CDH20	1zvn	A	X	hom	1	2	human
RP4-576H24.4	4cmm	A	X	het	2	2	human
IGHV3OR16-9	2uzi	H	X	het	3	3	human
AP1G1	1w63	A	E	het	4	4	human
CAPN13	2i7a	A	X	hom	1	2	human
MKLN1	4oyu	A	X	hom	1	2	human
KCNJ6	3auw	B	X	het	2	8	human
PTPRB	2ahs	A	X	mon	1	1	human
PIP4K2B	1bo1	A	X	hom	1	2	human
PRND	1i17	A	X	mon	1	1	human
UBAP1	4ae4	A	X	hom	1	2	human
HNMT	1jqe	A	X	mon	1	1	human
SDHC	4ytp	C	X	het	4	4	human
TRBC2	2eyr	B	X	het	2	2	human
HIST1H2BE	2cv5	D	X	het	4	8	human
UQCRFS1	2ybb	E	U	het	37	48	human
MUS81	4p0q	A	X	het	2	2	human
UGT2B28	2o6l	A	X	hom	1	2	human
TTK	2x9e	A	X	hom	1	2	human
CGB8	1qfw	B	X	het	6	6	human
CHN1	1xa6	A	X	mon	1	1	human
PTGS2	3ntg	A	U	hom	1	2	human
SF3B2	2do5	A	U	mon	1	1	human
STIP1	1elr	A	E	het	2	2	human
EIF3J	3bpj	A	E	hom	1	2	human
HOXD13	2l7z	A	X	mon	1	1	human
FAS	3tje	F	X	het	3	3	human
IFNA14	4ypg	C	X	het	3	3	human
CELA2B	1bru	P	X	mon	1	1	human
RABGGTA	1ltx	A	X	het	4	4	human
IGLV1-51	4xvj	L	X	het	3	3	human
AC254995.1	3qm4	A	X	hom	1	2	human
COPS3	4d18	C	U	het	8	8	human
TOX	2co9	A	X	mon	1	1	human
HIST1H3H	1u35	A	X	het	4	8	human
CUL4B	4a0l	E	E	het	4	4	human
DMRTA2	4yj0	A	X	hom	1	3	human
TNRC6B	3ktp	B	X	het	2	2	human
COL4A3BP	4hhv	A	E	hom	1	2	human
PYDC1	4qob	A	X	mon	1	1	human
TBCA	1h7c	A	E	mon	1	1	human
DCLK1	2xrp	I	X	het	3	9	human
ATP5G3	5ara	J	X	het	11	22	human
CIAPIN1	4m7r	A	X	mon	1	1	human
MARCKS	1iwq	B	N	het	2	2	human
UBLCP1	1v5t	A	E	mon	1	1	human
TNC	2rbl	A	X	hom	1	2	human
SUV39H1	3mts	A	X	mon	1	1	human
ROBO1	3wih	A	X	het	3	3	human
CASQ2	2vaf	A	X	hom	1	2	human
CAB39	3gni	A	U	het	2	2	human
GUSB	1bhg	A	X	hom	1	4	human
TRDMT1	1g55	A	X	mon	1	1	human
CPEB3	2dnl	A	X	mon	1	1	human
CCL3L3	3h44	C	X	het	2	4	human
GSTA1	1pkw	A	X	hom	1	2	human
IFNA6	4z5r	D	X	het	3	3	human
CNN2	1wyn	A	E	mon	1	1	human
CCL8	1esr	A	X	hom	1	2	human
PVR	3j9f	9	U	het	7	420	human
TREX1	4ynq	A	X	hom	1	2	human
OXSR1	3dak	A	E	hom	1	4	human
GUCA2A	1o8r	A	X	mon	1	1	human
TNFRSF13B	1xu1	R	X	het	2	6	human
CYB5R3	1qx4	A	E	hom	1	2	human
MICAL3	2d88	A	X	mon	1	1	human
AKR1C2	4xo7	A	X	hom	1	2	human
KLF14	1va2	A	X	mon	1	1	human
SACS	3o10	A	U	hom	1	2	human
RNASE7	2hky	A	X	mon	1	1	human
PSMC4	2dvw	B	U	het	2	2	human
DR1	1jfi	B	E	het	3	3	human
EFEMP2	2kl7	A	X	mon	1	1	human
TMX1	1x5e	A	U	mon	1	1	human
ZBTB17	3m52	A	X	hom	1	2	human
R3HDM1	1whr	A	X	mon	1	1	human
TXN2	1uvz	A	X	hom	1	2	human
KHSRP	2hh3	A	U	mon	1	1	human
LIG1	1x9n	A	X	mon	1	1	human
EN2	3hdd	A	X	hom	1	2	human
PHC1	2l8e	A	X	mon	1	1	human
SCN1A	4djc	B	X	het	2	2	human
ZNF24	3lhr	A	X	hom	1	2	human
TNFAIP8L2	3f4m	A	X	mon	1	1	human
PPP2R5B	3fga	B	X	het	5	5	human
ETV6	2qb0	A	E	het	2	2	human
MYOT	2kkq	A	X	mon	1	1	human
TFE3	4ath	A	X	hom	1	2	human
MLXIPL	4gnt	B	X	het	2	4	human
PIK3R2	3l4q	C	X	het	2	2	human
UQCRQ	4d6t	G	X	het	9	10	human
MOB1A	4jiz	A	E	het	2	2	human
CPOX	2aex	A	U	hom	1	2	human
DCTPP1	2oig	A	X	hom	1	4	human
HIST2H2BF	2xql	B	X	het	2	10	human
PIK3CD	5dxu	A	X	het	2	2	human
FSTL3	3b4v	C	X	het	2	4	human
TAF1	4rgw	A	X	het	2	2	human
TRPM7	1ia9	A	X	hom	1	2	human
KCND3	2nz0	B	X	het	2	8	human
DEFA1	3gny	A	X	hom	1	4	human
PKP1	1xm9	A	X	mon	1	1	human
SOCS6	2vif	A	X	het	2	2	human
IL18RAP	3wo4	C	X	het	3	3	human
PPP4R3A	4wsf	A	E	het	2	2	human
CYP2R1	3czh	A	X	mon	1	1	human
AHNAK2	4cn0	A	E	hom	1	2	human
EPN3	1edu	A	X	mon	1	1	human
MBD1	4d4w	A	X	mon	1	1	human
GTF2E1	2rnr	A	X	het	2	2	human
CGRRF1	2ea5	A	X	mon	1	1	human
TUBA3D	4drx	A	X	het	3	3	human
MSTN	3sek	B	X	het	2	4	human
C1QC	2jg8	C	X	het	3	3	human
IGHV4-61	2eks	B	X	het	2	2	human
MSH3	3thw	B	U	het	2	2	human
CUX2	1wh6	A	X	mon	1	1	human
PRDM4	2l9z	A	X	mon	1	1	human
NR2F2	3cjw	A	X	hom	1	2	human
INPP5E	2xsw	A	X	mon	1	1	human
TNFSF4	2hev	F	X	het	2	6	human
DUSP26	2e0t	A	X	hom	1	2	human
JMJD1C	2ypd	A	E	mon	1	1	human
CLIP3	1whh	A	X	mon	1	1	human
COX7A1	2y69	J	X	het	13	13	human
PPARGC1A	3d24	B	X	het	2	4	human
KCNA10	1qdw	A	X	hom	1	4	human
PLRG1	4yvd	A	U	hom	1	2	human
HSH2D	2cs0	A	X	mon	1	1	human
EDC3	3d3k	A	X	hom	1	2	human
CA4	3fw3	A	X	mon	1	1	human
CHORDC1	2yrt	A	U	mon	1	1	human
IGKV3-7	4lrn	L	X	het	2	2	human
DNM1	3zys	C	X	het	3	72	human
EIF1AD	2dgy	A	X	mon	1	1	human
HIP1	3i00	A	X	hom	1	2	human
NR1I3	1xv9	B	X	het	3	4	human
TAX1BP3	2l4t	A	U	het	2	2	human
FAP	1z68	A	E	hom	1	2	human
DDX18	3ly5	A	U	mon	1	1	human
CHI3L2	4p8w	A	X	mon	1	1	human
GIMAP1	3v70	A	X	mon	1	1	human
ADA	1w1i	E	X	het	2	4	human
FAHD1	1saw	A	N	hom	1	2	human
ANGPT2	2gy7	A	X	het	2	2	human
SOX8	4euw	A	X	mon	1	1	human
PDZK1	3tmh	A	X	het	3	20	human
GRM7	3mq4	A	X	hom	1	2	human
ADGRL2	5afb	A	X	hom	1	4	human
ADRA2C	1hod	A	X	mon	1	1	human
UBE2C	4yii	U	E	het	2	2	human
SH3PXD2A	2ega	A	X	mon	1	1	human
DYRK1B	4aze	A	X	het	2	2	human
RBBP6	3ztg	A	X	hom	1	2	human
PMVK	3ch4	B	X	mon	1	1	human
MAP3K8	4y83	A	X	mon	1	1	human
GNG7	4mk0	G	X	het	3	3	human
ITGB3	3ze2	B	X	het	5	5	human
