gene	struc	chn	decay.class	qtype	unq	tot	species	
Nudt10	3mcf	A	X	mon	1	1	mouse
Socs5	2izv	A	X	het	3	3	mouse
Kcnt2	5a6e	C	X	het	4	4	mouse
Myo6	2x51	A	X	het	2	2	mouse
Rabif	2fu5	A	X	het	2	2	mouse
Nvl	2x8a	A	E	mon	1	1	mouse
Snf8	2zme	A	X	het	3	4	mouse
Camkk2	1ckk	B	E	het	2	2	mouse
Cct5	4b2t	E	N	het	8	16	mouse
Arhgap4	2epd	A	X	mon	1	1	mouse
Rbm19	2dgw	A	U	mon	1	1	mouse
Nod1	2nsn	A	X	hom	1	2	mouse
Ddah1	3p8p	A	U	mon	1	1	mouse
Adsl	4ffx	A	E	hom	1	4	mouse
Dock1	3l4c	A	E	mon	1	1	mouse
Dohh	4d4z	A	U	mon	1	1	mouse
Keap1	1x2r	A	U	het	2	2	mouse
BC051665	1icf	B	X	het	3	3	mouse
Sp7	1va1	A	X	mon	1	1	mouse
Zadh2	2x1h	A	X	mon	1	1	mouse
Zfand3	1x4w	A	X	mon	1	1	mouse
Leap2	2l1q	A	X	mon	1	1	mouse
Uqcrfs1	2ybb	E	X	het	37	48	mouse
Nog	1m4u	A	X	het	2	4	mouse
Zfhx4	2da1	A	X	mon	1	1	mouse
Rprd2	4flb	A	E	hom	1	2	mouse
Mrps2	5aj4	AB	E	het	83	83	mouse
Id3	2lfh	A	X	hom	1	2	mouse
Cbx4	5epl	A	X	het	2	2	mouse
Syn1	1pk8	A	X	hom	1	4	mouse
Nnmt	3rod	A	X	mon	1	1	mouse
Bptf	2f6j	A	X	het	2	4	mouse
Ndel1	2v66	B	X	hom	1	4	mouse
Ehd4	2kff	A	X	het	2	2	mouse
Atp1a4	3n23	A	X	het	3	3	mouse
Trav16	1nam	A	X	het	5	5	mouse
Plekho1	3aa1	C	X	het	3	3	mouse
Hagh	1qh3	A	E	hom	1	2	mouse
Atf2	1t2k	D	X	het	3	4	mouse
Ctsll3	1icf	B	X	het	3	3	mouse
Klk1	1sgf	A	X	het	3	6	mouse
Plk1	5dmv	C	E	het	2	2	mouse
Atp5f1	4b2q	T	N	het	10	42	mouse
Colec11	4yli	A	X	hom	1	3	mouse
Itgb2	2jf1	T	X	het	2	6	mouse
Ppih	1mzw	A	X	het	2	2	mouse
Gm6576	3jaj	SC	X	het	83	83	mouse
Decr2	4fc6	A	X	hom	1	4	mouse
Umps	3ewz	A	U	hom	1	2	mouse
Yes1	3d7u	B	X	het	2	2	mouse
St6gal1	4js2	A	X	mon	1	1	mouse
Ptpn5	2cjz	A	X	mon	1	1	mouse
Tia1	2cqi	A	E	mon	1	1	mouse
Klra10	1ja3	A	X	hom	1	2	mouse
Sla	2cud	A	X	mon	1	1	mouse
Tpsab1	2f9n	A	X	het	2	8	mouse
Fau	3jaj	Se	X	het	83	83	mouse
Rbbp7	3cfs	B	E	het	2	2	mouse
Mmp13	1xur	A	X	hom	1	2	mouse
Gria4	4gpa	A	X	hom	1	2	mouse
Nr2c1	3p0u	A	E	hom	1	2	mouse
Fhl3	2ehe	A	X	mon	1	1	mouse
Pax5	1k78	A	X	het	2	3	mouse
Rps27a	5a5b	9	U	het	35	35	mouse
Eps15	1f8h	A	E	het	2	2	mouse
Mcm10	3ebe	A	X	mon	1	1	mouse
Hspa5	3iuc	A	U	hom	1	2	mouse
Gm4737	1k0u	A	X	hom	1	4	mouse
Naa40	4u9w	A	X	het	2	2	mouse
Rpl7a-ps3	4v5z	Bf	X	het	50	50	mouse
Dab2	1m7e	A	E	het	2	2	mouse
Fam212a	4xbu	B	X	het	2	2	mouse
Bag2	3cqx	C	E	het	2	4	mouse
Ppfia2	3tad	A	X	het	2	2	mouse
Fabp3	3rsw	A	X	mon	1	1	mouse
Acadvl	3b96	A	N	hom	1	2	mouse
Nup214	3fhc	A	E	het	2	2	mouse
Slc25a31	1okc	A	X	mon	1	1	mouse
Axl	2c5d	C	X	het	2	4	mouse
Actg2	3w3d	A	X	het	2	2	mouse
Abhd5	5a4h	A	X	mon	1	1	mouse
B3gat1	1v82	A	X	hom	1	2	mouse
Ppp1r15a	4xpn	B	X	het	2	2	mouse
Cbx3	3dm1	A	U	het	2	2	mouse
Cox5b	2ybb	Q	X	het	37	48	mouse
F7	2ec9	L	X	het	4	4	mouse
Bmp7	1m4u	L	X	het	2	4	mouse
Vgll4	4ln0	C	X	het	2	3	mouse
Cndp1	3dlj	A	X	mon	1	1	mouse
Cetn2	2a4j	A	X	het	2	2	mouse
Kctd13	5fta	A	X	hom	1	4	mouse
Cdkn2a	1hn3	A	E	mon	1	1	mouse
Was	1cee	B	X	het	2	2	mouse
Cfp	1w0s	A	X	mon	1	1	mouse
Nek9	5de2	C	U	het	2	2	mouse
Myh13	2w4g	M	X	het	3	3	mouse
Pip5k1c	4tz7	A	E	hom	1	2	mouse
Ntsr1	4buo	A	X	het	2	2	mouse
Taf1	4rgw	A	X	het	2	2	mouse
Mpped2	3rl4	A	X	mon	1	1	mouse
Oprd1	4rwd	A	X	het	2	2	mouse
Txnl4b	3gix	A	X	hom	1	2	mouse
S100z	2y5i	A	X	hom	1	2	mouse
Setdb1	3dlm	A	E	mon	1	1	mouse
Cd48	2ptt	A	X	het	2	2	mouse
Cbx2	5epk	A	X	het	2	2	mouse
Hist1h4c	4zux	B	X	het	9	36	mouse
Mtmr6	2yf0	A	X	hom	1	2	mouse
Serpind1	1jmo	A	X	het	3	3	mouse
Ighv1-62-3	1a6v	H	X	het	2	2	mouse
Malt1	3v4l	A	X	het	2	4	mouse
Rwdd2b	2dax	A	X	mon	1	1	mouse
Trem1	1u9k	A	X	mon	1	1	mouse
Tnc	2rbl	A	X	hom	1	2	mouse
Dck	2a2z	A	U	hom	1	2	mouse
Gusb	1bhg	A	X	hom	1	4	mouse
Fcho2	2v0o	A	U	hom	1	2	mouse
Ppp2r4	4ny3	A	E	het	2	2	mouse
Ogt	1w3b	A	X	hom	1	2	mouse
Ikzf2	2ma7	A	X	mon	1	1	mouse
Mrpl55	3j9m	m	X	het	81	81	mouse
Il5	3b5k	A	X	hom	1	2	mouse
Ehd1	2kff	A	U	het	2	2	mouse
Hist1h2ai	2cv5	C	X	het	4	8	mouse
Ap2b1	2xa7	B	N	het	5	5	mouse
Rgs5	2crp	A	X	mon	1	1	mouse
Ggct	2pn7	A	X	hom	1	2	mouse
Anapc1	4ui9	A	U	het	18	23	mouse
Dok6	1j0w	A	X	mon	1	1	mouse
Cox6c	2ybb	T	X	het	37	48	mouse
Igfbp6	2jm2	A	X	mon	1	1	mouse
Akr1c13	3ln3	A	U	mon	1	1	mouse
Prkag1	4rew	G	N	het	3	3	mouse
Ddx41	2p6n	A	U	mon	1	1	mouse
Rbfox2	2err	A	X	mon	1	1	mouse
Lnpep	4pj6	A	U	hom	1	2	mouse
Bicd2	4ytd	A	E	hom	1	2	mouse
Pex14	4bxu	A	E	het	2	2	mouse
Rims2	2cjs	C	X	het	2	3	mouse
Foxd1	2hfh	A	X	mon	1	1	mouse
Actr2	4jd2	B	E	het	8	8	mouse
Kpna2	3knd	A	X	het	2	2	mouse
Asb9	3zkj	A	X	het	3	3	mouse
Iqgap1	3i6x	A	U	hom	1	2	mouse
Cfl1	3j0s	M	X	het	2	24	mouse
Sec23a	3egd	A	E	het	4	4	mouse
Zfyve27	1x4u	A	X	mon	1	1	mouse
ENSMUSP00000136814	4a8x	A	X	het	3	3	mouse
Hmgcll1	2cw6	A	X	hom	1	2	mouse
Rps27rt	3jaj	Sb	X	het	83	83	mouse
Myh10	1br1	A	E	het	2	2	mouse
Jag1	5bo1	A	X	het	3	3	mouse
Dstn	3j0s	M	E	het	2	24	mouse
Icam2	1j19	B	X	het	2	2	mouse
Mad1l1	4dzo	A	U	hom	1	2	mouse
Rbm17	2peh	A	X	het	2	2	mouse
Ero1l	3ahq	A	U	mon	1	1	mouse
Kcnj9	4kfm	A	X	het	3	12	mouse
Pbx4	2r5y	B	X	het	2	2	mouse
Ank2	4rlv	A	U	mon	1	1	mouse
Skp2	1ldk	E	E	het	5	5	mouse
Chchd7	2lqt	A	X	mon	1	1	mouse
Os9	3aih	A	U	mon	1	1	mouse
Cpa2	1dtd	A	X	het	2	2	mouse
Txndc5	3wgx	A	X	het	2	2	mouse
Cnot8	2d5r	A	X	het	2	2	mouse
E330021D16Rik	1zuo	A	X	mon	1	1	mouse
Angpt2	2gy7	A	X	het	2	2	mouse
L3mbtl2	3f70	A	X	hom	1	2	mouse
Acot1	3hlk	A	X	mon	1	1	mouse
Spint1	4isl	B	X	het	2	2	mouse
Epb4.1l2	1gg3	A	E	mon	1	1	mouse
Gemin2	3s6n	2	U	het	7	7	mouse
Phkg1	2phk	A	X	het	2	4	mouse
Acot4	3k2i	A	X	mon	1	1	mouse
Rfx3	1dp7	P	X	hom	1	2	mouse
Anapc10	5a31	L	X	het	18	23	mouse
Ythdf2	4rci	A	E	mon	1	1	mouse
Crlf2	4nn5	C	X	het	3	3	mouse
Psma7	3une	C	E	het	14	28	mouse
Pcdha4	1wuz	A	X	mon	1	1	mouse
Edf1	1x57	A	X	mon	1	1	mouse
Pip4k2b	1bo1	A	X	hom	1	2	mouse
Tsg101	3iv1	A	E	hom	1	4	mouse
Xpa	1xpa	A	X	mon	1	1	mouse
Lsm14b	2fb7	A	U	mon	1	1	mouse
Slk	2jfl	A	E	hom	1	2	mouse
Ppp5c	1a17	A	X	hom	1	4	mouse
Sumo3	2ckh	B	X	het	2	2	mouse
Adgrb3	4dlo	A	X	mon	1	1	mouse
Ubash3b	3mbk	A	X	hom	1	2	mouse
Pck1	2gmv	A	X	mon	1	1	mouse
Cox7a1	2ybb	U	X	het	37	48	mouse
Rbm39	4oo6	B	U	het	2	2	mouse
Gabbr1	4pas	A	X	het	2	2	mouse
Plbd1	4bwc	B	X	het	2	4	mouse
Hpca	1bjf	A	X	hom	1	2	mouse
H1fx	2lso	A	X	mon	1	1	mouse
Spta1	3lbx	A	X	het	2	2	mouse
Pdk1	2q8g	A	X	hom	1	2	mouse
Trp53bp1	4x34	A	X	het	2	2	mouse
Mrpl48	3j9m	f	X	het	81	81	mouse
Mgam	3ton	A	X	mon	1	1	mouse
Impa2	2fvz	A	X	hom	1	2	mouse
Ptpn18	4nnd	A	X	het	2	2	mouse
Ftmt	1r03	A	X	hom	1	24	mouse
Copg1	5a1v	E	N	het	8	26	mouse
Gna13	3cx7	A	E	het	2	2	mouse
M6pr	1c39	A	E	hom	1	2	mouse
Cdh3	4nqq	A	X	hom	1	2	mouse
Rcor3	4czz	B	X	het	2	2	mouse
Taok3	1u5r	A	X	mon	1	1	mouse
Fkbp14	4msp	A	X	hom	1	2	mouse
Nr5a2	1zh7	A	X	het	2	2	mouse
Whsc1l1	4rxj	A	X	hom	1	2	mouse
Igkv4-68	3ab0	C	X	het	3	3	mouse
Prpf38a	4rz9	A	N	mon	1	1	mouse
Smad5	3kmp	A	E	hom	1	2	mouse
Trim25	4cfg	A	U	hom	1	2	mouse
Rps7	3jaj	SH	N	het	83	83	mouse
Ifna7	3oq3	A	X	het	2	2	mouse
Pip4k2a	2ybx	A	X	hom	1	2	mouse
Alkbh2	4mg2	A	X	mon	1	1	mouse
Eif3h	5a5t	H	N	het	8	8	mouse
Cabp1	2lap	A	X	mon	1	1	mouse
Cyp2b23	3g5n	A	X	hom	1	4	mouse
Prnp	4ma7	A	X	het	3	3	mouse
Nr1h3	2acl	B	X	het	2	2	mouse
Ucn3	2rmh	A	X	mon	1	1	mouse
Acyp2	1aps	A	X	mon	1	1	mouse
Anks1	2lmr	A	X	mon	1	1	mouse
Casp7	2ql5	B	X	het	4	7	mouse
Dock8	3vhl	A	X	het	2	2	mouse
Col3a1	3dmw	A	X	hom	1	3	mouse
Fancm	4m6w	A	X	het	2	2	mouse
Mapk11	4tyh	B	X	het	2	2	mouse
Rplp1	2lbf	A	U	het	2	2	mouse
Fgg	3bvh	C	X	het	4	7	mouse
Aox1	4uhx	A	X	hom	1	2	mouse
BC035947	1mof	A	X	hom	1	3	mouse
Smap2	2iqj	A	X	mon	1	1	mouse
Mapk8	1uki	A	X	het	2	2	mouse
Fzr1	4ui9	R	U	het	18	23	mouse
Pigr	1xed	A	X	mon	1	1	mouse
Tle2	2ce8	A	X	het	2	3	mouse
Gtf2e1	2rnr	A	X	het	2	2	mouse
Mknk1	2hw7	A	X	mon	1	1	mouse
Polr3f	2dk5	A	X	mon	1	1	mouse
Ddx58	3lrn	A	U	hom	1	2	mouse
Pkm	4g1n	A	E	hom	1	4	mouse
Hecw1	3l4h	A	X	mon	1	1	mouse
Lbp	4m4d	A	X	mon	1	1	mouse
Doc2b	4mjj	A	X	mon	1	1	mouse
Gna12	1zca	A	X	mon	1	1	mouse
Cdh24	2a4c	A	X	hom	1	2	mouse
Hspa1a	1xqs	C	X	het	2	2	mouse
Reln	3a7q	A	X	het	2	2	mouse
Gnai1	4g5q	A	X	het	2	2	mouse
Ighv3-1	2a0l	D	X	het	3	12	mouse
Fkbp5	4drh	A	X	het	2	2	mouse
Grb7	4x6s	A	X	het	2	2	mouse
Lin7a	2dkr	A	X	mon	1	1	mouse
Htra1	3nwu	A	X	hom	1	3	mouse
Gm5900	1vet	A	X	het	2	2	mouse
Thyn1	3eop	A	X	mon	1	1	mouse
Cbr3	4z3d	A	E	hom	1	2	mouse
Hoxd13	2l7z	A	X	mon	1	1	mouse
Stag1	4pjw	A	U	het	2	2	mouse
Arpc5l	4xf2	G	X	het	7	7	mouse
Sp4	1va2	A	X	mon	1	1	mouse
Nup153	3ch5	B	X	het	2	8	mouse
Mterf1a	3n6s	A	X	mon	1	1	mouse
Zic3	2ej4	A	X	mon	1	1	mouse
Grip1	1n7f	A	X	het	2	4	mouse
Il2rg	2b5i	C	X	het	4	4	mouse
Aurkb	4af3	A	E	het	2	2	mouse
Esco1	4mxe	A	X	hom	1	2	mouse
Gm2046	3zjy	C	X	het	3	3	mouse
Cyp2c38	1dt6	A	X	mon	1	1	mouse
Myl12a	3j04	B	N	het	3	6	mouse
Grb2	3n7y	A	E	het	2	4	mouse
Hist4h4	4zux	B	X	het	9	36	mouse
Rab4a	1z0k	A	X	het	2	2	mouse
Eme1	2zix	B	X	het	2	2	mouse
Mtss1	2d1l	A	X	hom	1	2	mouse
Ggps1	2q80	A	X	hom	1	6	mouse
Tom1l1	3rru	A	X	mon	1	1	mouse
Dld	1zy8	A	U	het	2	3	mouse
Vamp7	2vx8	A	U	hom	1	2	mouse
Cldn15	4p79	A	X	mon	1	1	mouse
Pspc1	3sde	A	U	het	2	2	mouse
Fxn	3s5d	A	X	hom	1	2	mouse
Tlr6	3a79	B	X	het	3	3	mouse
Psat1	3e77	A	N	hom	1	2	mouse
Eci1	1xx4	A	E	hom	1	3	mouse
Raver1	3h2v	E	E	het	2	2	mouse
4931431F19Rik	1vej	A	X	mon	1	1	mouse
Ebf4	3muj	A	X	hom	1	2	mouse
Gm4781	3ulh	A	X	hom	1	2	mouse
Ppard	1gwx	A	X	hom	1	2	mouse
Smarcal1	4mqv	B	X	het	2	2	mouse
Kcnk10	4xdl	A	X	hom	1	2	mouse
Ubtf	1v63	A	U	mon	1	1	mouse
G3bp2	5drv	A	E	het	2	4	mouse
Lman2	2e6v	A	U	mon	1	1	mouse
Cycs	2ybb	Y	X	het	37	48	mouse
Smad2	1u7v	A	E	het	2	3	mouse
Qpctl	3pb9	X	X	mon	1	1	mouse
Gstm6	2f3m	A	X	hom	1	2	mouse
Enpep	4kx8	A	X	het	2	2	mouse
Sms	3c6k	A	X	hom	1	2	mouse
Ldb3	1wjl	A	X	mon	1	1	mouse
Eya1	4egc	B	X	het	2	2	mouse
Piwil2	3qir	A	X	hom	1	2	mouse
Gpx3	2r37	A	X	hom	1	2	mouse
Rap1a	1c1y	A	X	het	2	2	mouse
Cdc34	4mdk	A	X	het	2	2	mouse
Grb14	2auh	B	X	het	2	2	mouse
Mt2	4mt2	A	X	hom	1	2	mouse
Prim1	4rr2	A	N	het	2	2	mouse
Pde9a	4gh6	A	X	hom	1	2	mouse
Uqcrh	1bcc	H	X	het	10	20	mouse
Trim30d	2ecw	A	X	mon	1	1	mouse
Suclg2	4xx0	B	U	het	2	2	mouse
Nlrp3	3qf2	A	X	mon	1	1	mouse
Runx1t1	4jol	A	X	het	2	4	mouse
Gm20390	1nsk	L	X	hom	1	6	mouse
Aida	2qzq	A	X	mon	1	1	mouse
Myh7b	4db1	A	X	mon	1	1	mouse
Smarcc2	2yus	A	U	mon	1	1	mouse
Numb	1ddm	A	E	het	2	2	mouse
Mup19	3kfi	A	X	mon	1	1	mouse
Pde8a	3ecn	A	X	mon	1	1	mouse
Tmem173	4jc5	A	X	hom	1	2	mouse
Lck	2iim	A	X	hom	1	2	mouse
Gna14	5do9	A	X	het	2	2	mouse
Slc9a3r2	2d11	E	X	het	2	2	mouse
Lrp8	3a7q	B	X	het	2	2	mouse
Mrpl57	3j9m	o	X	het	81	81	mouse
Ilf2	4at7	A	N	het	2	2	mouse
Rab18	1x3s	A	U	mon	1	1	mouse
Etv4	4co8	A	X	hom	1	2	mouse
Snx17	4tkn	A	U	het	2	2	mouse
Me1	3wja	A	E	hom	1	4	mouse
Polr2j	5flm	K	X	het	12	12	mouse
Reps2	1fi6	A	X	mon	1	1	mouse
Flrt2	4v2c	A	U	het	2	2	mouse
Mettl21b	4qpn	A	X	mon	1	1	mouse
Etv1	4avp	A	X	hom	1	2	mouse
Myt1l	2jyd	A	X	mon	1	1	mouse
Calcrl	3aqf	B	X	het	2	2	mouse
Pkmyt1	3p1a	A	X	mon	1	1	mouse
Runx1	1io4	C	E	het	3	4	mouse
Ifna16	3oq3	A	X	het	2	2	mouse
Igfbp1	2dsq	G	X	het	3	3	mouse
Setd3	3smt	A	X	mon	1	1	mouse
Prlr	1f6f	B	X	het	2	3	mouse
Kdm5c	2e6r	A	X	mon	1	1	mouse
Srgap1	2dl8	A	X	mon	1	1	mouse
Dmap1	3hm5	A	U	mon	1	1	mouse
Mospd2	1wic	A	U	mon	1	1	mouse
Psmf1	4ouh	A	X	hom	1	4	mouse
Hdgf	2nlu	A	E	hom	1	2	mouse
Adam10	2ao7	A	X	mon	1	1	mouse
Chek1	2e9v	A	X	hom	1	2	mouse
Prdx2	1qmv	A	X	hom	1	10	mouse
Dok2	2d9w	A	X	mon	1	1	mouse
Dazl	2xsf	A	X	mon	1	1	mouse
Capza2	5afu	K	U	het	22	33	mouse
Fbll1	2ipx	A	E	mon	1	1	mouse
Igkv17-121	1i8i	A	X	het	3	3	mouse
Gnai3	4g5r	A	U	het	2	2	mouse
Hopx	1uhs	A	X	mon	1	1	mouse
Rpl34	4v6x	Cg	X	het	82	84	mouse
Gm4950	3unb	I	X	het	14	28	mouse
Cyb5b	1awp	A	X	hom	1	2	mouse
Rragd	3llu	A	X	hom	1	4	mouse
Efnb2	2hle	B	X	het	2	2	mouse
Cers5	2cqx	A	U	mon	1	1	mouse
Kank2	4hbd	A	U	mon	1	1	mouse
Stat4	1bgf	A	X	hom	1	2	mouse
Gpsm1	3ro2	A	X	het	2	2	mouse
Actr1b	5afu	A	N	het	22	33	mouse
Rps14	3jaj	SO	N	het	83	83	mouse
Slit1	2v9t	B	X	het	2	2	mouse
Hivep2	4znf	A	X	mon	1	1	mouse
Limk1	3s95	A	X	mon	1	1	mouse
Egr3	1p47	A	U	hom	1	2	mouse
Prss12	2k51	A	X	mon	1	1	mouse
Tra2b	2kxn	B	U	mon	1	1	mouse
Setd8	2bqz	A	X	het	2	2	mouse
Cyp2b13	5e58	A	X	mon	1	1	mouse
Sox15	1gt0	D	X	het	2	2	mouse
Kctd10	5fta	A	U	hom	1	4	mouse
Nup50	2c1m	B	E	het	2	2	mouse
Rhod	2j1l	A	X	mon	1	1	mouse
Dnmt1	4yoc	A	X	het	2	2	mouse
Riok1	4otp	A	X	mon	1	1	mouse
Hmgb3	4qr9	A	E	hom	1	2	mouse
Gm10260	3jaj	SS	X	het	83	83	mouse
Ccl5	1hrj	A	X	hom	1	2	mouse
Sord	3qe3	A	E	hom	1	4	mouse
Hcrt	1cq0	A	X	mon	1	1	mouse
Sh3pxd2a	2egc	A	X	mon	1	1	mouse
Tfb1m	4gc9	A	X	mon	1	1	mouse
Gnaq	4gnk	A	U	het	2	2	mouse
Txnrd3	3ean	A	X	hom	1	2	mouse
Diap1	3obv	E	E	het	2	4	mouse
Clec4b2	3vyk	A	X	mon	1	1	mouse
Hdhd3	3k1z	A	X	mon	1	1	mouse
Kifc3	2h58	A	X	mon	1	1	mouse
Trio	2nz8	B	E	het	2	2	mouse
Kmt2b	5f6l	A	X	het	3	3	mouse
Izumo1r	5ejn	A	X	mon	1	1	mouse
Wnk3	3fpq	A	X	hom	1	2	mouse
Cxxc5	5exh	C	X	mon	1	1	mouse
Shfm1	1iyj	A	X	het	2	2	mouse
Crabp2	1cbq	A	X	hom	1	3	mouse
Pcyt1b	1pei	A	X	mon	1	1	mouse
Cic	4j2j	D	X	het	2	2	mouse
Glra4	3jaf	A	X	hom	1	5	mouse
Kif3b	3b6u	A	E	hom	1	2	mouse
Pard6b	1nf3	C	X	het	2	2	mouse
Fbxl21	4i6j	B	X	het	3	3	mouse
Ifnar1	3wcy	A	X	het	2	2	mouse
Tlr4	2z64	A	X	het	2	2	mouse
Hmgcs1	2p8u	A	U	hom	1	2	mouse
Ccs	1do5	A	X	hom	1	2	mouse
Arhgap35	3fk2	A	U	mon	1	1	mouse
Zfp521	2mdg	A	X	mon	1	1	mouse
Oscar	5cjb	A	X	het	2	4	mouse
Dnajb8	2dmx	A	X	mon	1	1	mouse
Ggt1	4z9o	B	X	het	2	2	mouse
Gpx4	2gs3	A	U	mon	1	1	mouse
Med25	2l6u	A	X	mon	1	1	mouse
Acpp	1rpa	A	X	hom	1	2	mouse
Wif1	2ygq	A	X	hom	1	3	mouse
Dnmbp	4cc2	A	X	het	2	2	mouse
Fchsd2	2dl7	A	X	mon	1	1	mouse
Crat	1s5o	A	X	mon	1	1	mouse
Erp44	2r2j	A	E	mon	1	1	mouse
Mbd3	2l2l	B	U	het	2	2	mouse
Zscan21	3lhr	A	X	hom	1	2	mouse
Rab27b	2zet	A	X	het	2	2	mouse
Rufy2	2yw8	A	X	mon	1	1	mouse
Rab3a	1zbd	A	X	het	2	2	mouse
Nt5e	4h1s	A	X	hom	1	2	mouse
Arhgef12	2os6	A	X	het	2	2	mouse
Atat1	4pk3	A	X	het	2	2	mouse
Rpl28	4v6x	Cr	X	het	82	84	mouse
4732456N10Rik	3tnu	B	X	het	2	4	mouse
Hmgb1	2ly4	A	E	het	2	2	mouse
Tbrg1	2wzo	A	X	hom	1	2	mouse
Igkv4-55	3ab0	C	X	het	3	3	mouse
Polr2f	5flm	F	X	het	12	12	mouse
Pwwp2b	4ld6	A	X	mon	1	1	mouse
Myl9	3j04	B	X	het	3	6	mouse
Neurod1	2ql2	B	X	het	2	2	mouse
Sin3a	1g1e	B	U	het	2	2	mouse
Nsa2	2mvf	A	E	mon	1	1	mouse
Cldn2	4p5h	1	X	het	2	6	mouse
Atp2b1	1cff	B	U	het	2	2	mouse
Ube2dnl1	4a4b	C	X	het	3	3	mouse
Rab21	2ot3	B	E	het	2	2	mouse
Rab6b	3cwz	A	X	het	2	2	mouse
Baz2b	4qc3	A	X	het	2	2	mouse
Igkv5-48	1c08	A	X	het	3	3	mouse
Nudt3	3mcf	A	X	mon	1	1	mouse
Bcap29	4w7y	A	X	hom	1	2	mouse
Phf12	2lkm	A	X	het	2	2	mouse
Gm7808	3jaj	m	X	het	83	83	mouse
Polg	3ikm	A	X	het	2	3	mouse
Ctnnbip1	1t08	B	X	het	3	3	mouse
Crhr1	2l27	A	X	het	2	2	mouse
Plcb2	2fju	B	X	het	2	2	mouse
Stk3	5brm	G	U	het	2	15	mouse
Ndst3	1nst	A	X	mon	1	1	mouse
Ube2n	4dhj	C	E	het	3	3	mouse
Cdk7	1ua2	A	E	mon	1	1	mouse
Bicc1	4rqn	A	X	mon	1	1	mouse
Cdyl	2gtr	A	X	hom	1	3	mouse
Vwf	1u0o	C	X	het	3	3	mouse
Cnn3	1h67	A	E	mon	1	1	mouse
C1ql3	4qqh	A	X	hom	1	3	mouse
Klk1b11	1sgf	G	X	het	3	6	mouse
Akr1b7	1ef3	A	X	hom	1	2	mouse
Insl5	2kbc	B	X	het	2	2	mouse
Igkv5-45	1c08	A	X	het	3	3	mouse
Gm10263	4v6x	Ac	X	het	82	84	mouse
Ppp2r5a	3fga	B	X	het	5	5	mouse
Tnrc6b	3ktp	B	E	het	2	2	mouse
Hadh	2hdh	A	U	hom	1	2	mouse
Cstf2	2j8p	A	E	mon	1	1	mouse
Klk1b3	1sgf	G	X	het	3	6	mouse
Rpl24	3jaj	W	N	het	83	83	mouse
Dvl2	3fy5	A	X	hom	1	2	mouse
Arl8a	2al7	A	X	mon	1	1	mouse
Cntn3	3kld	A	X	het	2	2	mouse
Opn1sw	1fdf	A	X	mon	1	1	mouse
Parp16	4f0d	A	X	mon	1	1	mouse
Gm5449	4pjo	D	X	het	9	9	mouse
Tnnc1	1lxf	C	X	het	2	2	mouse
Tnfsf18	2qdn	A	X	hom	1	2	mouse
Mavs	4ghu	B	X	het	2	6	mouse
Sap30l	2kdp	A	X	mon	1	1	mouse
Rnaseh2b	3p5j	B	X	het	3	3	mouse
Sirpb1c	2yz1	A	X	mon	1	1	mouse
Aldh3a1	1ad3	A	X	hom	1	2	mouse
Sgsm1	4qxa	B	X	het	2	2	mouse
Hist1h4f	4zux	B	X	het	9	36	mouse
Dnmt3b	2qrv	A	X	het	2	4	mouse
Bche	3o9m	A	X	hom	1	4	mouse
Nradd	2ib1	A	E	mon	1	1	mouse
Gmeb2	1oqj	A	X	mon	1	1	mouse
Dusp2	3ezz	A	X	hom	1	24	mouse
Dguok	2ocp	A	X	hom	1	2	mouse
Ltf	2bjj	X	X	mon	1	1	mouse
Mutyh	1x51	A	X	mon	1	1	mouse
Gm8764	3ulh	A	X	hom	1	2	mouse
Mkl1	2v52	M	N	het	2	2	mouse
H2-Q7	1k8d	A	X	het	3	3	mouse
Grm7	3mq4	A	X	hom	1	2	mouse
Baz1b	1f62	A	N	mon	1	1	mouse
Vcl	3rf3	A	E	het	2	2	mouse
Racgap1	3wps	A	E	hom	1	2	mouse
Fgfr1op	2d68	A	X	hom	1	2	mouse
Gm5612	2k6q	A	X	het	2	2	mouse
Sgk1	3hdn	A	X	mon	1	1	mouse
Scn4a	4djc	B	X	het	2	2	mouse
Shmt2	4pvf	A	U	hom	1	4	mouse
Mrps5	5aj4	AE	U	het	83	83	mouse
Ighv14-2	3jau	H	X	het	3	180	mouse
Stat5a	1y1u	A	X	hom	1	2	mouse
Diras2	2gf0	A	X	mon	1	1	mouse
Folr1	4kn2	A	X	mon	1	1	mouse
Txnrd2	3dgz	A	X	hom	1	2	mouse
Gm5428	3jag	E	X	het	80	80	mouse
Rit2	4klz	A	X	mon	1	1	mouse
Ddx19b	3fhc	B	X	het	2	2	mouse
Usp37	3u12	A	E	mon	1	1	mouse
Actn1	1ydi	B	E	het	2	2	mouse
Dctn2	5afu	d	U	het	22	33	mouse
Zfp825	1v65	A	X	mon	1	1	mouse
Fasn	4w9n	A	N	hom	1	2	mouse
Slc25a4	1okc	A	U	mon	1	1	mouse
Klk7	3bsq	A	X	mon	1	1	mouse
Mecp2	1ub1	A	X	mon	1	1	mouse
Mtor	1fap	B	U	het	2	2	mouse
Sdr39u1	4b4o	A	X	mon	1	1	mouse
Shank3	1q3p	A	X	het	2	4	mouse
Prkaa2	4red	A	X	hom	1	4	mouse
Zic2	2ej4	A	X	mon	1	1	mouse
Car2	1g6v	A	X	het	2	2	mouse
