Gene	Class	PDB chain	Interface size	Seqid	Unique subunits
Nde1	U	2v66_B	4764.8	74.77	1
Rab10	U	3qbt_A	1238.5	74.71	2
Slc25a13	U	4p5w_A	2247.7	74.45	1
Ska3	U	4aj5_1	4431.1	74.26	3
Vps4b	U	2jqk_A	426.1	74.16	2
Dock7	U	3vhl_A	2223.5	73.96	2
Atp6v1b2	U	3j9t_B	7239.8	73.89	11
Prpsap1	U	2ji4_A	2807	73.88	1
Sec24b	U	3egd_B	2035.2	73.80	4
Creg1	U	1xhn_A	1883	73.37	1
Mrps2	U	5aj3_B	5002	73.36	33
Numb	U	1ddm_A	619.2	73.33	2
Ehd4	U	2kff_A	247.4	73.33	2
Gstt3	U	2c3n_A	1627	73.28	1
Ppp2r5e	U	2nyl_B	1574.8	72.94	4
Tnrc6a	U	3ktp_B	652.9	72.73	2
Kif2a	U	4ubf_A	1406.9	72.09	2
Pip5k1c	U	4tz7_A	897.2	72.08	1
Hars2	U	4g84_A	4274.9	71.77	1
Tfam	U	3fgh_A	1059.7	71.64	1
Rbm38	U	2mgz_B	882.2	71.43	2
Myh14	U	3j04_A	4438.4	71.40	3
Spty2d1	U	5bs7_E	1718.1	71.30	3
Fxr1	U	4ova_A	967.3	71.29	1
Vamp7	U	2vx8_A	2004	71.01	1
Atad2b	U	4qut_A	1026	70.77	2
Ubr1	U	3ny3_A	254.8	70.67	2
Dstn	U	3j0s_M	2112.8	70.48	2
Nifk	U	2aff_B	1459.1	70.45	2
Akr1b10	U	1ef3_A	855.5	70.16	1
Maff	U	3a5t_A	1605.9	70.09	1
Rps9	E	4kzy_J	4724.5	100.00	35
Rps29	E	4kzy_d	3203.2	100.00	35
Psmb7	E	3unb_H	5419.2	100.00	14
Psmb8	E	3unf_K	3621.4	100.00	14
Snrpe	E	4pjo_E	2113	100.00	9
Hist1h3b	E	2f8n_A	5011.5	100.00	6
Etf1	E	5a8l_Q	5148.3	100.00	5
Ube2i	E	3uip_A	2442	100.00	4
Rbm8a	E	2hyi_B	1290.3	100.00	4
Sumo1	E	3uip_B	1299.2	100.00	4
Casc3	E	2hyi_D	2509.1	100.00	4
Ncoa1	E	1rdt_B	549.4	100.00	4
Uchl5	E	4wlr_A	3141.1	100.00	3
Dnm1	E	2aka_B	955.4	100.00	3
Ppp2ca	E	2ie3_C	1479.5	100.00	3
Rela	E	1ikn_A	1860.1	100.00	3
Arf6	E	4fme_C	831.6	100.00	3
Ube2l3	E	1fbv_C	943.7	100.00	3
Cbfb	E	3wtx_B	1159.6	100.00	3
Adrm1	E	4wlr_B	2306.2	100.00	3
Nedd8	E	1r4m_I	1667.2	100.00	3
Amfr	E	2lxp_C	679.3	100.00	3
Cd2ap	E	3aa6_C	1479.1	100.00	3
Wasf2	E	2a40_C	857.3	100.00	3
Pqbp1	E	4bws_B	727.3	100.00	3
Igf1r	E	4xss_F	957.7	100.00	3
Stxbp3	E	3puk_A	610.2	100.00	2
Diap1	E	3obv_E	5274.8	100.00	2
Gphn	E	2fts_A	4150.6	100.00	2
Gsk3b	E	4b7t_A	962.3	100.00	2
Ccna2	E	4i3z_B	1698.8	100.00	2
Vcl	E	3rf3_A	1149.1	100.00	2
Plk1	E	5dmv_C	709.5	100.00	2
Ywhag	E	2b05_A	1349	100.00	2
Klc2	E	3zfw_A	699.3	100.00	2
Plcg1	E	3gqi_B	1060.2	100.00	2
Nudt21	E	3q2s_A	2187.9	100.00	2
Smad2	E	1u7v_A	2446.1	100.00	2
Smad3	E	1u7f_A	2432.3	100.00	2
Cdc42	E	3eg5_A	1369	100.00	2
Ube2b	E	2ybf_A	998.2	100.00	2
Prkar2b	E	3idb_B	1472.9	100.00	2
Enah	E	1evh_A	319.7	100.00	2
Tax1bp3	E	4nnm_A	539.1	100.00	2
Vps36	E	2dx5_A	468	100.00	2
Nsfl1c	E	1s3s_G	902.5	100.00	2
Grb2	E	3n7y_A	1386.8	100.00	2
Ikbkg	E	3jsv_C	2658	100.00	2
Hmgb1	E	2ly4_A	740.5	100.00	2
Lims1	E	2kbx_B	622.1	100.00	2
Clip1	E	3rdv_A	407.3	100.00	2
Ppp1r2	E	2o8a_I	2331	100.00	2
Csk	E	1jeg_A	565.5	100.00	2
Nup62	E	3t97_A	2059.3	100.00	2
Cnot4	E	1ur6_B	810.5	100.00	2
Gga1	E	1j2j_B	634.3	100.00	2
Zfyve9	E	1dev_B	1370.1	100.00	2
Stk38	E	1psb_C	819.8	100.00	2
Bax	E	2xa0_C	1208.7	100.00	2
Fblim1	E	2k9u_B	613.6	100.00	2
Bid	E	2voi_B	924.4	100.00	2
Gpsm2	E	4g5r_E	1319.3	100.00	2
Gspt1	E	2rqh_A	680	100.00	2
Chmp4b	E	3c3q_B	733.1	100.00	2
Slc9a3r1	E	2d10_E	922.9	100.00	2
Pex5	E	2w84_B	525.1	100.00	2
Marcks	E	1iwq_B	1418.5	100.00	2
Hcfc1	E	4n3c_B	1495.9	100.00	2
Camk2d	E	1cdm_B	1313.9	100.00	2
Tcf12	E	2knh_B	553.7	100.00	2
Nek9	E	5de2_C	837.6	100.00	2
Rps6ka1	E	3tei_B	824	100.00	2
Atxn2	E	3ktr_B	792.2	100.00	2
Errfi1	E	2rfd_C	769.8	100.00	2
Pxn	E	2vzd_C	533.5	100.00	2
Ncoa5	E	2j7x_B	453.4	100.00	2
Hist1h2al	E	4edu_T	350.5	100.00	2
Prdx4	E	3wgx_C	426.4	100.00	2
Rc3h1	E	4ywq_A	1218.6	100.00	1
Smad4	E	3qsv_A	596.7	100.00	1
Lgals1	E	4lbq_A	635	100.00	1
Gabarapl2	E	1eo6_A	954.9	100.00	1
Ddt	E	3ker_A	2554	100.00	1
Mif	E	1mfi_A	2309.9	100.00	1
Tbl1x	E	2xtc_A	1610.8	100.00	1
Dgcr8	E	3le4_A	1296.8	100.00	1
Tjp1	E	3shw_A	399.1	99.79	2
Ppp1cc	E	4v0w_A	937	99.66	2
Nf1	E	2d4q_A	1105.4	99.61	1
Cdh2	E	4nuq_A	826.7	99.53	1
Gtf2b	E	1c9b_A	1305	99.52	2
Pafah1b1	E	1vyh_C	737.2	99.51	2
Fmnl3	E	4eah_A	5810	99.50	2
Nt5c	E	2jao_A	1576.5	99.50	1
Mat2a	E	4ndn_A	4537.9	99.49	2
Cbl	E	1fbv_A	1727.1	99.48	3
Rhoc	E	1z2c_A	1720.2	99.48	2
Mib1	E	4xi7_A	463.6	99.47	2
Cand1	E	1u6g_C	4138.5	99.43	3
Rangap1	E	1kps_B	726.9	99.42	2
Apc	E	3qhe_A	761.4	99.41	2
Vta1	E	2lxm_A	1232.5	99.40	2
Rps6kb1	E	3a60_A	2183.3	99.39	1
Sept2	E	2qa5_A	1097.3	99.37	1
Arpc5	E	4jd2_G	2172.5	99.34	8
Nqo1	E	1dxq_A	3130.4	99.27	1
Rcor1	E	2x0l_B	2727.2	99.25	3
Impdh2	E	1jr1_A	4528.7	99.22	1
Cuta	E	1osc_A	2307.9	99.21	1
Ap1g1	E	1w63_A	5107.5	99.19	4
Ipo13	E	3zjy_B	1423.9	99.17	3
Map1lc3b	E	2k6q_A	618	99.17	2
Pcyt1a	E	3hl4_A	2434.7	99.15	1
Ctbp2	E	2ome_A	3495.6	99.11	1
Ide	E	3p7l_A	1489	99.08	1
Farp2	E	4gyv_A	2709.5	99.08	1
Map2k1	E	3dv3_A	1525.1	99.07	1
Vps25	E	2zme_C	1126.3	99.02	3
Ptpn11	E	1aya_A	534.1	99.01	2
Cdk2	E	1okw_A	1680.6	98.99	3
Wnk1	E	3fpq_A	1242.4	98.97	1
Pdpk1	E	1h1w_A	2270.6	98.96	1
Rab8a	E	4lhx_A	1163.2	98.92	2
Mllt4	E	2ain_A	346	98.92	2
Ptk2	E	2j0m_B	1044.1	98.91	2
Ppig	E	2wfj_A	529.5	98.88	2
Mapre1	E	1txq_B	970.9	98.84	2
Pik3ca	E	4l23_A	3814.7	98.69	2
Stat3	E	1bg1_A	2040	98.66	1
Sf1	E	2m0g_A	1331.9	98.62	2
Prkab1	E	4eak_B	1955.7	98.61	3
Rplp1	E	2lbf_A	1020.9	98.55	2
Nbea	E	1mi1_A	974.2	98.55	1
Cfap36	E	4zi2_C	1186	98.52	2
Usp15	E	3lmn_A	3317.4	98.52	1
Akt2	E	3e87_A	916.1	98.51	2
Crkl	E	2bzy_A	1933.1	98.51	1
Ppfibp1	E	3tad_C	538.9	98.49	2
Puf60	E	2kxh_A	680.4	98.49	2
Cdk12	E	4un0_C	945.4	98.47	2
Wasl	E	2lnh_A	740.1	98.46	3
Gsn	E	4cbu_G	1058.6	98.43	2
Flnc	E	4mgx_A	500.8	98.38	2
Gnpnat1	E	2huz_A	3116.9	98.37	1
Rad23b	E	2f4o_B	853.8	98.36	3
Vps29	E	2r17_A	1715.7	98.36	2
Eml4	E	4cgc_A	1049.6	98.31	1
Rab14	E	4d0g_A	846.6	98.29	2
Sh3kbp1	E	2bz8_A	511.4	98.28	2
Uchl3	E	1xd3_A	1150.4	98.26	2
Stk24	E	4o27_B	1203	98.22	3
Mpp5	E	4wsi_A	1189.6	98.22	2
Dpy30	E	4riq_A	1812.2	98.21	2
Arl3	E	3bh7_A	1542.4	98.17	2
Nr3c1	E	3mne_A	927.5	98.08	2
Uck2	E	1xrj_A	1825.5	98.08	1
Gm20390	E	1nsk_L	2510.8	98.03	1
Cnot2	E	4c0d_B	5497.4	98.01	3
Prmt5	E	4gqb_A	6160.3	97.96	3
Msl1	E	4dnc_D	1703.6	97.92	2
Dock9	E	2wm9_A	3342.9	97.90	2
Rasa1	E	1wq1_G	1465	97.90	2
Ldhb	E	1i0z_A	5422.8	97.90	1
Camk2g	E	2ux0_A	2268.1	97.90	1
Ncoa3	E	1kbh_A	1670.6	97.87	2
Agfg1	E	2olm_A	1058.3	97.86	1
Upf3b	E	1uw4_A	1110.1	97.80	2
S100a6	E	4p2y_B	625.6	97.80	2
Kpna1	E	4b18_A	1108.8	97.76	2
Nupl1	E	4jo7_A	2659.7	97.75	2
Timm9	E	2bsk_A	2339.6	97.75	2
Sos1	E	1xd2_C	3383.3	97.73	2
Vps4a	E	2k3w_A	571.5	97.62	2
Map2k4	E	3alo_A	3056.1	97.55	2
Bin1	E	1mv0_B	574.3	97.53	2
Stip1	E	1elw_A	617.7	97.46	2
Vprbp	E	4z8l_A	1891.7	97.42	3
Cdk6	E	1xo2_B	2339.2	97.40	2
Cul5	E	3dqv_C	2500.8	97.38	3
Apoa1bp	E	2o8n_A	1440.1	97.36	1
Edc3	E	3d3k_A	1906.3	97.30	1
Carhsp1	E	3aqq_A	1975.7	97.28	1
Stk10	E	4bc6_A	1915.7	97.27	1
Mapk9	E	3e7o_A	997.2	97.22	1
Ctbp1	E	1hl3_A	3899.8	97.21	2
ENSMUSP00000140030	E	3qwm_A	1233.6	97.14	1
Klhl11	E	3i3n_A	2419.2	97.13	1
Tes	E	2iyb_E	806.4	96.92	2
Asf1b	E	5bnx_D	1365.5	96.84	4
Galnt2	E	2ffu_A	752	96.81	2
Txnrd1	E	3ean_A	4856.4	96.79	1
Smad5	E	3kmp_A	593.2	96.77	1
Rbpms2	E	2m9k_A	732.8	96.77	1
Atg5	E	4naw_B	1845.7	96.73	4
Sorbs1	E	4lnp_A	405.8	96.72	2
Aurka	E	3dj5_A	2632.8	96.69	1
Psme1	E	1avo_A	2676.4	96.67	2
Chmp3	E	2gd5_A	1774.7	96.65	1
Dcps	E	1vlr_A	4068.5	96.57	1
Pgam1	E	4gpz_A	1271	96.56	1
Usp14	E	2ayo_A	1424.3	96.53	2
Papss2	E	2ax4_A	1926.9	96.46	1
Snx1	E	4fzs_A	2169.3	96.43	1
Nt5c2	E	5cr7_A	5975.7	96.39	1
Ppia	E	1m9e_A	333.5	96.34	2
Stat5b	E	1y1u_A	1441.2	96.24	1
Sqstm1	E	2knv_A	536.7	96.15	1
Ube2c	E	4yii_U	677.7	96.13	2
Cdc37	E	2k5b_B	721.6	96.12	2
Mapk14	E	1lez_A	437.7	96.11	2
Mef2d	E	1egw_A	2799	96.10	1
Myo10	E	3au4_A	761.2	96.04	2
Dot1l	E	2mv7_B	884	96.00	2
Tln2	E	1zw2_B	1112.1	96.00	2
Tns2	E	2loz_A	672.1	95.92	2
Ccm2	E	4y5o_A	1290.1	95.92	2
Bcr	E	1k1f_A	3145.4	95.83	1
Rap2c	E	3rap_R	651.3	95.81	1
Fkbp4	E	1n1a_A	756.2	95.71	1
Yars	E	4q93_A	2443.6	95.70	1
Bcar1	E	1wyx_A	449.5	95.65	1
St13	E	4j8c_A	1163.2	95.65	1
Dcp1a	E	4b6h_A	648	95.52	2
Ralb	E	2kwi_A	1100.8	95.51	2
Eif4enif1	E	5anr_C	1104.7	95.45	3
Rab33b	E	2g77_B	1597.5	95.45	2
Ehmt1	E	3fpd_A	1696.5	95.40	1
Ube2a	E	2ybf_A	998.2	95.39	2
Coq9	E	4rhp_A	1499.4	95.32	1
Arhgef7	E	2ak5_A	790.3	95.31	2
Pdcd6ip	E	2r02_A	497.8	95.27	2
Ugp2	E	4r7p_A	3440.9	95.25	1
Gm7964	E	1zzj_A	1003.1	95.12	1
Sec24a	E	2nup_B	1643.1	95.09	3
Mtmr2	E	1m7r_A	937	94.98	1
Dapk3	E	1yrp_A	1730	94.96	1
Gapdh	E	4o59_O	3950.5	94.88	1
Nek7	E	5de2_A	674.7	94.84	2
Pafah1b3	E	1fxw_A	1139.5	94.83	2
Ubl5	E	4pyu_A	500.2	94.74	2
Myl6b	E	1oe9_B	1348.2	94.70	2
Kif3b	E	3b6u_A	1195.2	94.62	1
Rbbp6	E	3ztg_A	837.4	94.57	1
Tnfaip3	E	3zje_A	847.5	94.54	1
Hint1	E	3tw2_A	2191.7	94.44	1
Tbl1xr1	E	2xtc_A	1610.8	94.44	1
Mapkap1	E	3voq_A	792.6	94.40	1
Plekhm2	E	3hw2_B	663.8	94.29	2
Col4a3bp	E	4hhv_A	888.1	94.29	1
Gm3839	E	4o59_O	3950.5	94.28	1
Setd7	E	1o9s_A	790	94.21	2
Rab11fip1	E	4d0g_C	610.3	94.20	2
Casp6	E	3qnw_B	3251.2	94.00	3
Fam126a	E	5dse_B	2750.5	93.91	2
Mad2l1	E	1klq_A	507.2	93.91	2
Akap13	E	4d0n_B	1728	93.83	2
Psph	E	1l8o_A	870.9	93.78	1
Rabep1	E	1x79_B	1602.3	93.75	2
Dyrk1a	E	4aze_A	380.6	93.72	2
Stat1	E	1yvl_A	407.3	93.70	2
Erbb2ip	E	1mfg_A	424.1	93.68	2
Comt	E	4pyq_A	1304.6	93.67	1
Mtap	E	3ozc_A	2429.7	93.64	1
Casp3	E	2xyh_B	3691.5	93.55	2
S100a4	E	4eto_A	1857.9	93.55	2
Gars	E	4qei_A	5577.5	93.49	1
Srgap2	E	4rtt_A	650.5	93.48	1
Cops8	E	4d18_H	2561.8	93.43	8
Prpsap2	E	2ji4_A	2807	93.40	1
Prdx2	E	1qmv_A	2829.6	93.40	1
Glrx5	E	2wul_A	903.9	93.22	1
Larp1	E	4zc4_A	957.7	93.21	1
Npr3	E	1jdp_A	1558.4	93.20	2
Wars	E	1o5t_A	1530	93.12	1
Gstm1	E	3fyg_A	1709.4	93.09	1
Lnx2	E	5din_A	783.1	93.08	1
Adss	E	2v40_A	2713.7	93.03	1
Fntb	E	1nl4_B	3587.3	93.02	2
Dusp3	E	3f81_A	754.6	92.90	1
Mast4	E	2w7r_A	1132.7	92.86	1
Cope	E	3mkr_A	2578.4	92.78	2
Esrra	E	1xb7_A	1625.3	92.71	2
Cast	E	3bow_C	3580.2	92.63	3
Ctps2	E	3ihl_A	3169.7	92.55	1
Dars	E	4j15_A	4080.8	92.32	1
Uqcrh	E	1bcc_H	1374.9	92.31	10
Snap29	E	4wy4_D	2726.1	92.31	4
Capza1	E	2kz7_A	4737.5	92.31	3
Cttn	E	3ulr_B	860	92.31	3
Brox	E	3um1_A	1356.1	92.29	2
Dnph1	E	2khz_A	1382.4	92.12	1
Gak	E	4o38_A	2122.8	92.01	1
Scrib	E	4wyu_A	617.2	91.98	2
Xiap	E	4ic2_A	928.1	91.89	1
Map2k2	E	1s9i_A	1399.5	91.81	1
Myh4	E	2w4g_M	4320.6	91.79	3
Usp8	E	3n3k_A	1362	91.67	2
Adk	E	4o1l_A	1180.9	91.62	1
Abl2	E	1bbz_A	492.2	91.38	2
Ccnh	E	1jkw_A	832.9	91.33	1
Ranbp1	E	1k5d_B	2650.3	91.04	3
Tfdp1	E	2aze_A	3682.6	90.97	3
Dnm1l	E	3w6n_A	1714.5	90.93	1
Paip1	E	1jh4_B	1009.4	90.91	2
Atf1	E	1dh3_A	1583.4	90.91	1
Rragc	E	3llu_A	1470.1	90.82	1
Gstm2	E	1b4p_A	2129.7	90.78	1
Gemin2	E	3s6n_2	3512.6	90.71	7
Git1	E	2w6a_A	1389.1	90.48	1
Apbb2	E	2roz_B	780.5	90.44	2
Sgta	E	4goe_A	876.3	90.38	1
Ptp4a2	E	1zck_A	1307.8	90.26	1
Ppp2r5d	E	2nyl_B	1574.8	90.21	4
Rps2	E	4d5l_C	4712.9	90.10	33
Kpna3	E	4uae_A	1737.6	89.79	2
Prdx6	E	1prx_A	2493.9	89.73	1
Obsl1	E	3knb_B	696.2	89.72	2
Emg1	E	5fai_A	1947.6	89.66	1
Hpcal1	E	1bjf_A	1186.5	89.64	1
Spag9	E	2w83_C	2557.9	89.61	2
Umps	E	3ewz_A	2132.8	89.23	1
Aldh7a1	E	2j6l_A	4942.3	89.00	1
Nup214	E	3fhc_A	1041.3	88.89	2
Arhgef1	E	1shz_C	1435.6	88.84	2
Ube2h	E	2z5d_A	477.6	88.83	1
Inpp5f	E	4xuu_A	2334.9	88.76	1
Ripk2	E	5ar5_A	2194.3	88.65	1
Ptges2	E	1z9h_A	1822.8	88.62	1
Spg20	E	4u7i_A	693.4	88.42	2
Txn2	E	1uvz_A	490.1	88.24	1
Gyg	E	3t7o_A	2446	88.21	1
Mcfd2	E	3lcp_C	859.8	88.17	2
Bicd2	E	4ytd_A	2289	88.12	1
Mvk	E	1kvk_A	1277.4	88.10	1
Dnmbp	E	4cc2_A	736.8	88.06	2
Akr7a5	E	2bp1_A	1396.1	88.06	1
Strn3	E	4n6j_A	1326.7	88.00	1
Gstm5	E	3gtu_B	1309.2	87.95	2
Pdxk	E	1rfu_A	2490.7	87.82	1
Dut	E	1q5u_X	3296.1	87.76	1
Eef1e1	E	4bvx_B	1533.1	87.72	2
Pcbp3	E	2axy_A	1526.8	87.67	1
Kat6b	E	3v43_A	529.4	87.50	2
Hip1	E	3i00_A	2141.8	87.50	1
Foxk2	E	2c6y_A	1106.5	87.39	1
Dnm2	E	2aka_B	955.4	87.29	3
Dnpep	E	4dyo_A	8487.7	87.22	1
Mdc1	E	3va4_A	981.3	87.12	2
Foxp4	E	2as5_F	1060.4	87.10	2
Anln	E	4xoi_B	698.1	87.04	2
Racgap1	E	3wps_A	691.4	87.02	1
Ntmt1	E	5e1b_A	1161.8	86.72	2
Peg12	E	4afj_X	867.5	86.67	2
Fahd1	E	1saw_A	1365.9	86.67	1
Vasp	E	1use_A	1801.3	86.67	1
Apaf1	E	3jbt_A	3994.2	86.59	2
Cep55	E	3e1r_A	1564	86.21	2
Uck1	E	2jeo_A	1501.7	86.12	1
Pebp1	E	1bd9_A	673.9	86.10	1
Pycr1	E	2izz_A	6105.3	86.02	1
Mri1	E	4ldq_A	2161.6	85.91	1
Ak1	E	1z83_A	1257.8	85.71	1
Aldh3a2	E	4qgk_A	4465	85.68	1
Melk	E	4d2w_A	1436.2	85.67	1
Akr1b3	E	1ef3_A	855.5	85.40	1
Mapk3	E	4iza_A	556.2	85.39	2
Grhpr	E	2h1s_A	3061	85.37	1
Lxn	E	2bo9_B	1373.3	84.68	2
Nmral1	E	2wmd_A	1512.1	84.62	1
Ldlr	E	3p5c_L	597.3	84.55	3
Mad1l1	E	4dzo_A	2155.2	84.55	1
Akt3	E	3qkk_A	955	84.46	2
Aurkb	E	4af3_A	1750.4	84.25	2
Hmgb2	E	4qr9_A	1181.7	84.21	1
Gart	E	2v9y_A	1847	84.13	1
Casp8	E	1qdu_B	3944.9	84.09	3
Irf3	E	1t2k_A	1186.5	83.93	3
Tgm2	E	2q3z_A	742.3	83.84	2
Robo2	E	2v9t_A	717.8	83.76	2
Zwilch	E	3if8_B	4902.5	83.66	2
Arf5	E	1re0_A	2063.4	83.54	2
Lrrfip1	E	4h22_A	2340.1	83.50	1
Myl1	E	2w4g_C	2789.1	83.45	3
Aprt	E	4x44_A	1768.3	83.33	1
S100a11	E	1nsh_A	1446.9	83.17	1
Bub1b	E	4ggd_C	382.6	82.61	2
Blvra	E	2h63_A	1390.9	82.53	1
Kif23	E	3vhx_B	2256.6	82.50	2
Hira	E	2i32_E	772.5	82.46	2
Igbp1	E	4iyp_A	919.7	81.53	2
Phactr4	E	4b1y_M	1182	81.25	2
Hdac4	E	2h8n_A	2430.1	81.25	1
Dclk1	E	2xrp_I	946.3	81.05	3
Camkk2	E	1ckk_B	1846.5	80.77	2
Slc4a1ap	E	4h87_A	1328.6	80.77	1
Tfe3	E	4ath_A	1979.1	80.72	1
H1f0	E	4qlc_U	1146.7	80.52	5
Gmfb	E	4jd2_H	1631.2	80.28	8
Mrpl23	E	4v19_X	3870.2	80.00	28
Dtymk	E	1e98_A	1281.8	80.00	1
Strn4	E	4n6j_A	1326.7	80.00	1
Trappc5	E	2j3r_B	1631.7	79.62	2
Tpx2	E	4c3p_B	1311.1	79.07	2
Foxk1	E	2c6y_A	1106.5	78.38	1
Topbp1	E	3ueo_A	635.7	78.33	2
Ctdp1	E	1onv_B	761.3	78.31	2
Mpdz	E	2iwq_A	1227.8	78.05	1
Clip2	E	3rdv_A	407.3	77.78	2
Mfn1	E	1t3j_A	1434.2	77.08	1
Fkbp1a	E	1fap_A	741.3	76.64	2
Sh3gl1	E	2c08_A	2858.1	76.47	1
Inppl1	E	2kso_B	473.9	76.32	2
Cryz	E	1yb5_A	2117.8	76.07	1
Sntb2	E	2pdz_A	361.7	75.58	2
Tarsl2	E	4hwt_A	2622.3	75.54	1
Irs2	E	1irs_A	580.5	75.00	2
Sept9	E	3sop_A	1244.6	74.44	1
Cbr3	E	4z3d_A	1280.8	73.91	1
Rpl13a	E	1ete_A	911.9	73.88	1
Gbp2	E	2bc9_A	2292.8	73.78	1
Lin7c	E	1y74_A	1786.9	73.68	2
Trim25	E	4cfg_A	4867	73.65	1
Rhog	E	1foe_B	1654.9	73.45	2
Kctd17	E	3drz_A	1484.6	72.90	1
Tnrc6b	E	3ktp_B	652.9	72.73	2
Eya4	E	4egc_B	821.6	72.45	2
Osbp	E	2rr3_B	784.7	72.34	2
Atf7ip	E	2rpq_B	739.9	71.43	2
Hmgb3	E	4qr9_A	1181.7	71.05	1
Snx2	E	4fzs_A	2169.3	70.98	1
Nr2c1	E	3p0u_A	1345.2	70.68	1
Lasp1	E	4f14_A	402.6	70.31	2
Lmnb2	E	2xv5_A	891.7	70.27	1
Akr1b8	E	1ef3_A	855.5	70.16	1
Parp10	E	3hkv_A	1429.1	70.05	1
