human_entrez	mouse_entrez	mouse_uniprot
2186	207165	
1490	14219	P29268
1490	14219	
6619	77634	Q9D2C9
6619	77634	
4141	216443	Q68FL6
4141	216443	
284058	76719	Q80TG1
284058	76719	
5602	26414	
23451	81898	
2033	328572	B2RWS6
2033	328572	
7448	22370	P29788
9349	65019	P62830
9349	100044627	P62830
9349	100862455	P62830
9349	65019	
9349	100044627	
9349	100862455	
2308	56458	Q9R1E0
30849	75669	
30849	75669	Q8VD65
60625	71715	
9656	240087	
219541	381379	Q8C1S0
11146	170823	Q8BZM1
11146	170823	
4000	16905	P48678
4000	16905	
10207	12695	
10207	12695	Q63ZW7
8535	12418	O55187
829	12340	
64151	54392	
51642	52443	
6045	19821	
6045	19821	Q9CQJ4
975	12520	P35762
23673	100226	Q9ER00
7082	21872	P39447
7082	21872	
207	11651	P31750
207	11651	
9416	74351	
51386	223691	Q8QZY1
23054	56406	
9330	98488	
9043	70834	Q58A65
9043	70834	
6170	67248	P62892
27258	67678	P62311
27258	67678	
8650	18222	Q9QZS3
8650	18222	
10476	71679	Q9DCX2
10476	71679	
6778	20852	P52633
6778	20852	
23435	230908	Q921F2
23435	230908	
580	12021	O70445
25852	74125	
25852	74125	Q9DBR3
2289	14229	Q64378
2289	14229	
3572	16195	Q00560
3572	16195	
64783	229700	
4361	17535	Q61216
4361	17535	
51585	74737	
2187	237211	
84612	58220	Q9JK83
55257	73247	Q9DAT2
57129	74600	Q8K2Y7
9759	208727	Q6NZM9
9759	208727	
79042	66078	
79042	66078	Q8BMZ5
51003	67279	Q9CXU1
4236	100034361	Q9CQU1
4236	67532	Q9CQU1
89781	192232	Q99KG7
5691	26446	Q9R1P1
6884	99730	P61216
51592	94093	
79682	71876	Q8C4M7
79682	71876	
23013	56381	
55504	29820	Q9JLL3
5594	26413	P63085
5594	26413	
10923	20024	P11031
11340	69639	Q9D753
11340	69639	
28996	15258	Q9QZR5
28996	15258	
112399	112407	
4055	17000	P50284
3181	53379	O88569
3181	102642938	O88569
3181	53379	
3181	102642938	
309	11749	P14824
309	11749	
6117	68275	Q8VEE4
6117	68275	
56949	67439	Q9DCD2
56949	67439	
4338	17434	
8675	228960	
8675	228960	Q8BVI5
5716	53380	Q9Z2X2
5716	53380	
5664	19165	
1615	226414	Q922B2
1615	226414	
9232	30939	Q9CQJ7
9232	30939	
6616	20614	P60879
51699	56433	Q9QZ88
51699	56433	
5704	23996	P54775
9070	23808	Q91X20
9070	23808	
5985	72151	Q9D0F6
5985	72151	
55646	17089	Q08288
55646	17089	
5335	18803	
5335	18803	Q62077
8467	93762	Q91ZW3
80829	109910	
80829	109910	Q62511
2275	14201	
2275	14201	Q9R059
2776	14682	P21279
79913	109275	
3622	69260	Q9ESK4
3622	69260	
79643	208092	P0C0A3
79643	208092	
2290	15228	Q60987
51230	228829	
51230	228829	Q8BLG0
904	12455	Q9QWV9
904	12455	
5033	18451	Q60715
5033	18451	
5518	51792	Q76MZ3
5518	51792	
64682	17222	P53995
64682	17222	
8202	17979	
51421	56332	
51421	56332	Q8K371
8291	26903	
8291	26903	Q9ESD7
2923	14827	P27773
2923	14827	
9577	107976	Q8K3W0
9577	107976	
7157	22059	P02340
7157	22059	
7090	21887	Q08122
7090	21887	
10440	21854	Q9Z0V8
10440	21854	
5441	66491	P62876
6717	109552	Q6P069
63931	64659	
63931	64659	Q9CR88
10717	67489	Q9WV76
10717	67489	
10919	110147	Q9Z148
10919	110147	
23049	233789	Q8BKX6
23049	233789	
9026	29816	Q9JKY5
9026	29816	
7014	21750	
7014	21750	O35144
595	12443	P25322
2185	19229	
2185	19229	Q9QVP9
348	11816	P08226
348	11816	
192111	72542	Q8BX10
192111	72542	
53615	17192	
53615	17192	Q9Z2D8
84707	12069	Q9WTZ8
1742	13385	Q62108
1742	13385	
10095	11867	Q9WV32
10095	11867	
10248	74097	Q9DCH2
648	12151	P25916
648	12151	
5727	19206	Q61115
5727	19206	
5931	245688	Q60973
5931	245688	
6256	20181	
6256	20181	P28700
10097	66713	P61161
10189	21681	O08583
26228	56792	Q9JM90
26228	56792	
4841	53610	
4841	53610	Q99K48
9341	22319	P63024
22907	72831	Q99PU8
22907	72831	
79960	269424	Q6ZPI0
79960	269424	
8745	23792	
8745	23792	Q9R1V7
9020	53859	Q9WUL6
55367	57913	
55367	57913	Q9ERV7
10952	66212	Q9CQS8
10952	66212	
8443	14712	
8443	14712	P98192
55728	333789	
6428	20383	P84104
6164	68436	Q9D1R9
6164	619547	Q9D1R9
6164	100043876	Q9D1R9
6164	68436	
6164	619547	
6164	100043876	
7409	22324	
7409	22324	P27870
55131	68272	Q8CGC6
55131	68272	
55845	101314	Q91VR8
1643	107986	
1643	107986	Q99J79
1271	12804	O88507
1271	12804	
5216	18643	P62962
5216	18643	
6191	20102	P62702
4671	17952	Q9JIB6
4671	53880	Q9JIB6
1477	67337	
1477	67337	Q99LC2
3895	16709	
4722	68349	Q9DCT2
5688	26444	Q9Z2U0
8148	70439	
83737	16396	Q8C863
23191	20430	Q7TMB8
23191	20430	
5595	26417	
5595	26417	Q63844
378708	69928	
378708	69928	Q9D084
405	11863	P53762
405	11863	
5618	19116	Q08501
5618	19116	
2054	13852	
64946	26886	Q9QYM8
8312	12005	
10915	56070	Q8CGF7
10094	56378	Q9JM76
10094	56378	
682	12215	P18572
682	12215	
6182	56282	Q9DB15
10594	192159	Q99PV0
10594	192159	
6175	11837	P14869
6175	11837	
3725	16476	P05627
84343	12807	Q91VB4
84343	12807	
8674	53330	
8674	53330	O70480
2966	23894	
2966	23894	Q9JIB4
3710	16440	P70227
1147	12675	
7846	22142	P68369
672	12189	P48754
672	12189	
2707	14620	P28231
521	11958	Q06185
521	11958	
650	12156	P21274
10902	78656	Q8R3B7
10902	78656	
5034	18453	P09103
5034	18453	
54464	24127	
9641	56489	Q9R0T8
9641	56489	
57113	26946	Q9WVC5
57113	26946	
3655	16403	Q61739
3655	16403	
10804	14623	P70689
10804	14623	
1654	13205	Q62167
1654	110957	P16381
7421	22337	P48281
7421	22337	
23176	20362	
23176	20362	Q8CHH9
10111	19360	
9477	56771	Q9R0X0
6749	20833	Q08943
6749	20833	
9801	56284	Q9D338
5717	69077	Q8BG32
5717	69077	
26118	78889	O54927
26118	78889	
9782	17184	
9782	17184	Q8K310
4221	17283	O88559
4221	17283	
9138	16801	
9138	16801	Q61210
51253	56280	Q921S7
11117	100952	Q99K41
10856	20174	Q9WTM5
10856	20174	
94104	67367	P58501
94104	67367	
2770	14677	B2RSH2
9611	20185	
1040	74596	P98191
114034	68276	Q9D2E2
114034	68276	
4089	17128	P97471
4609	107771	Q6P8Z1
57634	75560	Q8CHI8
57634	75560	
57616	243931	
7336	70620	Q9D2M8
7336	70620	
9739	233904	
26015	68925	Q80TE0
26015	68925	
657	12166	P36895
657	12166	
515	11950	Q9CQQ7
515	11950	
3172	15378	
3172	15378	P49698
56259	66642	Q9CWL8
6925	21413	
6925	21413	Q60722
2209	14129	P26151
2209	14129	
6155	19942	P61358
6155	19942	
1973	13681	P60843
1973	13681	
8861	16825	
8861	16825	P70662
6636	69878	P62307
1901	13609	O08530
3691	192897	
3691	192897	A2A863
10245	21855	Q9Z0V7
10245	21855	
8802	56451	Q9WUM5
8802	56451	
51755	69131	Q14AX6
2011	13728	
5917	104458	Q9D0I9
1778	13424	Q9JHU4
1778	13424	
3674	16399	Q9QUM0
10664	13018	Q61164
10847	100043597	
3909	16774	Q61789
2960	74197	Q9D0D5
5496	14208	
5496	14208	Q61074
79172	52504	Q8K015
79172	52504	
7994	244349	
65123	229543	Q7TPD0
65123	229543	
54994	76425	Q9D7M1
9616	19823	Q9WTZ1
9616	19823	
51082	20018	P97304
51082	20018	
5710	19185	O35226
5710	19185	
6207	68052	P62301
6207	102642137	P62301
6207	68052	
6207	102642137	
9943	108737	Q6P9R2
9943	108737	
92259	66128	Q9CQX8
92259	66128	
79109	227743	
79109	227743	Q8BKH7
54881	269536	
54881	269536	Q3URQ0
6184	103963	Q91YQ5
6184	103963	
6161	19951	P62911
6161	621697	P62911
6161	102642864	P62911
6161	19951	
6161	621697	
6161	102642864	
63943	56299	O35450
63943	56299	
10683	13389	O88516
930	12478	P25918
930	12478	
4289	27418	O89050
4289	27418	
9919	227648	
93621	67568	Q9CQL7
24148	68879	
24148	68879	Q91YR7
8665	66085	Q9DCH4
91949	233824	
896	12445	
896	12445	P30282
9553	66845	Q9CQP0
9553	66845	
1488	13017	
1488	13017	P56546
6727	20813	P16254
6727	102642637	P16254
6727	20813	
6727	102642637	
8813	13480	
7469	24116	Q8BG30
1650	13200	O54734
23513	105782	
23513	105782	Q80U72
7464	107684	
7464	107684	Q8C0P5
1647	13197	P48316
1647	13197	
55167	77853	
55167	77853	Q69ZF8
2010	13726	O08579
2010	13726	
51433	59008	Q8BTZ4
51433	59008	
7813	14020	
1649	13198	P35639
1649	13198	
5879	19353	P63001
5879	19353	
4067	17096	P25911
51604	78928	Q8BXQ2
51604	78928	
925	12525	P01731
925	12525	
354	16612	P15947
354	16612	
71	11465	P63260
71	11465	
4001	16906	P14733
9529	70369	Q8CI32
9529	70369	
25885	20019	
25885	20019	O35134
50807	13196	
50807	13196	Q9QWY8
54205	13063	P62897
8175	20222	
11100	232989	
11100	232989	Q8VDM6
7532	22628	P61982
6598	20587	Q9Z0H3
6598	20587	
84844	68479	P83870
23592	380664	
2908	14815	
64426	71954	Q8BR65
64426	71954	
5711	66998	Q8BJY1
5711	66998	
51009	116891	Q8BNI4
51009	116891	
8559	67229	Q8BM39
8559	67229	
65008	94061	Q99N96
65008	94061	
11066	76167	Q9D384
11066	76167	
5289	225326	Q6PF93
5289	225326	
4217	26408	
4217	26408	O35099
6434	20462	P62996
6434	20462	
10291	67465	Q8K4Z5
81572	68559	P59048
81572	68559	
9203	56364	
9203	56364	Q9JLM4
10482	53319	Q99JX7
10482	66836	Q99JX7
10482	53319	
10482	66836	
10482	53319	Q9CQE2
10482	66836	Q9CQE2
6210	267019	P62245
6210	267019	
4809	20826	Q9D0T1
4809	20826	
4809	100862468	
292	11740	P51881
10971	22630	
10971	214444	
10971	22630	P68254
10971	214444	P68254
5430	20020	P08775
5430	20020	
23269	29808	A2AWL7
23269	29808	
6223	20085	Q9CZX8
6223	20085	
9517	20773	P97363
55234	74255	Q3UKJ7
8828	18187	O35375
1277	12842	P11087
5451	18986	
5451	18986	P25425
1478	108062	Q8BIQ5
1478	108062	
2873	209318	
1789	13436	O88509
1789	13436	
4605	17865	P48972
4605	17865	
3778	16531	
7514	103573	Q6P5F9
7514	103573	
10026	329777	Q9CXY9
10026	329777	
29093	216767	Q8BU88
10228	58244	Q9JKK1
10228	58244	
4793	18036	Q60778
4793	18036	
79577	214498	Q8JZM7
79577	214498	
26985	55946	Q9JKC8
26985	55946	
51367	117109	Q9DB28
1080	12638	P26361
1080	12638	
8115	21432	P56280
8115	21432	
23426	74053	
23426	74053	Q925T6
374291	75406	Q9DC70
4224	17287	P28825
4224	17287	
63875	27397	Q9D8P4
63875	27397	
22976	55982	Q6NZQ4
22976	55982	
7067	21833	P63058
7067	21833	
124944	104457	
124944	104457	Q9DCT6
7456	215280	Q8K1I7
7456	215280	
991	107995	Q9JJ66
991	107995	
7536	22668	Q64213
7536	22668	
84678	30841	Q6P1G2
84678	30841	
11171	20901	Q9Z1Z2
55193	66923	Q8BSQ9
55193	66923	
64750	66313	A2A5Z6
79590	67707	Q9CQ06
79590	67707	
79706	66801	Q9CWV6
79706	66801	
80209	212127	Q5PRE5
9382	16834	Q9Z160
9382	16834	
54617	68142	Q6ZPV2
54617	68142	
10014	15184	
10735	20843	
10735	20843	O35638
51116	118451	Q924T2
6934	21416	
6934	21416	Q924A0
79155	231130	
79155	231130	Q99JG7
9839	24136	Q9R0G7
9839	24136	
26019	326622	
5617	107849	
5617	215029	
5617	56635	Q9JHK0
5617	666317	
8520	107435	
8520	107435	Q8BY71
1385	12912	Q01147
1385	12912	
4842	18125	
4842	18125	Q9Z0J4
3693	16419	
8161	12812	
8161	12812	Q5SU73
8569	17346	
4116	17149	P61327
701	12236	Q9Z1S0
23385	59287	P57716
23385	59287	
9031	22385	Q9Z277
3371	21923	Q80YX1
3371	21923	
2959	229906	P62915
9584	170791	Q8VH51
9584	170791	
1270	12803	P51642
2965	14884	
29088	27395	Q9CPR5
29088	27395	
5525	226849	Q6PD03
5525	226849	
55957	75660	Q9D8N6
55957	75660	
93974	11983	
93974	11983	O35143
51742	94246	A2CG63
51742	94246	
328	11792	P28352
328	11792	
81608	66899	Q9D824
81608	66899	
3454	15975	P33896
3454	15975	
80198	71711	
80198	71711	Q91ZJ0
1660	13211	
5921	218397	
5395	18861	
60	11461	P60710
60	11461	
6938	21406	Q61286
6938	21406	
57680	67772	Q09XV5
57680	67772	
79184	210766	P46737
79184	210766	
10815	12889	P63040
10815	12889	
51317	192285	
2263	14183	
7186	22030	P39429
80781	12822	P39061
80781	12822	
29760	17060	
29760	17060	Q9QUN3
3190	15387	P61979
3190	15387	
3015	51788	P0C0S6
3015	51788	
27429	64704	
27429	64704	Q9JIY5
80031	214968	Q76KF0
80031	214968	
4292	17350	
4292	17350	Q9JK91
6929	21423	
6929	21423	P15806
5715	67151	Q9CR00
5715	67151	
55054	77040	
55054	77040	Q8C0J2
9276	50797	O55029
64421	227525	Q8K4J0
64421	227525	
51530	232679	Q80YV2
51530	232679	
2177	211651	Q80V62
2177	211651	
25949	68592	Q9D198
51564	56233	Q8C2B3
51564	56233	
51340	66877	P63154
1457	NA	Q60737
23421	67733	Q9CQ82
25884	69121	
51747	67684	Q5SUF2
51747	67684	
79718	81004	Q8BHJ5
79718	81004	
9855	227377	Q91VS8
9855	227377	
27101	12301	Q9CXW3
27101	12301	
2784	14695	Q61011
9021	12702	O35718
26259	231672	Q8BIA4
1326	26410	Q07174
1326	26410	
23338	76901	Q6ZQF7
23338	76901	
5111	18538	P17918
5300	241593	
5052	18477	P35700
5052	18477	
54822	58800	Q923J1
54822	58800	
7818	65111	
7818	65111	Q9ER88
2849	233919	Q8BZA7
9568	242425	Q80T41
9568	242425	
84172	20017	P70700
84172	20017	
6430	20384	
6430	20384	O35326
7189	22034	P70196
51069	27398	Q9D773
51069	27398	
27339	28000	Q99KP6
6886	21349	P22091
6886	21349	
8533	26572	O88543
8533	26572	
5476	19025	P16675
5476	19025	
23291	103583	Q5SRY7
23291	103583	
9091	14755	
9091	14755	Q9QYT7
6634	67332	P62320
6597	20586	Q3TKT4
6597	20586	
7076	21857	P12032
8539	11800	O35841
64976	18100	Q9Z2Q5
64976	18100	
7518	108138	
55052	66448	Q9CQL4
55052	66448	
79874	70314	Q91WG2
79874	70314	
6709	20740	
6709	20740	P16546
10419	27374	
2056	13856	P07321
2056	13856	
6830	20926	Q62383
7158	27223	
10146	27041	P97855
6181	67186	P99027
1655	13207	
2874	56310	
9968	59024	
9968	59024	A2AGH6
2647	14533	
2647	666114	
2647	14533	O55102
2647	666114	O55102
5982	19718	Q9WUK4
5982	19718	
10266	54409	Q9WUP0
10266	54409	
23397	215387	Q8C156
23397	215387	
2783	14693	P62880
2783	14693	
9918	68298	
2521	233908	P56959
2521	233908	
6804	20907	O35526
6804	20907	
51631	192196	
51631	192196	Q7TNC4
1869	13555	Q61501
1869	13555	
5889	114714	Q924H5
5889	114714	
5705	19184	P62196
5705	19184	
10006	11308	Q8CBW3
10006	11308	
10492	56403	Q7TMK9
10492	56403	
10898	54188	
10898	54188	Q8BQZ5
3205	15405	P09631
5519	73699	
5519	73699	Q7TNP2
22826	68598	
22826	68598	Q6NZB0
